ID;Geslacht;Leeftijd;BurgerlijkeStaat;RegioS;Perioden;BevolkingOp1Januari_1;GemiddeldeBevolking_2
0;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1988;14714948.0;
1;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1989;14805240.0;
2;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1990;14892574.0;
3;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1991;15010445.0;
4;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1992;15129150.0;
5;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1993;15239182.0;
6;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1994;15341553.0;
7;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1995;15424122.0;15459005.5
8;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1996;15493889.0;15530498.0
9;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1997;15567107.0;15610649.5
10;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1998;15654192.0;15707208.5
11;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;1999;15760225.0;15812087.5
12;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2000;15863950.0;15925512.5
13;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2001;15987075.0;16046180.0
14;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2002;16105285.0;16148928.5
15;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2003;16192572.0;16225302.0
16;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2004;16258032.0;16281779.0
17;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2005;16305526.0;16319868.0
18;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2006;16334210.0;16346101.0
19;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2007;16357992.0;16381695.5
20;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2008;16405399.0;16445593.0
21;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2009;16485787.0;16530388.0
22;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2010;16574989.0;16615394.0
23;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2011;16655799.0;16693073.5
24;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2012;16730348.0;16754961.5
25;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2013;16779575.0;16804432.0
26;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2014;16829289.0;16865007.5
27;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2015;16900726.0;16939923.0
28;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2016;16979120.0;17030313.5
29;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2017;17081507.0;17131295.5
30;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2018;17181084.0;17231623.5
31;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2019;17282163.0;17344874.0
32;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2020;17407585.0;17441500.0
33;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2021;17475415.0;17533043.5
34;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2022;17590672.0;17700981.5
35;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2023;17811291.0;17877116.5
36;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;2024;17942942.0;
37;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1988;1592447.0;
38;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1989;1593456.0;
39;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1990;1594041.0;
40;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1991;1598127.0;
41;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1992;1602661.0;
42;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1993;1607651.0;
43;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1994;1615032.0;
44;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1995;1622438.0;1624947.5
45;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1996;1627457.0;1630716.5
46;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1997;1633986.0;1637395.0
47;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1998;1640804.0;1644553.5
48;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);1999;1648303.0;1652627.5
49;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2000;1656952.0;1664243.0
50;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2001;1671534.0;1678498.5
51;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2002;1685463.0;1689750.5
52;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2003;1694038.0;1696451.5
53;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2004;1698865.0;1700141.5
54;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2005;1701418.0;1701085.5
55;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2006;1700753.0;1701386.5
56;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2007;1702020.0;1703401.5
57;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2008;1704783.0;1706802.0
58;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2009;1708821.0;1711387.5
59;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2010;1713954.0;1715841.5
60;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2011;1717729.0;1718312.5
61;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2012;1718896.0;1718690.5
62;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2013;1718485.0;1718259.0
63;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2014;1718033.0;1718404.0
64;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2015;1718775.0;1718582.5
65;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2016;1718390.0;1720318.5
66;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2017;1722247.0;1722279.5
67;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2018;1722312.0;1723070.5
68;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2019;1723829.0;1726667.0
69;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2020;1729505.0;1731324.0
70;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2021;1733143.0;1737537.5
71;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2022;1741932.0;1749804.5
72;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2023;1757677.0;1762528.5
73;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Noord-Nederland (LD);2024;1767380.0;
74;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1988;2987346.0;
75;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1989;3012305.0;
76;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1990;3036140.0;
77;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1991;3064765.0;
78;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1992;3094049.0;
79;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1993;3122407.0;
80;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1994;3149749.0;
81;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1995;3177446.0;3190277.0
82;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1996;3203108.0;3214321.5
83;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1997;3225525.0;3239224.0
84;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1998;3252469.0;3268079.5
85;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);1999;3283690.0;3298839.5
86;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2000;3313989.0;3331759.5
87;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2001;3349530.0;3367258.0
88;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2002;3384986.0;3398882.5
89;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2003;3412779.0;3422562.0
90;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2004;3432345.0;3439823.0
91;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2005;3447301.0;3453595.0
92;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2006;3459889.0;3464873.0
93;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2007;3469857.0;3476204.0
94;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2008;3482551.0;3491248.5
95;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2009;3499946.0;3508554.0
96;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2010;3517162.0;3524132.5
97;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2011;3531103.0;3537520.5
98;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2012;3543938.0;3548760.0
99;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2013;3553582.0;3556432.0
100;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2014;3559282.0;3564151.5
101;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2015;3569021.0;3576360.0
102;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2016;3583699.0;3593552.5
103;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2017;3603406.0;3613340.0
104;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2018;3623274.0;3634111.5
105;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2019;3644949.0;3658164.0
106;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2020;3671379.0;3681370.5
107;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2021;3691362.0;3704257.5
108;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2022;3717153.0;3739947.5
109;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2023;3762742.0;3775836.0
110;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Oost-Nederland (LD);2024;3788930.0;
111;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1988;6882032.0;
112;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1989;6925785.0;
113;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1990;6967316.0;
114;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1991;7026830.0;
115;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1992;7089671.0;
116;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1993;7143917.0;
117;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1994;7190422.0;
118;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1995;7217981.0;7228606.0
119;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1996;7239231.0;7253267.0
120;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1997;7267303.0;7285285.5
121;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1998;7303722.0;7327471.5
122;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);1999;7351221.0;7373517.0
123;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2000;7395813.0;7422014.5
124;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2001;7448216.0;7474316.5
125;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2002;7500417.0;7522042.5
126;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2003;7543668.0;7562080.5
127;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2004;7580493.0;7594623.0
128;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2005;7608753.0;7617218.5
129;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2006;7625684.0;7632476.0
130;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2007;7639268.0;7654400.5
131;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2008;7669533.0;7694694.5
132;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2009;7719856.0;7748435.0
133;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2010;7777014.0;7803569.5
134;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2011;7830125.0;7855439.0
135;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2012;7880753.0;7897679.5
136;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2013;7914606.0;7933650.0
137;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2014;7952694.0;7979466.0
138;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2015;8006238.0;8034130.0
139;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2016;8062022.0;8093899.5
140;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2017;8125777.0;8157895.5
141;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2018;8190014.0;8221228.0
142;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2019;8252442.0;8289493.5
143;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2020;8326545.0;8343817.0
144;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2021;8361089.0;8390750.0
145;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2022;8420411.0;8478353.0
146;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2023;8536295.0;8572466.5
147;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;West-Nederland (LD);2024;8608638.0;
148;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1988;3251704.0;
149;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1989;3272226.0;
150;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1990;3293441.0;
151;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1991;3318888.0;
152;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1992;3340816.0;
153;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1993;3363488.0;
154;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1994;3384966.0;
155;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1995;3406257.0;3415175.0
156;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1996;3424093.0;3432193.0
157;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1997;3440293.0;3448745.0
158;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1998;3457197.0;3467104.0
159;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);1999;3477011.0;3487103.5
160;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2000;3497196.0;3507495.5
161;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2001;3517795.0;3526107.0
162;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2002;3534419.0;3538253.0
163;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2003;3542087.0;3544208.0
164;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2004;3546329.0;3547191.5
165;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2005;3548054.0;3547969.0
166;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2006;3547884.0;3547365.5
167;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2007;3546847.0;3547689.5
168;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2008;3548532.0;3552848.0
169;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2009;3557164.0;3562011.5
170;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2010;3566859.0;3571850.5
171;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2011;3576842.0;3581801.5
172;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2012;3586761.0;3589831.5
173;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2013;3592902.0;3596091.0
174;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2014;3599280.0;3602986.0
175;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2015;3606692.0;3610850.5
176;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2016;3615009.0;3622543.0
177;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2017;3630077.0;3637780.5
178;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2018;3645484.0;3653213.5
179;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2019;3660943.0;3670549.5
180;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2020;3680156.0;3684988.5
181;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2021;3689821.0;3700498.5
182;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2022;3711176.0;3732876.5
183;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2023;3754577.0;3766285.5
184;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Zuid-Nederland (LD);2024;3777994.0;
185;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1988;556757.0;
186;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1989;555200.0;
187;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1990;553862.0;
188;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1991;554604.0;
189;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1992;555226.0;
190;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1993;555397.0;
191;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1994;556607.0;
192;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1995;557995.0;558054.0
193;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1996;558113.0;558118.5
194;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1997;558124.0;558030.0
195;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1998;558017.0;559002.5
196;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);1999;559988.0;561317.0
197;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2000;562646.0;564567.5
198;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2001;566489.0;568484.5
199;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2002;570480.0;571738.5
200;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2003;572997.0;573690.5
201;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2004;574384.0;574728.0
202;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2005;575072.0;574557.0
203;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2006;574042.0;573828.0
204;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2007;573614.0;573536.5
205;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2008;573459.0;573775.5
206;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2009;574092.0;575380.0
207;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2010;576668.0;577852.0
208;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2011;579036.0;579955.5
209;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2012;580875.0;581290.0
210;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2013;581705.0;582216.5
211;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2014;582728.0;583335.0
212;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2015;583942.0;583831.5
213;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2016;583721.0;583651.0
214;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2017;583581.0;583262.5
215;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2018;582944.0;583467.0
216;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2019;583990.0;584928.0
217;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2020;585866.0;586401.5
218;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2021;586937.0;588553.5
219;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2022;590170.0;593122.5
220;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Groningen (PV);2023;596075.0;598711.0
