ID;GoederenVanWoninginboedels;Perioden;Wegingscoefficienten_1;Prijsindexcijfers_2
0;0;Januari   1991;100000;98.6
1;0;Februari  1991;100000;99.2
2;0;Maart     1991;100000;100.4
3;0;April     1991;100000;100.7
4;0;Mei       1991;100000;100.8
5;0;Juni      1991;100000;100.5
6;0;Juli      1991;100000;98.7
7;0;Augustus  1991;100000;99.2
8;0;September 1991;100000;101.0
9;0;Oktober   1991;100000;101.3
10;0;November  1991;100000;101.4
11;0;December  1991;100000;100.9
12;0;Jaar  1991;0;100.2
13;0;Januari   1992;100000;99.1
14;0;Februari  1992;100000;100.3
15;0;Maart     1992;100000;101.2
16;0;April     1992;100000;102.4
17;0;Mei       1992;100000;102.4
18;0;Juni      1992;100000;101.5
19;0;Juli      1992;100000;99.7
20;0;Augustus  1992;100000;100.4
21;0;September 1992;100000;102.3
22;0;Oktober   1992;100000;102.5
23;0;November  1992;100000;102.4
24;0;December  1992;100000;101.5
25;0;Jaar  1992;0;101.4
26;0;Januari   1993;100000;99.9
27;0;Februari  1993;100000;101.2
28;0;Maart     1993;100000;102.6
29;0;April     1993;100000;103.0
30;0;Mei       1993;100000;102.8
31;0;Juni      1993;100000;102.0
32;0;Juli      1993;100000;100.2
33;0;Augustus  1993;100000;101.6
34;0;September 1993;100000;103.5
35;0;Oktober   1993;100000;103.7
36;0;November  1993;100000;103.4
37;0;December  1993;100000;102.4
38;0;Jaar  1993;0;102.2
39;0;Januari   1994;100000;100.8
40;0;Februari  1994;100000;101.8
41;0;Maart     1994;100000;103.1
42;0;April     1994;100000;103.0
43;0;Mei       1994;100000;102.8
44;0;Juni      1994;100000;101.8
45;0;Juli      1994;100000;99.9
46;0;Augustus  1994;100000;100.7
47;0;September 1994;100000;102.8
48;0;Oktober   1994;100000;102.9
49;0;November  1994;100000;102.5
50;0;December  1994;100000;101.2
51;0;Jaar  1994;0;101.9
52;0;Januari   1995;100000;99.4
53;0;Februari  1995;100000;100.3
54;0;Maart     1995;100000;101.9
55;0;April     1995;100000;102.0
56;0;Mei       1995;100000;101.5
57;0;Juni      1995;100000;100.7
58;0;Juli      1995;100000;98.7
59;0;Augustus  1995;100000;99.6
60;0;September 1995;100000;101.7
61;0;Oktober   1995;100000;101.5
62;0;November  1995;100000;101.5
63;0;December  1995;100000;100.3
64;0;Jaar  1995;0;100.7
65;0;Januari   1996;100000;98.4
66;0;Februari  1996;100000;99.1
67;0;Maart     1996;100000;100.8
68;0;April     1996;100000;101.0
69;0;Mei       1996;100000;100.9
70;0;Juni      1996;100000;100.1
71;0;Juli      1996;100000;97.9
72;0;Augustus  1996;100000;98.3
73;0;September 1996;100000;100.8
74;0;Oktober   1996;100000;101.2
75;0;November  1996;100000;101.0
76;0;December  1996;100000;100.2
77;0;Jaar  1996;0;100.0
78;0;Januari   1997;100000;97.9
79;0;Februari  1997;100000;98.6
80;0;Maart     1997;100000;100.8
81;0;April     1997;100000;100.8
82;0;Mei       1997;100000;100.7
83;0;Juni      1997;100000;99.4
84;0;Juli      1997;100000;97.7
85;0;Augustus  1997;100000;98.3
86;0;September 1997;100000;100.9
87;0;Oktober   1997;100000;101.3
88;1;Januari   1991;38440;101.0
89;1;Februari  1991;38440;101.5
90;1;Maart     1991;38440;101.5
91;1;April     1991;38440;101.7
92;1;Mei       1991;38440;101.8
93;1;Juni      1991;38440;101.8
94;1;Juli      1991;38440;101.8
95;1;Augustus  1991;38440;101.9
96;1;September 1991;38440;101.9
97;1;Oktober   1991;38440;102.5
98;1;November  1991;38440;102.5
99;1;December  1991;38440;102.6
100;1;Jaar  1991;0;101.9
101;1;Januari   1992;38440;103.0
102;1;Februari  1992;38440;103.5
103;1;Maart     1992;38440;103.8
104;1;April     1992;38440;104.1
105;1;Mei       1992;38440;104.3
106;1;Juni      1992;38440;104.2
107;1;Juli      1992;38440;104.3
108;1;Augustus  1992;38440;104.3
109;1;September 1992;38440;104.3
110;1;Oktober   1992;38440;104.6
111;1;November  1992;38440;104.6
112;1;December  1992;38440;104.6
113;1;Jaar  1992;0;104.1
114;1;Januari   1993;38440;104.6
115;1;Februari  1993;38440;105.0
116;1;Maart     1993;38440;104.9
117;1;April     1993;38440;105.3
118;1;Mei       1993;38440;105.3
119;1;Juni      1993;38440;105.3
120;1;Juli      1993;38440;105.2
121;1;Augustus  1993;38440;105.3
122;1;September 1993;38440;105.4
123;1;Oktober   1993;38440;105.4
124;1;November  1993;38440;105.6
125;1;December  1993;38440;105.6
126;1;Jaar  1993;0;105.2
127;1;Januari   1994;38440;105.8
128;1;Februari  1994;38440;105.9
129;1;Maart     1994;38440;105.9
130;1;April     1994;38440;105.6
131;1;Mei       1994;38440;105.5
132;1;Juni      1994;38440;105.4
133;1;Juli      1994;38440;105.3
134;1;Augustus  1994;38440;105.2
135;1;September 1994;38440;105.3
136;1;Oktober   1994;38440;105.4
137;1;November  1994;38440;105.4
138;1;December  1994;38440;105.5
139;1;Jaar  1994;0;105.5
140;1;Januari   1995;38440;105.4
141;1;Februari  1995;38440;105.7
142;1;Maart     1995;38440;105.8
143;1;April     1995;38440;105.7
144;1;Mei       1995;38440;105.7
145;1;Juni      1995;38440;105.6
146;1;Juli      1995;38440;105.5
147;1;Augustus  1995;38440;105.5
148;1;September 1995;38440;105.4
149;1;Oktober   1995;38440;105.3
150;1;November  1995;38440;105.3
151;1;December  1995;38440;105.3
152;1;Jaar  1995;0;105.5
153;1;Januari   1996;38440;105.2
154;1;Februari  1996;38440;105.3
155;1;Maart     1996;38440;105.2
156;1;April     1996;38440;105.4
157;1;Mei       1996;38440;105.5
158;1;Juni      1996;38440;105.1
159;1;Juli      1996;38440;105.3
160;1;Augustus  1996;38440;105.4
161;1;September 1996;38440;105.5
162;1;Oktober   1996;38440;105.6
163;1;November  1996;38440;105.6
164;1;December  1996;38440;105.7
165;1;Jaar  1996;0;105.4
166;1;Januari   1997;38440;105.5
167;1;Februari  1997;38440;105.6
168;1;Maart     1997;38440;105.4
169;1;April     1997;38440;105.4
170;1;Mei       1997;38440;105.5
171;1;Juni      1997;38440;105.3
172;1;Juli      1997;38440;105.5
173;1;Augustus  1997;38440;105.6
174;1;September 1997;38440;105.5
175;1;Oktober   1997;38440;106.1
176;10;Januari   1991;20890;101.2
177;10;Februari  1991;20890;101.8
178;10;Maart     1991;20890;101.7
179;10;April     1991;20890;102.0
180;10;Mei       1991;20890;102.0
181;10;Juni      1991;20890;102.0
182;10;Juli      1991;20890;101.9
183;10;Augustus  1991;20890;101.9
184;10;September 1991;20890;101.9
185;10;Oktober   1991;20890;102.9
186;10;November  1991;20890;102.9
187;10;December  1991;20890;102.9
188;10;Jaar  1991;0;102.1
189;10;Januari   1992;20890;103.2
190;10;Februari  1992;20890;104.0
191;10;Maart     1992;20890;104.3
192;10;April     1992;20890;104.8
193;10;Mei       1992;20890;104.8
194;10;Juni      1992;20890;104.8
195;10;Juli      1992;20890;104.8
196;10;Augustus  1992;20890;104.7
197;10;September 1992;20890;104.7
198;10;Oktober   1992;20890;105.0
199;10;November  1992;20890;105.0
200;10;December  1992;20890;105.0
201;10;Jaar  1992;0;104.6
202;10;Januari   1993;20890;104.9
203;10;Februari  1993;20890;105.3
204;10;Maart     1993;20890;105.0
205;10;April     1993;20890;105.7
206;10;Mei       1993;20890;105.6
207;10;Juni      1993;20890;105.6
208;10;Juli      1993;20890;105.2
209;10;Augustus  1993;20890;105.4
210;10;September 1993;20890;105.5
211;10;Oktober   1993;20890;105.5
212;10;November  1993;20890;105.5
213;10;December  1993;20890;105.5
214;10;Jaar  1993;0;105.4
215;10;Januari   1994;20890;105.8
216;10;Februari  1994;20890;105.8
217;10;Maart     1994;20890;105.8
218;10;April     1994;20890;105.4
219;10;Mei       1994;20890;105.4
220;10;Juni      1994;20890;105.4
221;10;Juli      1994;20890;105.2
222;10;Augustus  1994;20890;105.2
223;10;September 1994;20890;105.2
224;10;Oktober   1994;20890;105.4
225;10;November  1994;20890;105.4
226;10;December  1994;20890;105.4
227;10;Jaar  1994;0;105.5
228;10;Januari   1995;20890;105.3
229;10;Februari  1995;20890;105.7
230;10;Maart     1995;20890;105.7
231;10;April     1995;20890;105.5
232;10;Mei       1995;20890;105.5
233;10;Juni      1995;20890;105.5
234;10;Juli      1995;20890;105.2
235;10;Augustus  1995;20890;105.3
236;10;September 1995;20890;105.2
237;10;Oktober   1995;20890;104.9
238;10;November  1995;20890;104.9
239;10;December  1995;20890;104.9
240;10;Jaar  1995;0;105.3
241;10;Januari   1996;20890;105.0
242;10;Februari  1996;20890;105.3
243;10;Maart     1996;20890;105.3
244;10;April     1996;20890;105.6
245;10;Mei       1996;20890;105.6
246;10;Juni      1996;20890;105.5
247;10;Juli      1996;20890;105.9
248;10;Augustus  1996;20890;106.1
249;10;September 1996;20890;106.2
250;10;Oktober   1996;20890;106.3
251;10;November  1996;20890;106.2
252;10;December  1996;20890;106.2
253;10;Jaar  1996;0;105.8
254;10;Januari   1997;20890;106.0
255;10;Februari  1997;20890;106.0
256;10;Maart     1997;20890;106.0
257;10;April     1997;20890;106.1
258;10;Mei       1997;20890;106.0
259;10;Juni      1997;20890;106.0
260;10;Juli      1997;20890;106.4
261;10;Augustus  1997;20890;106.7
262;10;September 1997;20890;106.5
263;10;Oktober   1997;20890;107.3
264;12;Januari   1991;12850;101.0
265;12;Februari  1991;12850;101.4
266;12;Maart     1991;12850;101.7
267;12;April     1991;12850;101.9
268;12;Mei       1991;12850;102.0
269;12;Juni      1991;12850;102.1
270;12;Juli      1991;12850;102.1
271;12;Augustus  1991;12850;102.3
272;12;September 1991;12850;102.4
273;12;Oktober   1991;12850;102.6
274;12;November  1991;12850;102.7
275;12;December  1991;12850;102.8
276;12;Jaar  1991;0;102.1
277;12;Januari   1992;12850;103.2
278;12;Februari  1992;12850;103.4
279;12;Maart     1992;12850;103.8
280;12;April     1992;12850;103.9
281;12;Mei       1992;12850;104.2
282;12;Juni      1992;12850;104.2
283;12;Juli      1992;12850;104.1
284;12;Augustus  1992;12850;104.3
285;12;September 1992;12850;104.5
286;12;Oktober   1992;12850;104.8
287;12;November  1992;12850;104.8
288;12;December  1992;12850;104.9
289;12;Jaar  1992;0;104.2
290;12;Januari   1993;12850;105.0
291;12;Februari  1993;12850;105.3
292;12;Maart     1993;12850;105.3
293;12;April     1993;12850;105.4
294;12;Mei       1993;12850;105.4
295;12;Juni      1993;12850;105.5
296;12;Juli      1993;12850;105.6
297;12;Augustus  1993;12850;105.8
298;12;September 1993;12850;105.9
299;12;Oktober   1993;12850;106.0
300;12;November  1993;12850;106.2
301;12;December  1993;12850;106.3
302;12;Jaar  1993;0;105.6
303;12;Januari   1994;12850;106.4
304;12;Februari  1994;12850;106.6
305;12;Maart     1994;12850;106.6
306;12;April     1994;12850;106.4
307;12;Mei       1994;12850;106.2
308;12;Juni      1994;12850;106.1
309;12;Juli      1994;12850;105.9
310;12;Augustus  1994;12850;105.7
311;12;September 1994;12850;105.8
312;12;Oktober   1994;12850;105.8
313;12;November  1994;12850;105.8
314;12;December  1994;12850;106.1
315;12;Jaar  1994;0;106.1
316;12;Januari   1995;12850;106.4
317;12;Februari  1995;12850;106.5
318;12;Maart     1995;12850;106.7
319;12;April     1995;12850;106.8
320;12;Mei       1995;12850;106.9
321;12;Juni      1995;12850;106.8
322;12;Juli      1995;12850;106.7
323;12;Augustus  1995;12850;106.8
324;12;September 1995;12850;106.9
325;12;Oktober   1995;12850;107.0
326;12;November  1995;12850;106.8
327;12;December  1995;12850;106.8
328;12;Jaar  1995;0;106.8
329;12;Januari   1996;12850;106.6
330;12;Februari  1996;12850;106.4
331;12;Maart     1996;12850;106.4
332;12;April     1996;12850;106.4
333;12;Mei       1996;12850;106.5
334;12;Juni      1996;12850;106.1
335;12;Juli      1996;12850;106.1
336;12;Augustus  1996;12850;105.9
337;12;September 1996;12850;105.9
338;12;Oktober   1996;12850;106.1
339;12;November  1996;12850;106.2
340;12;December  1996;12850;106.3
341;12;Jaar  1996;0;106.2
342;12;Januari   1997;12850;106.4
343;12;Februari  1997;12850;106.6
344;12;Maart     1997;12850;105.9
345;12;April     1997;12850;105.9
346;12;Mei       1997;12850;106.0
347;12;Juni      1997;12850;105.9
348;12;Juli      1997;12850;105.9
349;12;Augustus  1997;12850;105.9
350;12;September 1997;12850;105.7
351;12;Oktober   1997;12850;106.2
352;14;Januari   1991;4700;100.3
353;14;Februari  1991;4700;100.3
354;14;Maart     1991;4700;99.7
355;14;April     1991;4700;99.7
356;14;Mei       1991;4700;100.5
357;14;Juni      1991;4700;100.5
358;14;Juli      1991;4700;100.3
359;14;Augustus  1991;4700;100.5
360;14;September 1991;4700;100.4
361;14;Oktober   1991;4700;100.4
362;14;November  1991;4700;100.6
363;14;December  1991;4700;100.5
364;14;Jaar  1991;0;100.3
365;14;Januari   1992;4700;101.6
366;14;Februari  1992;4700;101.8
367;14;Maart     1992;4700;101.7
368;14;April     1992;4700;101.6
369;14;Mei       1992;4700;102.1
370;14;Juni      1992;4700;101.8
371;14;Juli      1992;4700;102.2
372;14;Augustus  1992;4700;102.3
373;14;September 1992;4700;102.2
374;14;Oktober   1992;4700;102.2
375;14;November  1992;4700;102.5
376;14;December  1992;4700;102.5
377;14;Jaar  1992;0;102.0
378;14;Januari   1993;4700;102.4
379;14;Februari  1993;4700;103.1
380;14;Maart     1993;4700;103.2
381;14;April     1993;4700;103.2
382;14;Mei       1993;4700;103.7
383;14;Juni      1993;4700;103.8
384;14;Juli      1993;4700;103.6
385;14;Augustus  1993;4700;103.8
386;14;September 1993;4700;104.0
387;14;Oktober   1993;4700;104.0
388;14;November  1993;4700;104.1
389;14;December  1993;4700;104.2
390;14;Jaar  1993;0;103.6
391;14;Januari   1994;4700;103.9
392;14;Februari  1994;4700;103.9
393;14;Maart     1994;4700;103.9
394;14;April     1994;4700;103.9
395;14;Mei       1994;4700;104.0
396;14;Juni      1994;4700;103.9
397;14;Juli      1994;4700;103.9
398;14;Augustus  1994;4700;103.8
399;14;September 1994;4700;103.9
400;14;Oktober   1994;4700;103.9
401;14;November  1994;4700;104.0
402;14;December  1994;4700;104.0
403;14;Jaar  1994;0;103.9
404;14;Januari   1995;4700;103.3
405;14;Februari  1995;4700;103.3
406;14;Maart     1995;4700;103.4
407;14;April     1995;4700;103.4
408;14;Mei       1995;4700;103.5
409;14;Juni      1995;4700;103.1
410;14;Juli      1995;4700;103.0
411;14;Augustus  1995;4700;103.0
412;14;September 1995;4700;102.5
413;14;Oktober   1995;4700;102.5
414;14;November  1995;4700;102.6
415;14;December  1995;4700;102.5
416;14;Jaar  1995;0;103.0
417;14;Januari   1996;4700;102.1
418;14;Februari  1996;4700;102.1
419;14;Maart     1996;4700;101.7
420;14;April     1996;4700;101.7
421;14;Mei       1996;4700;102.1
422;14;Juni      1996;4700;100.7
423;14;Juli      1996;4700;100.7
424;14;Augustus  1996;4700;100.8
425;14;September 1996;4700;101.3
426;14;Oktober   1996;4700;101.3
427;14;November  1996;4700;101.3
428;14;December  1996;4700;101.7
429;14;Jaar  1996;0;101.5
430;14;Januari   1997;4700;101.3
431;14;Februari  1997;4700;101.3
432;14;Maart     1997;4700;101.3
433;14;April     1997;4700;101.3
434;14;Mei       1997;4700;101.7
435;14;Juni      1997;4700;100.7
436;14;Juli      1997;4700;100.4
437;14;Augustus  1997;4700;100.4
438;14;September 1997;4700;100.7
439;14;Oktober   1997;4700;100.7
440;2;Januari   1991;9990;101.5
441;2;Februari  1991;9990;101.6
442;2;Maart     1991;9990;102.1
443;2;April     1991;9990;102.2
444;2;Mei       1991;9990;103.2
445;2;Juni      1991;9990;103.4
446;2;Juli      1991;9990;102.9
447;2;Augustus  1991;9990;103.1
448;2;September 1991;9990;103.5
449;2;Oktober   1991;9990;103.7
450;2;November  1991;9990;104.0
451;2;December  1991;9990;104.1
452;2;Jaar  1991;0;102.9
453;2;Januari   1992;9990;104.1
454;2;Februari  1992;9990;104.3
455;2;Maart     1992;9990;104.6
456;2;April     1992;9990;104.9
457;2;Mei       1992;9990;106.0
458;2;Juni      1992;9990;105.8
459;2;Juli      1992;9990;106.0
460;2;Augustus  1992;9990;106.0
461;2;September 1992;9990;106.2
462;2;Oktober   1992;9990;106.2
463;2;November  1992;9990;106.6
464;2;December  1992;9990;106.6
465;2;Jaar  1992;0;105.6
466;2;Januari   1993;9990;106.8
467;2;Februari  1993;9990;106.7
468;2;Maart     1993;9990;106.9
469;2;April     1993;9990;107.1
470;2;Mei       1993;9990;107.0
471;2;Juni      1993;9990;106.7
472;2;Juli      1993;9990;106.8
473;2;Augustus  1993;9990;107.2
474;2;September 1993;9990;106.8
475;2;Oktober   1993;9990;106.6
476;2;November  1993;9990;107.1
477;2;December  1993;9990;107.0
478;2;Jaar  1993;0;106.9
479;2;Januari   1994;9990;106.5
480;2;Februari  1994;9990;106.5
481;2;Maart     1994;9990;106.8
482;2;April     1994;9990;106.2
483;2;Mei       1994;9990;106.9
484;2;Juni      1994;9990;106.7
485;2;Juli      1994;9990;106.5
486;2;Augustus  1994;9990;106.0
487;2;September 1994;9990;106.3
488;2;Oktober   1994;9990;105.9
489;2;November  1994;9990;105.9
490;2;December  1994;9990;105.7
491;2;Jaar  1994;0;106.3
492;2;Januari   1995;9990;105.7
493;2;Februari  1995;9990;106.0
494;2;Maart     1995;9990;106.1
495;2;April     1995;9990;106.1
496;2;Mei       1995;9990;106.2
497;2;Juni      1995;9990;106.0
498;2;Juli      1995;9990;105.5
499;2;Augustus  1995;9990;105.2
500;2;September 1995;9990;105.3
501;2;Oktober   1995;9990;105.3
502;2;November  1995;9990;105.3
503;2;December  1995;9990;105.2
504;2;Jaar  1995;0;105.7
505;2;Januari   1996;9990;105.3
506;2;Februari  1996;9990;105.1
507;2;Maart     1996;9990;105.2
508;2;April     1996;9990;105.0
509;2;Mei       1996;9990;105.1
510;2;Juni      1996;9990;104.4
511;2;Juli      1996;9990;104.4
512;2;Augustus  1996;9990;103.6
513;2;September 1996;9990;103.6
514;2;Oktober   1996;9990;103.5
515;2;November  1996;9990;103.5
516;2;December  1996;9990;103.2
517;2;Jaar  1996;0;104.3
518;2;Januari   1997;9990;103.1
519;2;Februari  1997;9990;103.1
520;2;Maart     1997;9990;103.3
521;2;April     1997;9990;103.3
522;2;Mei       1997;9990;103.4
523;2;Juni      1997;9990;102.9
524;2;Juli      1997;9990;102.6
525;2;Augustus  1997;9990;102.6
526;2;September 1997;9990;102.8
527;2;Oktober   1997;9990;102.7
528;20;Januari   1991;5470;100.8
529;20;Februari  1991;5470;100.8
530;20;Maart     1991;5470;100.9
531;20;April     1991;5470;101.4
532;20;Mei       1991;5470;101.6
533;20;Juni      1991;5470;101.7
534;20;Juli      1991;5470;101.8
535;20;Augustus  1991;5470;101.9
536;20;September 1991;5470;102.1
537;20;Oktober   1991;5470;102.1
538;20;November  1991;5470;102.2
539;20;December  1991;5470;102.2
540;20;Jaar  1991;0;101.6
541;20;Januari   1992;5470;102.2
542;20;Februari  1992;5470;102.2
543;20;Maart     1992;5470;102.3
544;20;April     1992;5470;102.7
545;20;Mei       1992;5470;102.7
546;20;Juni      1992;5470;102.8
547;20;Juli      1992;5470;102.9
548;20;Augustus  1992;5470;102.9
549;20;September 1992;5470;102.7
550;20;Oktober   1992;5470;102.8
551;20;November  1992;5470;102.7
552;20;December  1992;5470;103.2
553;20;Jaar  1992;0;102.7
554;20;Januari   1993;5470;103.3
555;20;Februari  1993;5470;103.2
556;20;Maart     1993;5470;103.2
557;20;April     1993;5470;103.3
558;20;Mei       1993;5470;103.1
559;20;Juni      1993;5470;102.9
560;20;Juli      1993;5470;102.8
561;20;Augustus  1993;5470;103.1
562;20;September 1993;5470;102.8
563;20;Oktober   1993;5470;102.5
564;20;November  1993;5470;102.0
565;20;December  1993;5470;101.5
566;20;Jaar  1993;0;102.8
567;20;Januari   1994;5470;100.6
568;20;Februari  1994;5470;100.4
569;20;Maart     1994;5470;100.3
570;20;April     1994;5470;100.0
571;20;Mei       1994;5470;99.9
572;20;Juni      1994;5470;100.3
573;20;Juli      1994;5470;100.1
574;20;Augustus  1994;5470;99.6
575;20;September 1994;5470;99.4
576;20;Oktober   1994;5470;99.1
577;20;November  1994;5470;99.0
578;20;December  1994;5470;98.5
579;20;Jaar  1994;0;99.8
580;20;Januari   1995;5470;98.3
581;20;Februari  1995;5470;98.3
582;20;Maart     1995;5470;98.6
583;20;April     1995;5470;98.4
584;20;Mei       1995;5470;98.2
585;20;Juni      1995;5470;98.1
586;20;Juli      1995;5470;97.9
587;20;Augustus  1995;5470;97.8
588;20;September 1995;5470;97.5
589;20;Oktober   1995;5470;97.4
590;20;November  1995;5470;97.3
591;20;December  1995;5470;97.0
592;20;Jaar  1995;0;97.9
593;20;Januari   1996;5470;96.4
594;20;Februari  1996;5470;96.5
595;20;Maart     1996;5470;96.4
596;20;April     1996;5470;96.2
597;20;Mei       1996;5470;96.0
598;20;Juni      1996;5470;95.4
599;20;Juli      1996;5470;95.3
600;20;Augustus  1996;5470;94.1
601;20;September 1996;5470;94.0
602;20;Oktober   1996;5470;94.0
603;20;November  1996;5470;93.5
604;20;December  1996;5470;93.4
605;20;Jaar  1996;0;95.1
606;20;Januari   1997;5470;92.8
607;20;Februari  1997;5470;92.8
608;20;Maart     1997;5470;92.9
609;20;April     1997;5470;92.8
610;20;Mei       1997;5470;92.7
611;20;Juni      1997;5470;92.1
612;20;Juli      1997;5470;92.0
613;20;Augustus  1997;5470;92.0
614;20;September 1997;5470;92.1
615;20;Oktober   1997;5470;92.0
