ID;KenmerkenLedenVakvereniging;Perioden;TotaalAantalLedenBinnenBuitenland_1;FNV_2;CNV_3;MHP_4;OverigeVakverenigingen_5;TotaalAantalLedenBinnenBuitenland_6;FNV_7;CNV_8;MHP_9;OverigeVakverenigingen_10
0;Totaal aantal leden binnen/buitenland;1999;1935.3;1232.6;361.0;218.6;123.1;100.0;63.7;18.7;11.3;6.4
1;Totaal aantal leden binnen/buitenland;2001;1918.7;1222.7;355.5;215.2;125.3;100.0;63.7;18.5;11.2;6.5
2;Totaal aantal leden binnen/buitenland;2003;1920.7;1205.2;355.5;169.1;190.9;100.0;62.8;18.5;8.8;9.9
3;Totaal aantal leden binnen/buitenland;2005;1898.7;1194.2;346.8;159.1;198.6;100.0;62.9;18.3;8.4;10.5
4;Totaal aantal leden binnen/buitenland;2006;1865.9;1171.1;341.7;160.8;192.3;100.0;62.8;18.3;8.6;10.3
5;Totaal aantal leden binnen/buitenland;2007;1878.2;1181.8;335.2;167.5;193.6;100.0;62.9;17.8;8.9;10.3
6;Totaal aantal leden binnen/buitenland;2008;1898.0;1192.0;333.9;169.2;202.9;100.0;62.8;17.6;8.9;10.7
7;Totaal aantal leden binnen/buitenland;2009;1887.0;1196.8;336.4;135.2;218.5;100.0;63.4;17.8;7.2;11.6
8;Leden, man/vrouw, alle leeftijden;1999;1935.3;1232.6;361.0;218.6;123.1;100.0;63.7;18.7;11.3;6.4
9;Leden, man/vrouw, alle leeftijden;2001;1918.7;1222.7;355.5;215.2;125.3;100.0;63.7;18.5;11.2;6.5
10;Leden, man/vrouw, alle leeftijden;2003;1920.7;1205.2;355.5;169.1;190.9;100.0;62.8;18.5;8.8;9.9
11;Leden, man/vrouw, alle leeftijden;2005;1898.7;1194.2;346.8;159.1;198.6;100.0;62.9;18.3;8.4;10.5
12;Leden, man/vrouw, alle leeftijden;2006;1865.9;1171.1;341.7;160.8;192.3;100.0;62.8;18.3;8.6;10.3
13;Leden, man/vrouw, alle leeftijden;2007;1878.2;1181.8;335.2;167.5;193.6;100.0;62.9;17.8;8.9;10.3
14;Leden, man/vrouw, alle leeftijden;2008;1898.0;1192.0;333.9;169.2;202.9;100.0;62.8;17.6;8.9;10.7
15;Leden, man/vrouw, alle leeftijden;2009;1887.0;1196.8;336.4;135.2;218.5;100.0;63.4;17.8;7.2;11.6
16;Leden, man/vrouw, < 25 jaar;1999;117.2;71.0;24.6;10.7;10.9;100.0;60.6;21.0;9.2;9.3
17;Leden, man/vrouw, < 25 jaar;2001;111.0;65.5;22.8;11.8;11.0;100.0;58.9;20.5;10.6;9.9
18;Leden, man/vrouw, < 25 jaar;2003;106.6;56.7;23.8;5.0;21.1;100.0;53.2;22.4;4.7;19.8
19;Leden, man/vrouw, < 25 jaar;2005;99.7;53.9;18.5;4.9;22.4;100.0;54.1;18.5;4.9;22.4
20;Leden, man/vrouw, < 25 jaar;2006;90.8;48.3;17.7;5.1;19.7;100.0;53.2;19.5;5.6;21.7
21;Leden, man/vrouw, < 25 jaar;2007;82.5;44.9;16.6;5.2;15.7;100.0;54.5;20.2;6.3;19.0
22;Leden, man/vrouw, < 25 jaar;2008;78.0;41.2;14.6;4.7;17.5;100.0;52.8;18.7;6.7;22.4
23;Leden, man/vrouw, < 25 jaar;2009;73.5;42.4;13.6;3.6;14.0;100.0;57.7;18.4;4.8;19.1
24;Leden, man/vrouw, 25 tot 65 jaar;1999;1635.9;1052.5;291.8;188.3;103.3;100.0;64.3;17.8;11.5;6.3
25;Leden, man/vrouw, 25 tot 65 jaar;2001;1618.0;1044.7;286.7;183.0;103.6;100.0;64.6;17.7;11.3;6.4
26;Leden, man/vrouw, 25 tot 65 jaar;2003;1616.4;1032.9;282.6;143.7;157.1;100.0;63.9;17.5;8.9;9.7
27;Leden, man/vrouw, 25 tot 65 jaar;2005;1584.5;1013.4;275.4;133.3;162.4;100.0;64.0;17.4;8.4;10.2
28;Leden, man/vrouw, 25 tot 65 jaar;2006;1560.5;994.4;271.9;134.4;159.7;100.0;63.7;17.4;8.6;10.2
29;Leden, man/vrouw, 25 tot 65 jaar;2007;1575.7;1001.7;267.2;142.2;164.7;100.0;63.6;17.0;9.0;10.4
30;Leden, man/vrouw, 25 tot 65 jaar;2008;1587.3;1007.8;265.1;144.1;170.3;100.0;63.5;16.7;9.1;10.7
31;Leden, man/vrouw, 25 tot 65 jaar;2009;1569.2;1005.9;266.4;110.6;186.3;100.0;64.1;17.0;7.1;11.9
32;Leden, man/vrouw, 25 tot 45 jaar;1999;;540.0;143.2;;;;;;;
33;Leden, man/vrouw, 25 tot 45 jaar;2001;;515.5;133.7;;;;;;;
34;Leden, man/vrouw, 25 tot 45 jaar;2003;;473.9;126.6;;;;;;;
35;Leden, man/vrouw, 25 tot 45 jaar;2005;699.8;439.2;115.6;53.2;91.7;100.0;62.8;16.5;7.6;13.1
36;Leden, man/vrouw, 25 tot 45 jaar;2006;661.5;408.4;111.7;53.2;88.2;100.0;61.7;16.9;8.0;13.3
37;Leden, man/vrouw, 25 tot 45 jaar;2007;656.3;400.8;107.2;58.5;89.9;100.0;61.1;16.3;8.9;13.7
38;Leden, man/vrouw, 25 tot 45 jaar;2008;656.0;402.0;103.7;58.2;92.2;100.0;61.3;15.8;8.9;14.1
39;Leden, man/vrouw, 25 tot 45 jaar;2009;615.1;379.7;103.1;37.8;94.5;100.0;61.7;16.8;6.2;15.4
40;Leden, man/vrouw, 45 tot 65 jaar;1999;;512.5;148.6;;;;;;;
41;Leden, man/vrouw, 45 tot 65 jaar;2001;;529.2;153.0;;;;;;;
42;Leden, man/vrouw, 45 tot 65 jaar;2003;;559.0;156.0;;;;;;;
43;Leden, man/vrouw, 45 tot 65 jaar;2005;884.7;574.2;159.7;80.1;70.7;100.0;64.9;18.1;9.1;8.0
44;Leden, man/vrouw, 45 tot 65 jaar;2006;898.9;586.0;160.2;81.2;71.5;100.0;65.2;17.8;9.0;8.0
45;Leden, man/vrouw, 45 tot 65 jaar;2007;919.4;600.9;160.0;83.7;74.8;100.0;65.4;17.4;9.1;8.1
46;Leden, man/vrouw, 45 tot 65 jaar;2008;931.3;605.8;161.4;85.9;78.2;100.0;65.1;17.3;9.2;8.4
47;Leden, man/vrouw, 45 tot 65 jaar;2009;954.1;626.2;163.3;72.8;91.8;100.0;65.6;17.1;7.6;9.6
48;Leden, man/vrouw, >= 65 jaar;1999;182.2;109.2;44.6;19.5;9.0;100.0;59.9;24.5;10.7;4.9
49;Leden, man/vrouw, >= 65 jaar;2001;189.5;112.5;46.0;20.3;10.7;100.0;59.4;24.3;10.7;5.6
50;Leden, man/vrouw, >= 65 jaar;2003;197.7;115.6;49.0;20.4;12.7;100.0;58.5;24.8;10.3;6.4
51;Leden, man/vrouw, >= 65 jaar;2005;214.5;126.9;53.0;20.8;13.8;100.0;59.1;24.7;9.7;6.5
52;Leden, man/vrouw, >= 65 jaar;2006;214.7;128.4;52.1;21.3;12.9;100.0;59.8;24.3;9.9;6.0
53;Leden, man/vrouw, >= 65 jaar;2007;220.0;135.2;51.4;20.1;13.3;100.0;61.5;23.3;9.1;6.0
54;Leden, man/vrouw, >= 65 jaar;2008;232.7;143.0;54.2;20.4;15.1;100.0;61.4;23.3;8.8;6.5
55;Leden, man/vrouw, >= 65 jaar;2009;244.3;148.5;56.5;21.0;18.2;100.0;60.8;23.1;8.6;7.5
56;Mannen, alle leeftijden;1999;1417.6;896.7;270.3;164.8;85.7;100.0;63.3;19.1;11.6;6.0
57;Mannen, alle leeftijden;2001;1379.1;880.3;262.2;147.6;89.1;100.0;63.8;19.0;10.7;6.5
58;Mannen, alle leeftijden;2003;1361.4;853.2;259.9;132.4;115.9;100.0;62.7;19.1;9.7;8.5
59;Mannen, alle leeftijden;2005;1314.1;827.5;249.1;118.3;119.2;100.0;63.0;19.0;9.0;9.1
60;Mannen, alle leeftijden;2006;1281.1;806.3;244.0;116.9;114.0;100.0;62.9;19.0;9.1;8.9
61;Mannen, alle leeftijden;2007;1270.6;807.3;237.0;113.0;113.2;100.0;63.5;18.7;8.9;8.9
62;Mannen, alle leeftijden;2008;1276.1;809.5;234.8;112.1;119.6;100.0;63.4;18.4;8.8;9.4
63;Mannen, alle leeftijden;2009;1263.5;804.6;233.9;97.1;128.0;100.0;63.7;18.5;7.7;10.1
64;Mannen, < 25 jaar;1999;76.2;45.4;16.3;6.7;7.8;100.0;59.5;21.4;8.8;10.3
65;Mannen, < 25 jaar;2001;72.4;42.2;15.4;6.2;8.6;100.0;58.3;21.3;8.6;11.8
66;Mannen, < 25 jaar;2003;68.4;37.3;16.4;2.9;11.8;100.0;54.4;24.0;4.2;17.3
67;Mannen, < 25 jaar;2005;60.4;33.8;12.4;2.3;11.9;100.0;55.9;20.5;3.9;19.7
68;Mannen, < 25 jaar;2006;55.8;31.1;11.9;2.4;10.5;100.0;55.7;21.3;4.2;18.8
69;Mannen, < 25 jaar;2007;50.4;28.7;11.0;2.4;8.2;100.0;56.9;21.9;4.9;16.3
70;Mannen, < 25 jaar;2008;48.0;26.1;10.4;2.2;9.3;100.0;54.4;21.7;4.6;19.3
71;Mannen, < 25 jaar;2009;46.6;26.5;9.5;1.9;8.6;100.0;56.9;20.4;4.1;18.5
72;Mannen, 25 tot 65 jaar;1999;1180.4;753.3;216.4;140.8;70.0;100.0;63.8;18.3;11.9;5.9
73;Mannen, 25 tot 65 jaar;2001;1140.5;737.6;207.9;123.5;71.6;100.0;64.7;18.2;10.8;6.3
74;Mannen, 25 tot 65 jaar;2003;1119.5;713.6;202.0;111.0;92.9;100.0;63.7;18.0;9.9;8.3
75;Mannen, 25 tot 65 jaar;2005;1068.2;683.1;192.1;97.3;95.7;100.0;63.9;18.0;9.1;9.0
76;Mannen, 25 tot 65 jaar;2006;1040.1;663.6;188.4;95.4;92.7;100.0;63.8;18.1;9.2;8.9
77;Mannen, 25 tot 65 jaar;2007;1032.3;663.0;183.0;92.5;93.8;100.0;64.2;17.7;9.0;9.1
78;Mannen, 25 tot 65 jaar;2008;1030.9;662.1;179.1;91.7;98.1;100.0;64.2;17.4;8.9;9.5
79;Mannen, 25 tot 65 jaar;2009;1012.6;653.4;177.4;76.4;105.4;100.0;64.5;17.5;7.5;10.4
80;Mannen, 25 tot 45 jaar;1999;;361.3;98.7;;;;;;;
81;Mannen, 25 tot 45 jaar;2001;;338.4;89.3;;;;;;;
82;Mannen, 25 tot 45 jaar;2003;;304.3;82.6;;;;;;;
83;Mannen, 25 tot 45 jaar;2005;427.7;274.0;73.7;33.5;46.4;100.0;64.1;17.2;7.8;10.9
84;Mannen, 25 tot 45 jaar;2006;398.1;252.6;70.0;32.1;43.4;100.0;63.5;17.6;8.1;10.9
85;Mannen, 25 tot 45 jaar;2007;388.5;247.3;66.0;31.8;43.5;100.0;63.6;17.0;8.2;11.2
86;Mannen, 25 tot 45 jaar;2008;385.0;245.8;62.8;30.8;45.5;100.0;63.9;16.3;8.0;11.8
87;Mannen, 25 tot 45 jaar;2009;360.7;230.9;61.7;22.0;46.0;100.0;64.0;17.1;6.1;12.8
88;Mannen, 45 tot 65 jaar;1999;;392.0;117.7;;;;;;;
89;Mannen, 45 tot 65 jaar;2001;;399.2;118.6;;;;;;;
90;Mannen, 45 tot 65 jaar;2003;;409.3;119.4;;;;;;;
91;Mannen, 45 tot 65 jaar;2005;640.5;409.1;118.4;63.8;49.3;100.0;63.9;18.5;10.0;7.7
92;Mannen, 45 tot 65 jaar;2006;642.0;411.0;118.4;63.3;49.3;100.0;64.0;18.4;9.9;7.7
93;Mannen, 45 tot 65 jaar;2007;643.8;415.8;117.0;60.8;50.2;100.0;64.6;18.2;9.4;7.8
94;Mannen, 45 tot 65 jaar;2008;645.9;416.2;116.2;60.9;52.6;100.0;64.4;18.0;9.4;8.1
95;Mannen, 45 tot 65 jaar;2009;651.9;422.4;115.7;54.4;59.4;100.0;64.8;17.7;8.3;9.1
96;Mannen, >= 65 jaar;1999;161.0;98.1;37.7;17.4;7.9;100.0;60.9;23.4;10.8;4.9
97;Mannen, >= 65 jaar;2001;166.1;100.4;38.9;17.9;8.9;100.0;60.5;23.4;10.8;5.4
98;Mannen, >= 65 jaar;2003;173.5;102.4;41.5;18.5;11.1;100.0;59.0;23.9;10.7;6.4
99;Mannen, >= 65 jaar;2005;185.5;110.6;44.6;18.7;11.6;100.0;59.6;24.1;10.1;6.2
100;Mannen, >= 65 jaar;2006;185.3;111.7;43.6;19.1;10.8;100.0;60.3;23.6;10.3;5.9
101;Mannen, >= 65 jaar;2007;187.9;115.6;43.0;18.0;11.2;100.0;61.5;22.9;9.6;6.0
102;Mannen, >= 65 jaar;2008;197.1;121.3;45.4;18.2;12.3;100.0;61.5;23.0;9.2;6.2
103;Mannen, >= 65 jaar;2009;204.4;124.7;46.9;18.7;14.0;100.0;61.0;23.0;9.2;6.8
104;Vrouwen, alle leeftijden;1999;517.7;335.9;90.7;53.7;37.4;100.0;64.9;17.5;10.4;7.2
105;Vrouwen, alle leeftijden;2001;539.6;342.4;93.4;67.6;36.3;100.0;63.4;17.3;12.5;6.7
106;Vrouwen, alle leeftijden;2003;559.2;352.0;95.6;36.6;75.0;100.0;62.9;17.1;6.6;13.4
107;Vrouwen, alle leeftijden;2005;584.6;366.7;97.7;40.7;79.4;100.0;62.7;16.7;7.0;13.6
108;Vrouwen, alle leeftijden;2006;584.8;364.8;97.7;44.0;78.3;100.0;62.4;16.7;7.5;13.4
109;Vrouwen, alle leeftijden;2007;607.6;374.5;98.2;54.5;80.4;100.0;61.6;16.2;9.0;13.2
110;Vrouwen, alle leeftijden;2008;621.9;382.5;99.1;57.1;83.3;100.0;61.5;15.9;9.2;13.4
111;Vrouwen, alle leeftijden;2009;623.4;392.1;102.6;38.2;90.6;100.0;62.9;16.5;6.1;14.5
112;Vrouwen, < 25 jaar;1999;41.0;25.6;8.3;4.0;3.0;100.0;62.5;20.3;9.8;7.4
113;Vrouwen, < 25 jaar;2001;38.7;23.3;7.3;5.0;2.5;100.0;60.2;18.9;14.5;6.4
114;Vrouwen, < 25 jaar;2003;38.3;19.5;7.4;2.1;9.3;100.0;51.0;19.3;5.4;24.2
115;Vrouwen, < 25 jaar;2005;39.3;20.1;6.1;2.6;10.5;100.0;51.2;15.5;6.6;26.7
116;Vrouwen, < 25 jaar;2006;35.0;17.2;5.8;2.7;9.2;100.0;49.2;16.5;7.8;26.4
117;Vrouwen, < 25 jaar;2007;32.1;16.2;5.6;2.8;7.5;100.0;50.6;17.5;8.6;23.3
118;Vrouwen, < 25 jaar;2008;29.9;15.0;4.2;2.5;8.2;100.0;50.2;14.0;8.4;27.4
119;Vrouwen, < 25 jaar;2009;26.9;15.9;4.0;1.6;5.4;100.0;58.9;15.0;6.1;20.0
120;Vrouwen, 25 tot 65 jaar;1999;455.5;299.2;75.5;47.6;33.3;100.0;65.7;16.6;10.4;7.3
121;Vrouwen, 25 tot 65 jaar;2001;477.5;307.0;78.9;59.6;32.0;100.0;64.3;16.5;12.5;6.7
122;Vrouwen, 25 tot 65 jaar;2003;496.8;319.3;80.7;32.7;64.2;100.0;64.3;16.2;6.6;12.9
123;Vrouwen, 25 tot 65 jaar;2005;516.3;330.4;83.3;36.0;66.7;100.0;64.0;16.1;7.0;12.9
124;Vrouwen, 25 tot 65 jaar;2006;520.4;330.8;83.5;39.1;67.0;100.0;63.6;16.0;7.5;12.9
125;Vrouwen, 25 tot 65 jaar;2007;543.4;338.6;84.2;49.6;70.9;100.0;62.3;15.5;9.1;13.0
126;Vrouwen, 25 tot 65 jaar;2008;556.4;345.7;86.0;52.4;72.3;100.0;62.1;15.5;9.4;13.0
127;Vrouwen, 25 tot 65 jaar;2009;556.6;352.5;88.9;34.2;80.9;100.0;63.3;16.0;6.2;14.5
128;Vrouwen, 25 tot 45 jaar;1999;;178.7;44.5;;;;;;;
129;Vrouwen, 25 tot 45 jaar;2001;;177.1;44.4;;;;;;;
130;Vrouwen, 25 tot 45 jaar;2003;;169.6;44.1;;;;;;;
131;Vrouwen, 25 tot 45 jaar;2005;272.1;165.2;41.9;19.7;45.3;100.0;60.7;15.4;7.3;16.6
132;Vrouwen, 25 tot 45 jaar;2006;263.5;155.8;41.7;21.2;44.8;100.0;59.1;15.8;8.0;17.0
133;Vrouwen, 25 tot 45 jaar;2007;267.8;153.5;41.2;26.7;46.3;100.0;57.3;15.4;10.0;17.3
134;Vrouwen, 25 tot 45 jaar;2008;271.0;156.2;40.8;27.4;46.7;100.0;57.6;15.1;10.1;17.2
135;Vrouwen, 25 tot 45 jaar;2009;254.4;148.7;41.4;15.8;48.5;100.0;58.5;16.3;6.2;19.1
136;Vrouwen, 45 tot 65 jaar;1999;;120.5;30.9;;;;;;;
137;Vrouwen, 45 tot 65 jaar;2001;;129.9;34.5;;;;;;;
138;Vrouwen, 45 tot 65 jaar;2003;;149.7;36.6;;;;;;;
139;Vrouwen, 45 tot 65 jaar;2005;244.2;165.1;41.4;16.3;21.4;100.0;67.6;17.0;6.7;8.8
140;Vrouwen, 45 tot 65 jaar;2006;256.9;175.0;41.8;17.9;22.2;100.0;68.1;16.3;7.0;8.6
141;Vrouwen, 45 tot 65 jaar;2007;275.6;185.1;43.0;22.9;24.6;100.0;67.2;15.6;8.3;8.9
142;Vrouwen, 45 tot 65 jaar;2008;285.3;189.6;45.2;25.0;25.6;100.0;66.4;15.8;8.7;9.0
143;Vrouwen, 45 tot 65 jaar;2009;302.2;203.8;47.6;18.4;32.4;100.0;67.4;15.7;6.1;10.7
144;Vrouwen, >= 65 jaar;1999;21.2;11.1;6.9;2.1;1.1;100.0;52.3;32.6;10.1;5.0
145;Vrouwen, >= 65 jaar;2001;23.5;12.1;7.1;2.4;1.8;100.0;51.5;30.4;10.4;7.7
146;Vrouwen, >= 65 jaar;2003;24.2;13.2;7.5;1.9;1.6;100.0;54.5;31.1;7.8;6.6
147;Vrouwen, >= 65 jaar;2005;29.0;16.3;8.3;2.1;2.3;100.0;56.0;28.8;7.3;7.9
148;Vrouwen, >= 65 jaar;2006;29.5;16.8;8.5;2.2;2.1;100.0;56.9;28.8;7.3;7.0
149;Vrouwen, >= 65 jaar;2007;32.1;19.6;8.3;2.1;2.1;100.0;61.1;26.0;6.4;6.4
150;Vrouwen, >= 65 jaar;2008;35.6;21.7;8.9;2.2;2.8;100.0;61.1;24.9;6.1;7.9
151;Vrouwen, >= 65 jaar;2009;39.9;23.8;9.6;2.3;4.3;100.0;59.6;24.0;5.7;10.7
152;01-05 Landbouw en visserij;1999;26.5;19.7;5.1;0.3;1.4;100.0;74.2;19.1;1.3;5.3
153;01-05 Landbouw en visserij;2001;24.3;17.8;5.2;0.5;0.9;100.0;73.3;21.2;2.0;3.5
154;01-05 Landbouw en visserij;2003;;;;;;;;;;
155;01-05 Landbouw en visserij;2005;;;;;;;;;;
156;01-05 Landbouw en visserij;2006;;;;;;;;;;
157;01-05 Landbouw en visserij;2007;;;;;;;;;;
158;01-05 Landbouw en visserij;2008;;;;;;;;;;
159;01-05 Landbouw en visserij;2009;;;;;;;;;;
160;10-37 Delfstoffenwinning en industrie;1999;317.7;233.1;49.3;32.4;2.9;100.0;73.4;15.5;10.2;0.9
161;10-37 Delfstoffenwinning en industrie;2001;304.9;229.3;50.8;22.0;2.8;100.0;75.2;16.7;7.2;0.9
162;10-37 Delfstoffenwinning en industrie;2003;;;;;;;;;;
163;10-37 Delfstoffenwinning en industrie;2005;;;;;;;;;;
164;10-37 Delfstoffenwinning en industrie;2006;;;;;;;;;;
165;10-37 Delfstoffenwinning en industrie;2007;;;;;;;;;;
166;10-37 Delfstoffenwinning en industrie;2008;;;;;;;;;;
167;10-37 Delfstoffenwinning en industrie;2009;;;;;;;;;;
168;40-41 Energie- en waterleidingbedrijven;1999;21.7;15.6;4.8;1.3;0.0;100.0;71.8;22.0;6.1;0.0
169;40-41 Energie- en waterleidingbedrijven;2001;19.9;14.7;4.6;0.6;0.0;100.0;73.7;23.0;3.3;0.0
170;40-41 Energie- en waterleidingbedrijven;2003;;;;;;;;;;
171;40-41 Energie- en waterleidingbedrijven;2005;;;;;;;;;;
172;40-41 Energie- en waterleidingbedrijven;2006;;;;;;;;;;
173;40-41 Energie- en waterleidingbedrijven;2007;;;;;;;;;;
174;40-41 Energie- en waterleidingbedrijven;2008;;;;;;;;;;
175;40-41 Energie- en waterleidingbedrijven;2009;;;;;;;;;;
176;45 Bouwnijverheid;1999;169.1;118.5;39.2;1.7;9.7;100.0;70.1;23.2;1.0;5.7
177;45 Bouwnijverheid;2001;164.9;114.3;38.7;1.4;10.6;100.0;69.3;23.4;0.9;6.4
178;45 Bouwnijverheid;2003;;;;;;;;;;
179;45 Bouwnijverheid;2005;;;;;;;;;;
180;45 Bouwnijverheid;2006;;;;;;;;;;
181;45 Bouwnijverheid;2007;;;;;;;;;;
182;45 Bouwnijverheid;2008;;;;;;;;;;
183;45 Bouwnijverheid;2009;;;;;;;;;;
184;50-52 Handel;1999;83.1;62.1;13.9;5.1;2.1;100.0;74.7;16.7;6.1;2.5
185;50-52 Handel;2001;84.9;63.8;14.1;4.7;2.3;100.0;75.2;16.6;5.5;2.7
186;50-52 Handel;2003;;;;;;;;;;
187;50-52 Handel;2005;;;;;;;;;;
188;50-52 Handel;2006;;;;;;;;;;
189;50-52 Handel;2007;;;;;;;;;;
190;50-52 Handel;2008;;;;;;;;;;
191;50-52 Handel;2009;;;;;;;;;;
192;55 Horeca;1999;28.5;25.8;2.2;0.5;0.0;100.0;90.5;7.9;1.7;0.0
193;55 Horeca;2001;28.8;26.0;2.3;0.5;0.0;100.0;90.4;7.9;1.6;0.0
194;55 Horeca;2003;;;;;;;;;;
195;55 Horeca;2005;;;;;;;;;;
196;55 Horeca;2006;;;;;;;;;;
197;55 Horeca;2007;;;;;;;;;;
198;55 Horeca;2008;;;;;;;;;;
199;55 Horeca;2009;;;;;;;;;;
200;60-64 Vervoer en communicatie;1999;166.1;103.0;22.9;28.6;11.7;100.0;62.0;13.8;17.2;7.1
