ID;KenmerkenLedenVakvereniging;Perioden;TotaalAantalLedenBinnenBuitenland_1;FNV_2;CNV_3;MHP_4;OverigeVakverenigingen_5;TotaalAantalLedenBinnenBuitenland_6;FNV_7;CNV_8;MHP_9;OverigeVakverenigingen_10
201;60-64 Vervoer en communicatie;2001;160.6;103.2;22.8;31.4;3.2;100.0;64.3;14.2;19.5;2.0
202;60-64 Vervoer en communicatie;2003;;;;;;;;;;
203;60-64 Vervoer en communicatie;2005;;;;;;;;;;
204;60-64 Vervoer en communicatie;2006;;;;;;;;;;
205;60-64 Vervoer en communicatie;2007;;;;;;;;;;
206;60-64 Vervoer en communicatie;2008;;;;;;;;;;
207;60-64 Vervoer en communicatie;2009;;;;;;;;;;
208;65-67 Financiële instellingen;1999;42.6;18.9;5.2;17.3;1.2;100.0;44.3;12.1;40.7;2.9
209;65-67 Financiële instellingen;2001;40.4;18.0;5.2;16.1;1.2;100.0;44.5;12.9;39.8;2.9
210;65-67 Financiële instellingen;2003;;;;;;;;;;
211;65-67 Financiële instellingen;2005;;;;;;;;;;
212;65-67 Financiële instellingen;2006;;;;;;;;;;
213;65-67 Financiële instellingen;2007;;;;;;;;;;
214;65-67 Financiële instellingen;2008;;;;;;;;;;
215;65-67 Financiële instellingen;2009;;;;;;;;;;
216;70-74 Zakelijke dienstverlening;1999;67.7;46.2;6.6;10.1;4.8;100.0;68.2;9.7;14.9;7.1
217;70-74 Zakelijke dienstverlening;2001;68.9;46.6;7.1;9.6;5.5;100.0;67.7;10.4;13.9;8.0
218;70-74 Zakelijke dienstverlening;2003;;;;;;;;;;
219;70-74 Zakelijke dienstverlening;2005;;;;;;;;;;
220;70-74 Zakelijke dienstverlening;2006;;;;;;;;;;
221;70-74 Zakelijke dienstverlening;2007;;;;;;;;;;
222;70-74 Zakelijke dienstverlening;2008;;;;;;;;;;
223;70-74 Zakelijke dienstverlening;2009;;;;;;;;;;
224;75 Openbaar bestuur;1999;254.8;139.7;54.3;35.4;25.4;100.0;54.8;21.3;13.9;10.0
225;75 Openbaar bestuur;2001;231.9;122.0;49.3;30.6;30.0;100.0;52.6;21.3;13.2;12.9
226;75 Openbaar bestuur;2003;;;;;;;;;;
227;75 Openbaar bestuur;2005;;;;;;;;;;
228;75 Openbaar bestuur;2006;;;;;;;;;;
229;75 Openbaar bestuur;2007;;;;;;;;;;
230;75 Openbaar bestuur;2008;;;;;;;;;;
231;75 Openbaar bestuur;2009;;;;;;;;;;
232;80 Onderwijs;1999;170.2;87.0;55.2;19.9;8.2;100.0;51.1;32.4;11.7;4.8
233;80 Onderwijs;2001;170.5;86.9;52.1;22.1;9.3;100.0;51.0;30.6;13.0;5.5
234;80 Onderwijs;2003;;;;;;;;;;
235;80 Onderwijs;2005;;;;;;;;;;
236;80 Onderwijs;2006;;;;;;;;;;
237;80 Onderwijs;2007;;;;;;;;;;
238;80 Onderwijs;2008;;;;;;;;;;
239;80 Onderwijs;2009;;;;;;;;;;
240;85 Gezondheids- en welzijnszorg;1999;187.1;111.6;22.1;26.8;26.6;100.0;59.6;11.8;14.3;14.2
241;85 Gezondheids- en welzijnszorg;2001;215.2;126.3;22.5;35.5;30.9;100.0;58.7;10.5;16.5;14.4
242;85 Gezondheids- en welzijnszorg;2003;;;;;;;;;;
243;85 Gezondheids- en welzijnszorg;2005;;;;;;;;;;
244;85 Gezondheids- en welzijnszorg;2006;;;;;;;;;;
245;85 Gezondheids- en welzijnszorg;2007;;;;;;;;;;
246;85 Gezondheids- en welzijnszorg;2008;;;;;;;;;;
247;85 Gezondheids- en welzijnszorg;2009;;;;;;;;;;
248;90-93 Cultuur en overige dienstverlening;1999;56.5;30.7;9.5;7.2;9.2;100.0;54.3;16.8;12.7;16.3
249;90-93 Cultuur en overige dienstverlening;2001;58.5;32.1;10.5;7.3;8.6;100.0;54.9;17.9;12.5;14.7
250;90-93 Cultuur en overige dienstverlening;2003;;;;;;;;;;
251;90-93 Cultuur en overige dienstverlening;2005;;;;;;;;;;
252;90-93 Cultuur en overige dienstverlening;2006;;;;;;;;;;
253;90-93 Cultuur en overige dienstverlening;2007;;;;;;;;;;
254;90-93 Cultuur en overige dienstverlening;2008;;;;;;;;;;
255;90-93 Cultuur en overige dienstverlening;2009;;;;;;;;;;
256;95 Particuliere huishoudens;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
257;95 Particuliere huishoudens;2001;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0
258;95 Particuliere huishoudens;2003;;;;;;;;;;
259;95 Particuliere huishoudens;2005;;;;;;;;;;
260;95 Particuliere huishoudens;2006;;;;;;;;;;
261;95 Particuliere huishoudens;2007;;;;;;;;;;
262;95 Particuliere huishoudens;2008;;;;;;;;;;
263;95 Particuliere huishoudens;2009;;;;;;;;;;
264;99 Extra-territoriale organisaties;1999;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
265;99 Extra-territoriale organisaties;2001;1.1;0.0;0.0;0.0;1.1;100.0;0.0;0.0;0.5;99.5
266;99 Extra-territoriale organisaties;2003;;;;;;;;;;
267;99 Extra-territoriale organisaties;2005;;;;;;;;;;
268;99 Extra-territoriale organisaties;2006;;;;;;;;;;
269;99 Extra-territoriale organisaties;2007;;;;;;;;;;
270;99 Extra-territoriale organisaties;2008;;;;;;;;;;
271;99 Extra-territoriale organisaties;2009;;;;;;;;;;
272;Niet (meer) werkzame leden;1999;342.5;221.0;70.9;31.8;18.9;100.0;64.5;20.7;9.3;5.5
273;Niet (meer) werkzame leden;2001;343.9;221.5;70.5;33.0;19.0;100.0;64.4;20.5;9.6;5.5
274;Niet (meer) werkzame leden;2003;;;;;;;;;;
275;Niet (meer) werkzame leden;2005;;;;;;;;;;
276;Niet (meer) werkzame leden;2006;;;;;;;;;;
277;Niet (meer) werkzame leden;2007;;;;;;;;;;
278;Niet (meer) werkzame leden;2008;;;;;;;;;;
279;Niet (meer) werkzame leden;2009;;;;;;;;;;
280;Aantal leden naar grootte vakvereniging;1999;1935.3;1232.6;361.0;218.6;123.1;100.0;63.7;18.7;11.3;6.4
281;Aantal leden naar grootte vakvereniging;2001;1918.7;1222.7;355.5;215.2;125.3;100.0;63.7;18.5;11.2;6.5
282;Aantal leden naar grootte vakvereniging;2003;1920.7;1205.2;355.5;169.1;190.9;100.0;62.8;18.5;8.8;9.9
283;Aantal leden naar grootte vakvereniging;2005;1898.7;1194.2;346.8;159.1;198.6;100.0;62.9;18.3;8.4;10.5
284;Aantal leden naar grootte vakvereniging;2006;1865.9;1171.1;341.7;160.8;192.3;100.0;62.8;18.3;8.6;10.3
285;Aantal leden naar grootte vakvereniging;2007;1878.2;1181.8;335.2;167.5;193.6;100.0;62.9;17.8;8.9;10.3
286;Aantal leden naar grootte vakvereniging;2008;1898.0;1192.0;333.9;169.2;202.9;100.0;62.8;17.6;8.9;10.7
287;Aantal leden naar grootte vakvereniging;2009;1887.0;1196.8;336.4;135.2;218.5;100.0;63.4;17.8;7.2;11.6
288;< 100 leden;1999;2.5;0.0;0.0;2.0;0.4;100.0;0.0;0.0;83.2;16.8
289;< 100 leden;2001;1.1;0.0;0.0;0.8;0.3;100.0;0.0;0.0;72.8;27.2
290;< 100 leden;2003;1.5;0.0;0.0;0.9;0.6;100.0;0.0;0.0;63.0;37.0
291;< 100 leden;2005;;;;;;;;;;
292;< 100 leden;2006;;;;;;;;;;
293;< 100 leden;2007;;;;;;;;;;
294;< 100 leden;2008;;;;;;;;;;
295;< 100 leden;2009;;;;;;;;;;
296;100 tot 500 leden;1999;15.0;0.0;0.6;10.6;3.8;100.0;0.0;4.2;70.8;25.1
297;100 tot 500 leden;2001;11.0;0.0;0.6;7.7;2.8;100.0;0.0;5.1;69.5;25.4
298;100 tot 500 leden;2003;14.1;0.0;0.7;9.3;4.1;100.0;0.0;4.8;66.3;28.9
299;100 tot 500 leden;2005;;;;;;;;;;
300;100 tot 500 leden;2006;;;;;;;;;;
301;100 tot 500 leden;2007;;;;;;;;;;
302;100 tot 500 leden;2008;;;;;;;;;;
303;100 tot 500 leden;2009;;;;;;;;;;
304;500 tot 1000 leden;1999;19.8;0.9;0.8;13.1;5.1;100.0;4.3;4.0;66.0;25.7
305;500 tot 1000 leden;2001;13.4;0.9;0.8;8.1;3.7;100.0;6.3;5.7;60.5;27.5
306;500 tot 1000 leden;2003;17.0;0.8;1.3;7.2;7.7;100.0;4.4;7.8;42.4;45.4
307;500 tot 1000 leden;2005;;;;;;;;;;
308;500 tot 1000 leden;2006;;;;;;;;;;
309;500 tot 1000 leden;2007;;;;;;;;;;
310;500 tot 1000 leden;2008;;;;;;;;;;
311;500 tot 1000 leden;2009;;;;;;;;;;
312;1000 tot 5000 leden;1999;92.8;1.6;3.3;49.1;38.8;100.0;1.7;3.6;52.9;41.8
313;1000 tot 5000 leden;2001;96.4;1.5;4.1;46.7;44.1;100.0;1.5;4.3;48.5;45.7
314;1000 tot 5000 leden;2003;108.9;1.5;1.7;45.8;60.0;100.0;1.3;1.5;42.0;55.1
315;1000 tot 5000 leden;2005;;;;;;;;;;
316;1000 tot 5000 leden;2006;;;;;;;;;;
317;1000 tot 5000 leden;2007;;;;;;;;;;
318;1000 tot 5000 leden;2008;;;;;;;;;;
319;1000 tot 5000 leden;2009;;;;;;;;;;
320;5000 tot 10000 leden;1999;95.0;22.7;5.2;42.0;25.0;100.0;23.9;5.5;44.2;26.3
321;5000 tot 10000 leden;2001;81.7;23.6;0.0;34.2;24.0;100.0;28.8;0.0;41.8;29.3
322;5000 tot 10000 leden;2003;93.4;29.1;0.0;18.2;46.1;100.0;31.2;0.0;19.5;49.3
323;5000 tot 10000 leden;2005;;;;;;;;;;
324;5000 tot 10000 leden;2006;;;;;;;;;;
325;5000 tot 10000 leden;2007;;;;;;;;;;
326;5000 tot 10000 leden;2008;;;;;;;;;;
327;5000 tot 10000 leden;2009;;;;;;;;;;
328;10000 en meer leden;1999;1710.2;1207.5;351.0;101.7;50.0;100.0;70.6;20.5;5.9;2.9
329;10000 en meer leden;2001;1715.1;1196.8;350.1;117.7;50.5;100.0;69.8;20.4;6.9;2.9
330;10000 en meer leden;2003;1685.9;1173.9;351.8;87.6;72.5;100.0;69.6;20.9;5.2;4.3
331;10000 en meer leden;2005;;;;;;;;;;
332;10000 en meer leden;2006;;;;;;;;;;
333;10000 en meer leden;2007;;;;;;;;;;
334;10000 en meer leden;2008;;;;;;;;;;
335;10000 en meer leden;2009;;;;;;;;;;
336;10000 tot 25000 leden;1999;116.7;39.1;34.2;21.0;22.5;100.0;33.5;29.3;18.0;19.3
337;10000 tot 25000 leden;2001;116.5;38.9;33.8;20.6;23.3;100.0;33.4;29.0;17.6;20.0
338;10000 tot 25000 leden;2003;119.8;41.7;35.4;0.0;42.7;100.0;34.8;29.6;0.0;35.6
339;10000 tot 25000 leden;2005;;;;;;;;;;
340;10000 tot 25000 leden;2006;;;;;;;;;;
341;10000 tot 25000 leden;2007;;;;;;;;;;
342;10000 tot 25000 leden;2008;;;;;;;;;;
343;10000 tot 25000 leden;2009;;;;;;;;;;
344;25000 tot 50000 leden;1999;138.1;76.4;34.2;0.0;27.6;100.0;55.3;24.7;0.0;20.0
345;25000 tot 50000 leden;2001;90.1;28.5;34.3;0.0;27.2;100.0;31.6;38.1;0.0;30.2
346;25000 tot 50000 leden;2003;133.5;68.8;34.9;0.0;29.8;100.0;51.5;26.1;0.0;22.4
347;25000 tot 50000 leden;2005;;;;;;;;;;
348;25000 tot 50000 leden;2006;;;;;;;;;;
349;25000 tot 50000 leden;2007;;;;;;;;;;
350;25000 tot 50000 leden;2008;;;;;;;;;;
351;25000 tot 50000 leden;2009;;;;;;;;;;
352;50000 tot 100000 leden;1999;437.8;74.4;282.7;80.7;0.0;100.0;17.0;64.6;18.4;0.0
353;50000 tot 100000 leden;2001;405.4;123.4;282.0;0.0;0.0;100.0;24.6;56.1;19.3;0.0
354;50000 tot 100000 leden;2003;441.4;72.3;281.5;87.6;0.0;100.0;16.4;63.8;19.9;0.0
355;50000 tot 100000 leden;2005;;;;;;;;;;
356;50000 tot 100000 leden;2006;;;;;;;;;;
357;50000 tot 100000 leden;2007;;;;;;;;;;
358;50000 tot 100000 leden;2008;;;;;;;;;;
359;50000 tot 100000 leden;2009;;;;;;;;;;
360;100000 en meer leden;1999;1017.6;1017.6;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0
361;100000 en meer leden;2001;1103.1;1006.0;0.0;97.1;0.0;100.0;100.0;0.0;0.0;0.0
362;100000 en meer leden;2003;991.2;991.2;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0
363;100000 en meer leden;2005;;;;;;;;;;
364;100000 en meer leden;2006;;;;;;;;;;
365;100000 en meer leden;2007;;;;;;;;;;
366;100000 en meer leden;2008;;;;;;;;;;
367;100000 en meer leden;2009;;;;;;;;;;
368;Aantal leden in binnen- en buitenland;1999;1935.3;1232.6;361.0;218.6;123.1;100.0;63.7;18.7;11.3;6.4
369;Aantal leden in binnen- en buitenland;2001;1918.7;1222.7;355.5;215.2;125.3;100.0;63.7;18.5;11.2;6.5
370;Aantal leden in binnen- en buitenland;2003;1920.7;1205.2;355.5;169.1;190.9;100.0;62.8;18.5;8.8;9.9
371;Aantal leden in binnen- en buitenland;2005;1898.7;1194.2;346.8;159.1;198.6;100.0;62.9;18.3;8.4;10.5
372;Aantal leden in binnen- en buitenland;2006;1865.9;1171.1;341.7;160.8;192.3;100.0;62.8;18.3;8.6;10.3
373;Aantal leden in binnen- en buitenland;2007;1878.2;1181.8;335.2;167.5;193.6;100.0;62.9;17.8;8.9;10.3
374;Aantal leden in binnen- en buitenland;2008;1898.0;1192.0;333.9;169.2;202.9;100.0;62.8;17.6;8.9;10.7
375;Aantal leden in binnen- en buitenland;2009;1887.0;1196.8;336.4;135.2;218.5;100.0;63.4;17.8;7.2;11.6
376;Nederland;1999;1927.8;1229.1;360.4;217.6;120.7;100.0;63.8;18.7;11.3;6.3
377;Nederland;2001;1909.2;1217.4;354.6;213.8;123.3;100.0;63.8;18.6;11.2;6.5
378;Nederland;2003;1905.7;1199.8;354.3;167.3;184.4;100.0;63.0;18.6;8.8;9.7
379;Nederland;2005;;;;;;;;;;
380;Nederland;2006;;;;;;;;;;
381;Nederland;2007;;;;;;;;;;
382;Nederland;2008;;;;;;;;;;
383;Nederland;2009;;;;;;;;;;
384;Groningen;1999;89.9;60.4;16.0;6.5;7.1;100.0;67.2;17.8;7.2;7.9
385;Groningen;2001;91.5;62.9;15.6;6.4;6.6;100.0;68.6;17.1;7.0;7.2
386;Groningen;2003;89.5;60.5;15.7;4.9;8.4;100.0;67.6;17.5;5.5;9.4
387;Groningen;2005;;;;;;;;;;
388;Groningen;2006;;;;;;;;;;
389;Groningen;2007;;;;;;;;;;
390;Groningen;2008;;;;;;;;;;
391;Groningen;2009;;;;;;;;;;
392;Friesland;1999;97.2;58.7;29.3;5.0;4.3;100.0;60.4;30.1;5.1;4.4
393;Friesland;2001;97.8;58.1;29.6;5.3;4.8;100.0;59.4;30.2;5.5;4.9
394;Friesland;2003;99.8;59.2;29.8;4.2;6.6;100.0;59.3;29.9;4.2;6.6
395;Friesland;2005;;;;;;;;;;
396;Friesland;2006;;;;;;;;;;
397;Friesland;2007;;;;;;;;;;
398;Friesland;2008;;;;;;;;;;
399;Friesland;2009;;;;;;;;;;
400;Drenthe;1999;73.4;50.5;13.2;5.1;4.5;100.0;68.8;18.0;6.9;6.1
401;Drenthe;2001;69.8;48.1;13.0;5.3;3.4;100.0;69.0;18.6;7.5;4.8
402;Drenthe;2003;73.8;50.8;13.2;3.8;6.0;100.0;68.8;17.9;5.1;8.2
403;Drenthe;2005;;;;;;;;;;
404;Drenthe;2006;;;;;;;;;;
405;Drenthe;2007;;;;;;;;;;
406;Drenthe;2008;;;;;;;;;;
407;Drenthe;2009;;;;;;;;;;
408;Overijssel;1999;138.2;82.8;32.8;13.5;9.6;100.0;59.5;23.7;9.8;6.9
409;Overijssel;2001;136.5;82.8;32.0;12.6;9.2;100.0;60.6;23.4;9.3;6.7
410;Overijssel;2003;138.8;82.7;33.1;10.3;12.7;100.0;59.6;23.8;7.4;9.2
411;Overijssel;2005;;;;;;;;;;
412;Overijssel;2006;;;;;;;;;;
413;Overijssel;2007;;;;;;;;;;
414;Overijssel;2008;;;;;;;;;;
415;Overijssel;2009;;;;;;;;;;
416;Flevoland;1999;36.8;21.2;8.3;3.5;3.8;100.0;57.6;22.6;9.5;10.3
417;Flevoland;2001;39.5;23.3;8.3;4.0;3.8;100.0;59.2;21.1;10.1;9.6
418;Flevoland;2003;41.4;24.8;8.6;3.2;4.9;100.0;59.8;20.7;7.7;11.8
419;Flevoland;2005;;;;;;;;;;
420;Flevoland;2006;;;;;;;;;;
421;Flevoland;2007;;;;;;;;;;
422;Flevoland;2008;;;;;;;;;;
423;Flevoland;2009;;;;;;;;;;
424;Gelderland;1999;229.9;144.0;52.0;22.9;11.1;100.0;62.6;22.6;10.0;4.8
425;Gelderland;2001;225.2;139.3;51.7;21.4;12.8;100.0;61.8;23.0;9.5;5.7
426;Gelderland;2003;222.0;134.7;51.4;16.6;19.4;100.0;60.7;23.1;7.5;8.7
427;Gelderland;2005;;;;;;;;;;
428;Gelderland;2006;;;;;;;;;;
429;Gelderland;2007;;;;;;;;;;
430;Gelderland;2008;;;;;;;;;;
431;Gelderland;2009;;;;;;;;;;
432;Utrecht;1999;137.3;76.1;28.9;21.5;10.9;100.0;55.4;21.0;15.7;7.9
433;Utrecht;2001;138.1;77.2;28.8;21.3;10.8;100.0;55.9;20.8;15.4;7.8
434;Utrecht;2003;139.7;76.9;28.2;18.3;16.3;100.0;55.0;20.2;13.1;11.7
435;Utrecht;2005;;;;;;;;;;
436;Utrecht;2006;;;;;;;;;;
437;Utrecht;2007;;;;;;;;;;
438;Utrecht;2008;;;;;;;;;;
439;Utrecht;2009;;;;;;;;;;
440;Noord-Holland;1999;297.5;203.5;37.1;34.3;22.6;100.0;68.4;12.5;11.5;7.6
441;Noord-Holland;2001;294.5;201.2;34.4;34.9;24.0;100.0;68.3;11.7;11.8;8.2
442;Noord-Holland;2003;292.8;197.3;35.4;25.8;34.3;100.0;67.4;12.1;8.7;11.7
443;Noord-Holland;2005;;;;;;;;;;
444;Noord-Holland;2006;;;;;;;;;;
445;Noord-Holland;2007;;;;;;;;;;
446;Noord-Holland;2008;;;;;;;;;;
447;Noord-Holland;2009;;;;;;;;;;
448;Zuid-Holland;1999;379.4;252.3;67.6;39.8;19.8;100.0;66.5;17.8;10.5;5.2
449;Zuid-Holland;2001;380.7;253.7;68.9;38.5;19.7;100.0;66.6;18.1;10.1;5.2
450;Zuid-Holland;2003;375.0;244.5;67.8;29.9;32.9;100.0;65.2;18.1;8.0;8.8
451;Zuid-Holland;2005;;;;;;;;;;
452;Zuid-Holland;2006;;;;;;;;;;
453;Zuid-Holland;2007;;;;;;;;;;
454;Zuid-Holland;2008;;;;;;;;;;
455;Zuid-Holland;2009;;;;;;;;;;
456;Zeeland;1999;57.9;37.6;12.1;5.5;2.8;100.0;64.9;20.9;9.5;4.8
457;Zeeland;2001;55.6;34.9;11.7;5.9;3.2;100.0;62.8;21.0;10.5;5.7
458;Zeeland;2003;57.9;37.1;11.3;4.1;5.4;100.0;64.1;19.6;7.0;9.3
459;Zeeland;2005;;;;;;;;;;
460;Zeeland;2006;;;;;;;;;;
461;Zeeland;2007;;;;;;;;;;
462;Zeeland;2008;;;;;;;;;;
463;Zeeland;2009;;;;;;;;;;
464;Noord-Brabant;1999;244.9;157.5;40.3;35.9;11.1;100.0;64.3;16.5;14.7;4.5
465;Noord-Brabant;2001;240.5;153.7;38.9;35.2;12.6;100.0;63.9;16.2;14.7;5.3
466;Noord-Brabant;2003;237.4;151.1;38.5;27.7;20.1;100.0;63.6;16.2;11.7;8.5
467;Noord-Brabant;2005;;;;;;;;;;
468;Noord-Brabant;2006;;;;;;;;;;
469;Noord-Brabant;2007;;;;;;;;;;
470;Noord-Brabant;2008;;;;;;;;;;
471;Noord-Brabant;2009;;;;;;;;;;
472;Limburg;1999;145.2;85.1;22.8;24.1;13.3;100.0;58.6;15.7;16.6;9.2
473;Limburg;2001;139.6;82.2;21.8;23.0;12.5;100.0;58.9;15.6;16.5;9.0
474;Limburg;2003;137.6;80.2;21.3;18.7;17.4;100.0;58.3;15.5;13.6;12.6
475;Limburg;2005;;;;;;;;;;
476;Limburg;2006;;;;;;;;;;
477;Limburg;2007;;;;;;;;;;
478;Limburg;2008;;;;;;;;;;
479;Limburg;2009;;;;;;;;;;
480;Leden in het buitenland;1999;7.5;3.5;0.6;1.0;2.4;100.0;46.7;8.0;13.3;32.0
481;Leden in het buitenland;2001;9.5;5.2;0.9;1.3;2.0;100.0;55.0;9.6;14.0;21.4
482;Leden in het buitenland;2003;14.9;5.5;1.2;1.8;6.5;100.0;36.7;7.8;11.8;43.7
483;Leden in het buitenland;2005;;;;;;;;;;
484;Leden in het buitenland;2006;;;;;;;;;;
485;Leden in het buitenland;2007;;;;;;;;;;
486;Leden in het buitenland;2008;;;;;;;;;;
487;Leden in het buitenland;2009;;;;;;;;;;
