ID;LeeftijdMoeder;Perioden;TotaalLevendgeborenen_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKinderen_5;TotaalUitGehuwdeMoeders_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKinderen_10;TotaalUitNietGehuwdeMoeders_11;k_1eKind_12;k_2eKind_13;k_3eKind_14;k_4eOfVolgendeKinderen_15;TotaalDoodgeborenen24_16;k_1eKind_17;k_2eKind_18;k_3eKind_19;k_4eOfVolgendeKinderen_20
956;28;1996;15281;8157;5378;1332;414;13268;6813;4865;1212;378;2013;1344;513;120;36;90.0;71.0;12.0;5.0;2.0
957;28;1997;15737;8698;5224;1361;454;13255;7057;4595;1198;405;2482;1641;629;163;49;76.0;57.0;9.0;7.0;3.0
958;28;1998;16406;9415;5262;1277;452;13497;7413;4567;1109;408;2909;2002;695;168;44;106.0;77.0;20.0;9.0;0.0
959;28;1999;15805;8973;5156;1304;372;12621;6815;4365;1118;323;3184;2158;791;186;49;88.0;58.0;21.0;7.0;2.0
960;28;2000;15390;8775;4934;1322;359;11959;6485;4039;1133;302;3431;2290;895;189;57;85.0;59.0;19.0;5.0;2.0
961;28;2001;14281;8081;4647;1199;354;10835;5731;3802;998;304;3446;2350;845;201;50;79.0;54.0;16.0;8.0;1.0
962;28;2002;13214;7397;4362;1150;305;9697;5012;3464;962;259;3517;2385;898;188;46;69.0;50.0;15.0;2.0;2.0
963;28;2003;13104;7261;4401;1160;282;9431;4795;3430;972;234;3673;2466;971;188;48;54.0;36.0;13.0;4.0;1.0
964;28;2004;12309;6840;4172;1018;279;8570;4340;3164;838;228;3739;2500;1008;180;51;65.0;41.0;14.0;6.0;4.0
965;28;2005;12293;6750;4247;1022;274;8289;4165;3090;816;218;4004;2585;1157;206;56;60.0;39.0;17.0;4.0;0.0
966;28;2006;12195;6608;4269;1039;279;8049;3915;3097;817;220;4146;2693;1172;222;59;41.0;23.0;11.0;4.0;3.0
967;28;2007;11910;6477;4118;1046;269;7443;3625;2794;821;203;4467;2852;1324;225;66;44.0;22.0;16.0;4.0;2.0
968;28;2008;12529;6730;4440;1098;261;7684;3644;3019;824;197;4845;3086;1421;274;64;48.0;19.0;27.0;1.0;1.0
969;28;2009;13184;7205;4520;1170;289;7846;3855;2913;880;198;5338;3350;1607;290;91;33.0;17.0;12.0;3.0;1.0
970;28;2010;12655;6965;4353;1072;265;7866;3942;2933;796;195;4789;3023;1420;276;70;36.0;25.0;6.0;5.0;0.0
971;28;2011;12451;6729;4280;1134;308;7705;3784;2895;816;210;4746;2945;1385;318;98;39.0;26.0;10.0;3.0;0.0
972;28;2012;12464;6778;4323;1051;312;7580;3760;2865;747;208;4884;3018;1458;304;104;41.0;21.0;13.0;5.0;2.0
973;28;2013;12305;6704;4280;1039;282;7385;3660;2827;708;190;4920;3044;1453;331;92;28.0;17.0;6.0;5.0;0.0
974;28;2014;12866;6969;4420;1178;299;7523;3724;2831;768;200;5343;3245;1589;410;99;34.0;20.0;8.0;4.0;2.0
975;29;1950;15116;3495;4872;3337;3412;14989;3430;4853;3318;3388;127;65;19;19;24;;;;;
976;29;1951;14849;3567;4742;3255;3285;14740;3511;4718;3243;3268;109;56;24;12;17;;;;;
977;29;1952;14976;3718;4705;3221;3332;14879;3673;4683;3207;3316;97;45;22;14;16;;;;;
978;29;1953;14637;3638;4658;3185;3156;14545;3605;4634;3172;3134;92;33;24;13;22;;;;;
979;29;1954;14381;3465;4735;3158;3023;14288;3421;4708;3148;3011;93;44;27;10;12;;;;;
980;29;1955;14390;3659;4667;3153;2911;14307;3621;4646;3144;2896;83;38;21;9;15;;;;;
981;29;1956;14557;3578;4831;3158;2990;14483;3544;4816;3149;2974;74;34;15;9;16;;;;;
982;29;1957;14929;3739;5049;3243;2898;14843;3698;5031;3230;2884;86;41;18;13;14;;;;;
983;29;1958;14986;3807;5161;3217;2801;14894;3765;5141;3205;2783;92;42;20;12;18;;;;;
984;29;1959;15547;3718;5479;3439;2911;15442;3675;5461;3417;2889;105;43;18;22;22;;;;;
985;29;1960;15320;3583;5483;3511;2743;15232;3534;5472;3501;2725;88;49;11;10;18;;;;;
986;29;1961;15672;3472;5649;3637;2914;15585;3435;5630;3626;2894;87;37;19;11;20;;;;;
987;29;1962;14990;3238;5291;3640;2821;14882;3193;5269;3623;2797;108;45;22;17;24;;;;;
988;29;1963;14771;3138;5286;3564;2783;14670;3094;5269;3550;2757;101;44;17;14;26;;;;;
989;29;1964;14522;3108;5199;3599;2616;14426;3060;5181;3589;2596;96;48;18;10;20;;;;;
990;29;1965;13917;3109;5168;3397;2243;13808;3055;5148;3383;2222;109;54;20;14;21;;;;;
991;29;1966;13614;3085;5292;3293;1944;13491;3029;5269;3279;1914;123;56;23;14;30;;;;;
992;29;1967;12973;2978;5202;3121;1672;12858;2923;5181;3108;1646;115;55;21;13;26;;;;;
993;29;1968;12979;2873;5363;3161;1582;12862;2820;5342;3144;1556;117;53;21;17;26;;;;;
994;29;1969;13599;2781;5652;3496;1670;13471;2724;5631;3469;1647;128;57;21;27;23;;;;;
995;29;1970;12816;2588;5530;3289;1409;12695;2541;5506;3275;1373;121;47;24;14;36;;;;;
996;29;1971;11700;2337;5122;3031;1210;11601;2309;5098;3005;1189;99;28;24;26;21;;;;;
997;29;1972;11312;2489;5093;2708;1022;11224;2459;5073;2694;998;88;30;20;14;24;;;;;
998;29;1973;11047;2622;5278;2330;817;10958;2591;5257;2316;794;89;31;21;14;23;;;;;
999;29;1974;10486;2539;5211;2099;637;10375;2500;5181;2079;615;111;39;30;20;22;;;;;
1000;29;1975;11558;3089;5785;2044;640;11465;3048;5762;2026;629;93;41;23;18;11;;;;;
1001;29;1976;13930;3734;7065;2473;658;13760;3657;7028;2436;639;170;77;37;37;19;;;;;
1002;29;1977;13161;3576;6623;2308;654;12962;3489;6570;2279;624;199;87;53;29;30;;;;;
1003;29;1978;13140;3548;6532;2437;623;12947;3477;6478;2397;595;193;71;54;40;28;;;;;
1004;29;1979;13359;3902;6183;2520;754;13070;3764;6117;2465;724;289;138;66;55;30;;;;;
1005;29;1980;13529;3859;6171;2682;817;13187;3694;6083;2623;787;342;165;88;59;30;;;;;
1006;29;1981;13910;4236;6231;2689;754;13496;4003;6127;2634;732;414;233;104;55;22;;;;;
1007;29;1982;13418;4083;5987;2531;817;12911;3792;5864;2473;782;507;291;123;58;35;;;;;
1008;29;1983;13769;4582;5939;2438;810;13170;4220;5806;2370;774;599;362;133;68;36;;;;;
1009;29;1984;14206;5048;5846;2465;847;13518;4643;5664;2384;827;688;405;182;81;20;;;;;
1010;29;1985;14917;5273;6395;2490;759;14085;4814;6157;2392;722;832;459;238;98;37;;;;;
1011;29;1986;16041;5936;6662;2635;808;15109;5407;6414;2536;752;932;529;248;99;56;;;;;
1012;29;1987;16884;6458;6935;2660;831;15801;5813;6668;2539;781;1083;645;267;121;50;;;;;
1013;29;1988;16917;6638;6862;2587;830;15823;6010;6552;2477;784;1094;628;310;110;46;;;;;
1014;29;1989;17198;6835;6862;2627;874;16054;6176;6544;2510;824;1144;659;318;117;50;;;;;
1015;29;1990;18050;7581;7151;2505;813;16764;6804;6803;2384;773;1286;777;348;121;40;;;;;
1016;29;1991;18049;7768;7159;2367;755;16720;6993;6787;2227;713;1329;775;372;140;42;;;;;
1017;29;1992;17979;7972;7032;2234;741;16440;7038;6612;2102;688;1539;934;420;132;53;;;;;
1018;29;1993;18191;8357;7025;2120;689;16508;7345;6578;1961;624;1683;1012;447;159;65;;;;;
1019;29;1994;17701;8286;6703;2043;669;15907;7166;6231;1896;614;1794;1120;472;147;55;;;;;
1020;29;1995;17190;8260;6517;1838;575;15333;7155;5990;1674;514;1857;1105;527;164;61;104.0;82.0;19.0;1.0;2.0
1021;29;1996;16858;8408;6191;1741;518;14790;7068;5676;1588;458;2068;1340;515;153;60;91.0;58.0;26.0;4.0;3.0
1022;29;1997;17025;8821;6088;1605;511;14473;7125;5447;1444;457;2552;1696;641;161;54;103.0;74.0;18.0;5.0;6.0
1023;29;1998;18211;9638;6297;1738;538;15173;7599;5528;1561;485;3038;2039;769;177;53;109.0;75.0;23.0;7.0;4.0
1024;29;1999;18328;9915;6292;1625;496;14845;7551;5400;1457;437;3483;2364;892;168;59;98.0;65.0;23.0;6.0;4.0
1025;29;2000;18225;9714;6387;1606;518;14374;7170;5383;1387;434;3851;2544;1004;219;84;106.0;66.0;30.0;7.0;3.0
1026;29;2001;16872;8894;5959;1528;491;12813;6193;4923;1282;415;4059;2701;1036;246;76;88.0;51.0;22.0;11.0;4.0
1027;29;2002;16011;8369;5758;1463;421;11980;5727;4657;1242;354;4031;2642;1101;221;67;81.0;51.0;19.0;7.0;4.0
1028;29;2003;14911;7707;5382;1416;406;10930;5158;4274;1164;334;3981;2549;1108;252;72;77.0;47.0;21.0;4.0;5.0
1029;29;2004;14225;7388;5182;1262;393;10141;4756;4025;1036;324;4084;2632;1157;226;69;68.0;36.0;22.0;7.0;3.0
1030;29;2005;13606;7094;4902;1275;335;9400;4396;3698;1026;280;4206;2698;1204;249;55;66.0;48.0;16.0;2.0;0.0
1031;29;2006;13439;6847;4943;1302;347;8833;4009;3500;1046;278;4606;2838;1443;256;69;49.0;24.0;17.0;7.0;1.0
1032;29;2007;13203;6748;4772;1308;375;8455;3816;3306;1043;290;4748;2932;1466;265;85;50.0;29.0;16.0;3.0;2.0
1033;29;2008;13859;7035;5048;1414;362;8583;3794;3410;1091;288;5276;3241;1638;323;74;53.0;27.0;20.0;5.0;1.0
1034;29;2009;14137;7334;5061;1400;342;8587;3945;3290;1078;274;5550;3389;1771;322;68;41.0;22.0;8.0;8.0;3.0
1035;29;2010;14411;7435;5198;1402;376;9017;4180;3496;1061;280;5394;3255;1702;341;96;36.0;16.0;14.0;5.0;1.0
1036;29;2011;14008;7180;5117;1330;381;8689;4012;3400;984;293;5319;3168;1717;346;88;41.0;26.0;10.0;3.0;2.0
1037;29;2012;13407;6815;4840;1352;400;8169;3656;3228;1003;282;5238;3159;1612;349;118;42.0;25.0;9.0;7.0;1.0
1038;29;2013;13186;6703;4800;1322;361;7860;3537;3122;953;248;5326;3166;1678;369;113;44.0;29.0;9.0;5.0;1.0
1039;29;2014;13668;6902;5062;1303;401;8223;3718;3323;917;265;5445;3184;1739;386;136;37.0;22.0;8.0;6.0;1.0
1040;30;1950;14127;2770;4136;3301;3920;14029;2737;4116;3285;3891;98;33;20;16;29;;;;;
1041;30;1951;14356;2839;4133;3326;4058;14262;2803;4114;3308;4037;94;36;19;18;21;;;;;
1042;30;1952;14558;3053;4252;3344;3909;14473;3012;4235;3331;3895;85;41;17;13;14;;;;;
1043;30;1953;14467;2972;4289;3278;3928;14378;2929;4269;3269;3911;89;43;20;9;17;;;;;
1044;30;1954;13981;2829;4234;3191;3727;13921;2803;4220;3185;3713;60;26;14;6;14;;;;;
1045;30;1955;14127;3032;4253;3277;3565;14039;2992;4237;3263;3547;88;40;16;14;18;;;;;
1046;30;1956;13651;2849;4171;3204;3427;13560;2814;4150;3188;3408;91;35;21;16;19;;;;;
1047;30;1957;13717;2790;4339;3187;3401;13639;2760;4318;3180;3381;78;30;21;7;20;;;;;
1048;30;1958;13800;2825;4252;3209;3514;13723;2792;4238;3200;3493;77;33;14;9;21;;;;;
1049;30;1959;14247;2874;4651;3400;3322;14170;2847;4634;3392;3297;77;27;17;8;25;;;;;
1050;30;1960;14095;2606;4625;3451;3413;14004;2566;4603;3443;3392;91;40;22;8;21;;;;;
1051;30;1961;14533;2576;4858;3672;3427;14435;2530;4844;3657;3404;98;46;14;15;23;;;;;
1052;30;1962;14295;2463;4736;3699;3397;14213;2430;4718;3688;3377;82;33;18;11;20;;;;;
1053;30;1963;13855;2279;4687;3653;3236;13766;2240;4670;3638;3218;89;39;17;15;18;;;;;
1054;30;1964;13509;2230;4522;3669;3088;13410;2185;4508;3647;3070;99;45;14;22;18;;;;;
1055;30;1965;12599;2111;4358;3406;2724;12505;2073;4343;3388;2701;94;38;15;18;23;;;;;
1056;30;1966;11865;2060;4232;3222;2351;11773;2012;4214;3210;2337;92;48;18;12;14;;;;;
1057;30;1967;11539;2027;4289;3092;2131;11419;1975;4267;3067;2110;120;52;22;25;21;;;;;
1058;30;1968;11255;1984;4242;3080;1949;11163;1944;4223;3064;1932;92;40;19;16;17;;;;;
1059;30;1969;11802;2006;4444;3408;1944;11696;1967;4422;3385;1922;106;39;22;23;22;;;;;
1060;30;1970;11434;1825;4564;3325;1720;11341;1789;4544;3312;1696;93;36;20;13;24;;;;;
1061;30;1971;10205;1799;4058;2894;1454;10103;1761;4047;2875;1420;102;38;11;19;34;;;;;
1062;30;1972;9056;1704;3848;2445;1059;8980;1677;3828;2432;1043;76;27;20;13;16;;;;;
1063;30;1973;8522;1753;3657;2193;919;8450;1725;3641;2180;904;72;28;16;13;15;;;;;
1064;30;1974;8603;1913;3942;2005;743;8533;1881;3930;1992;730;70;32;12;13;13;;;;;
1065;30;1975;8505;1975;3992;1888;650;8397;1930;3968;1867;632;108;45;24;21;18;;;;;
1066;30;1976;9460;2202;4453;2040;765;9323;2146;4418;2015;744;137;56;35;25;21;;;;;
1067;30;1977;11585;2827;5584;2444;730;11404;2751;5538;2410;705;181;76;46;34;25;;;;;
1068;30;1978;11439;2749;5455;2483;752;11209;2648;5397;2435;729;230;101;58;48;23;;;;;
1069;30;1979;11135;2836;5157;2456;686;10914;2719;5114;2420;661;221;117;43;36;25;;;;;
1070;30;1980;11704;3033;5153;2625;893;11407;2886;5080;2574;867;297;147;73;51;26;;;;;
1071;30;1981;11474;2967;4991;2604;912;11088;2773;4872;2557;886;386;194;119;47;26;;;;;
1072;30;1982;11367;3068;4991;2430;878;10914;2816;4876;2379;843;453;252;115;51;35;;;;;
1073;30;1983;11726;3411;4992;2363;960;11096;3041;4844;2292;919;630;370;148;71;41;;;;;
1074;30;1984;12423;3878;5120;2509;916;11786;3514;4959;2441;872;637;364;161;68;44;;;;;
1075;30;1985;13308;4271;5501;2571;965;12548;3844;5290;2496;918;760;427;211;75;47;;;;;
1076;30;1986;14398;4764;5949;2717;968;13495;4282;5687;2605;921;903;482;262;112;47;;;;;
1077;30;1987;15049;5177;6259;2684;929;14044;4589;5994;2575;886;1005;588;265;109;43;;;;;
1078;30;1988;15529;5600;6261;2740;928;14432;4962;5958;2627;885;1097;638;303;113;43;;;;;
1079;30;1989;16158;5849;6618;2732;959;14955;5200;6279;2576;900;1203;649;339;156;59;;;;;
1080;30;1990;17142;6515;6779;2879;969;15810;5734;6421;2751;904;1332;781;358;128;65;;;;;
1081;30;1991;17388;6851;6902;2723;912;15998;6040;6539;2562;857;1390;811;363;161;55;;;;;
1082;30;1992;17582;6888;7136;2668;890;16081;6061;6670;2519;831;1501;827;466;149;59;;;;;
1083;30;1993;17682;7179;7194;2439;870;16170;6288;6770;2294;818;1512;891;424;145;52;;;;;
1084;30;1994;18255;7602;7330;2462;861;16412;6507;6844;2279;782;1843;1095;486;183;79;;;;;
1085;30;1995;17747;7636;7174;2173;764;15875;6480;6677;2015;703;1872;1156;497;158;61;98.0;68.0;21.0;5.0;4.0
1086;30;1996;17414;7783;6873;2092;666;15289;6461;6279;1948;601;2125;1322;594;144;65;92.0;68.0;15.0;8.0;1.0
1087;30;1997;17436;8182;6736;1913;605;15029;6617;6112;1754;546;2407;1565;624;159;59;115.0;74.0;32.0;7.0;2.0
1088;30;1998;18235;8983;6725;1861;666;15296;7065;5964;1680;587;2939;1918;761;181;79;90.0;56.0;21.0;11.0;2.0
1089;30;1999;18842;9188;7048;1948;658;15410;6962;6123;1736;589;3432;2226;925;212;69;81.0;47.0;23.0;9.0;2.0
1090;30;2000;19306;9427;7238;1992;649;15370;6838;6200;1765;567;3936;2589;1038;227;82;99.0;65.0;25.0;4.0;5.0
1091;30;2001;18533;9030;7035;1899;569;14339;6368;5806;1670;495;4194;2662;1229;229;74;89.0;59.0;19.0;7.0;4.0
1092;30;2002;17991;8689;7018;1732;552;13426;5827;5669;1469;461;4565;2862;1349;263;91;94.0;64.0;18.0;10.0;2.0
1093;30;2003;16849;8156;6516;1647;530;12434;5399;5168;1415;452;4415;2757;1348;232;78;88.0;56.0;21.0;8.0;3.0
1094;30;2004;15202;7361;5785;1596;460;10826;4623;4478;1329;396;4376;2738;1307;267;64;74.0;41.0;23.0;4.0;6.0
1095;30;2005;14769;7093;5614;1580;482;10248;4270;4255;1317;406;4521;2823;1359;263;76;76.0;34.0;25.0;10.0;7.0
1096;30;2006;14294;6801;5506;1534;453;9605;4005;3973;1272;355;4689;2796;1533;262;98;49.0;27.0;13.0;2.0;7.0
1097;30;2007;14040;6608;5461;1517;454;9046;3662;3819;1186;379;4994;2946;1642;331;75;44.0;22.0;12.0;9.0;1.0
1098;30;2008;14555;6881;5627;1609;438;9073;3676;3786;1271;340;5482;3205;1841;338;98;56.0;29.0;21.0;6.0;0.0
1099;30;2009;14621;7083;5523;1552;463;8859;3703;3601;1194;361;5762;3380;1922;358;102;43.0;25.0;13.0;5.0;0.0
1100;30;2010;14983;7157;5670;1649;507;9389;3933;3767;1288;401;5594;3224;1903;361;106;41.0;14.0;15.0;7.0;5.0
1101;30;2011;14976;7139;5715;1709;413;9293;3841;3800;1322;330;5683;3298;1915;387;83;48.0;22.0;13.0;12.0;1.0
1102;30;2012;14607;6824;5699;1634;450;9065;3656;3828;1242;339;5542;3168;1871;392;111;36.0;18.0;11.0;5.0;2.0
1103;30;2013;13877;6558;5305;1537;477;8492;3504;3464;1163;361;5385;3054;1841;374;116;32.0;15.0;9.0;7.0;1.0
1104;30;2014;14280;6684;5505;1626;465;8537;3495;3516;1186;340;5743;3189;1989;440;125;28.0;11.0;14.0;2.0;1.0
1105;31;1950;11705;1840;2979;2797;4089;11622;1802;2967;2785;4068;83;38;12;12;21;;;;;
1106;31;1951;13435;2228;3522;3172;4513;13341;2193;3502;3161;4485;94;35;20;11;28;;;;;
1107;31;1952;13701;2438;3567;3233;4463;13596;2399;3536;3219;4442;105;39;31;14;21;;;;;
1108;31;1953;13440;2229;3568;3217;4426;13362;2198;3551;3204;4409;78;31;17;13;17;;;;;
1109;31;1954;13497;2308;3668;3149;4372;13399;2267;3650;3133;4349;98;41;18;16;23;;;;;
1110;31;1955;13063;2220;3573;3122;4148;12995;2187;3562;3111;4135;68;33;11;11;13;;;;;
1111;31;1956;13172;2209;3707;3102;4154;13108;2179;3697;3093;4139;64;30;10;9;15;;;;;
1112;31;1957;12808;2189;3643;3106;3870;12737;2166;3627;3096;3848;71;23;16;10;22;;;;;
1113;31;1958;12987;2153;3900;3003;3931;12919;2117;3888;2999;3915;68;36;12;4;16;;;;;
1114;31;1959;13138;2129;3989;3125;3895;13070;2102;3976;3114;3878;68;27;13;11;17;;;;;
1115;31;1960;12804;1986;3794;3253;3771;12726;1948;3778;3247;3753;78;38;16;6;18;;;;;
1116;31;1961;13455;2003;3986;3620;3846;13395;1986;3977;3606;3826;60;17;9;14;20;;;;;
1117;31;1962;13079;1888;3901;3454;3836;12993;1859;3884;3438;3812;86;29;17;16;24;;;;;
1118;31;1963;12903;1770;3873;3559;3701;12819;1739;3857;3546;3677;84;31;16;13;24;;;;;
1119;31;1964;12355;1710;3654;3531;3460;12258;1674;3639;3512;3433;97;36;15;19;27;;;;;
1120;31;1965;11506;1632;3518;3298;3058;11408;1601;3500;3284;3023;98;31;18;14;35;;;;;
1121;31;1966;10672;1584;3373;3103;2612;10586;1547;3355;3094;2590;86;37;18;9;22;;;;;
1122;31;1967;10123;1529;3346;2923;2325;10040;1499;3330;2909;2302;83;30;16;14;23;;;;;
1123;31;1968;9592;1474;3211;2832;2075;9505;1442;3193;2820;2050;87;32;18;12;25;;;;;
1124;31;1969;10127;1480;3446;3073;2128;10039;1444;3431;3061;2103;88;36;15;12;25;;;;;
1125;31;1970;9561;1330;3317;3047;1867;9482;1301;3305;3037;1839;79;29;12;10;28;;;;;
1126;31;1971;8948;1379;3216;2737;1616;8875;1355;3205;2724;1591;73;24;11;13;25;;;;;
1127;31;1972;7900;1414;2993;2260;1233;7815;1377;2979;2242;1217;85;37;14;18;16;;;;;
1128;31;1973;6511;1202;2518;1841;950;6425;1168;2500;1824;933;86;34;18;17;17;;;;;
1129;31;1974;6567;1230;2794;1715;828;6485;1200;2771;1704;810;82;30;23;11;18;;;;;
1130;31;1975;6598;1413;2853;1600;732;6512;1378;2835;1583;716;86;35;18;17;16;;;;;
1131;31;1976;6890;1396;3000;1750;744;6784;1353;2978;1727;726;106;43;22;23;18;;;;;
1132;31;1977;7632;1599;3401;1875;757;7503;1542;3374;1855;732;129;57;27;20;25;;;;;
1133;31;1978;9381;1999;4193;2353;836;9205;1921;4157;2315;812;176;78;36;38;24;;;;;
1134;31;1979;9133;2028;3953;2289;863;8921;1916;3910;2252;843;212;112;43;37;20;;;;;
1135;31;1980;9488;2067;4044;2451;926;9230;1941;3980;2407;902;258;126;64;44;24;;;;;
1136;31;1981;9442;2087;3864;2494;997;9087;1898;3773;2450;966;355;189;91;44;31;;;;;
1137;31;1982;9078;2140;3663;2300;975;8689;1932;3563;2248;946;389;208;100;52;29;;;;;
1138;31;1983;9593;2397;3928;2305;963;9092;2112;3821;2236;923;501;285;107;69;40;;;;;
1139;31;1984;10107;2634;4101;2378;994;9524;2323;3932;2310;959;583;311;169;68;35;;;;;
1140;31;1985;10968;3089;4533;2321;1025;10243;2694;4325;2243;981;725;395;208;78;44;;;;;
1141;31;1986;11814;3459;4807;2549;999;10985;2998;4581;2462;944;829;461;226;87;55;;;;;
1142;31;1987;12942;3832;5314;2722;1074;11981;3298;5049;2613;1021;961;534;265;109;53;;;;;
1143;31;1988;13305;4197;5325;2659;1124;12305;3649;5051;2541;1064;1000;548;274;118;60;;;;;
1144;31;1989;13899;4373;5733;2763;1030;12791;3760;5419;2638;974;1108;613;314;125;56;;;;;
1145;31;1990;15490;5053;6277;3001;1159;14219;4360;5918;2838;1103;1271;693;359;163;56;;;;;
1146;31;1991;15571;5272;6339;2895;1065;14264;4557;5968;2746;993;1307;715;371;149;72;;;;;
1147;31;1992;16119;5544;6636;2861;1078;14723;4745;6221;2731;1026;1396;799;415;130;52;;;;;
1148;31;1993;16500;5927;6818;2743;1012;15019;5087;6395;2586;951;1481;840;423;157;61;;;;;
1149;31;1994;17080;6200;7114;2789;977;15346;5199;6629;2616;902;1734;1001;485;173;75;;;;;
1150;31;1995;16873;6391;7184;2483;815;14936;5324;6593;2275;744;1937;1067;591;208;71;66.0;38.0;16.0;7.0;5.0
1151;31;1996;16979;6622;7084;2416;857;14924;5384;6482;2262;796;2055;1238;602;154;61;108.0;56.0;35.0;12.0;5.0
1152;31;1997;17232;7178;6944;2310;800;14866;5703;6305;2124;734;2366;1475;639;186;66;96.0;59.0;25.0;9.0;3.0
1153;31;1998;17947;7731;7166;2264;786;15117;5954;6404;2046;713;2830;1777;762;218;73;89.0;54.0;24.0;8.0;3.0
1154;31;1999;17927;7559;7384;2242;742;14763;5580;6462;2050;671;3164;1979;922;192;71;106.0;62.0;31.0;9.0;4.0
1155;31;2000;19239;8171;7959;2341;768;15378;5817;6788;2087;686;3861;2354;1171;254;82;103.0;58.0;31.0;11.0;3.0
1156;31;2001;19028;8191;7848;2243;746;14772;5611;6546;1963;652;4256;2580;1302;280;94;97.0;49.0;35.0;8.0;5.0
1157;31;2002;18663;7888;7829;2212;734;14132;5225;6365;1912;630;4531;2663;1464;300;104;94.0;49.0;31.0;9.0;5.0
1158;31;2003;17922;7701;7458;2088;675;13033;4890;5794;1780;569;4889;2811;1664;308;106;75.0;44.0;21.0;10.0;0.0
1159;31;2004;16570;7255;6811;1939;565;11898;4488;5301;1628;481;4672;2767;1510;311;84;62.0;32.0;19.0;6.0;5.0
1160;31;2005;15237;6599;6170;1874;594;10485;3851;4595;1547;492;4752;2748;1575;327;102;64.0;32.0;15.0;14.0;3.0
1161;31;2006;14970;6329;6182;1880;579;10085;3592;4484;1519;490;4885;2737;1698;361;89;55.0;30.0;14.0;8.0;3.0
1162;31;2007;14046;6065;5730;1711;540;9117;3317;3951;1405;444;4929;2748;1779;306;96;49.0;23.0;19.0;3.0;4.0
1163;31;2008;14355;6076;5936;1835;508;8966;3174;3961;1416;415;5389;2902;1975;419;93;60.0;25.0;21.0;8.0;6.0
1164;31;2009;14725;6349;5980;1838;558;8950;3177;3896;1433;444;5775;3172;2084;405;114;47.0;15.0;20.0;11.0;1.0
1165;31;2010;14823;6424;5968;1887;544;9375;3453;4013;1459;450;5448;2971;1955;428;94;56.0;22.0;21.0;9.0;4.0
1166;31;2011;14844;6333;6054;1881;576;9287;3348;4023;1451;465;5557;2985;2031;430;111;56.0;25.0;26.0;5.0;0.0
1167;31;2012;14742;6319;6098;1774;551;9149;3353;4006;1355;435;5593;2966;2092;419;116;57.0;27.0;24.0;4.0;2.0
