ID;LeeftijdMoeder;Perioden;TotaalLevendgeborenen_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKinderen_5;TotaalUitGehuwdeMoeders_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKinderen_10;TotaalUitNietGehuwdeMoeders_11;k_1eKind_12;k_2eKind_13;k_3eKind_14;k_4eOfVolgendeKinderen_15;TotaalDoodgeborenen24_16;k_1eKind_17;k_2eKind_18;k_3eKind_19;k_4eOfVolgendeKinderen_20
1387;35;1972;3593;405;835;1017;1336;3543;388;826;1010;1319;50;17;9;7;17;;;;;
1388;35;1973;3024;401;827;769;1027;2968;388;814;763;1003;56;13;13;6;24;;;;;
1389;35;1974;2567;364;743;752;708;2521;350;735;742;694;46;14;8;10;14;;;;;
1390;35;1975;2420;377;738;598;707;2377;369;730;589;689;43;8;8;9;18;;;;;
1391;35;1976;2279;375;692;624;588;2211;356;675;612;568;68;19;17;12;20;;;;;
1392;35;1977;2168;361;625;586;596;2111;348;616;569;578;57;13;9;17;18;;;;;
1393;35;1978;2349;357;708;685;599;2273;333;693;667;580;76;24;15;18;19;;;;;
1394;35;1979;2541;424;739;766;612;2447;393;723;740;591;94;31;16;26;21;;;;;
1395;35;1980;2665;424;816;745;680;2578;387;795;726;670;87;37;21;19;10;;;;;
1396;35;1981;3088;525;943;852;768;2934;474;910;810;740;154;51;33;42;28;;;;;
1397;35;1982;3569;637;1079;994;859;3360;543;1028;964;825;209;94;51;30;34;;;;;
1398;35;1983;3517;608;1067;971;871;3284;514;998;929;843;233;94;69;42;28;;;;;
1399;35;1984;3647;691;1107;1035;814;3360;553;1024;996;787;287;138;83;39;27;;;;;
1400;35;1985;3802;757;1213;994;838;3463;609;1108;939;807;339;148;105;55;31;;;;;
1401;35;1986;4253;881;1382;1100;890;3865;720;1254;1045;846;388;161;128;55;44;;;;;
1402;35;1987;4612;1006;1499;1171;936;4115;793;1327;1111;884;497;213;172;60;52;;;;;
1403;35;1988;5044;1203;1659;1216;966;4474;953;1495;1114;912;570;250;164;102;54;;;;;
1404;35;1989;5509;1332;1869;1303;1005;4855;1036;1659;1206;954;654;296;210;97;51;;;;;
1405;35;1990;6319;1560;2199;1535;1025;5485;1189;1917;1429;950;834;371;282;106;75;;;;;
1406;35;1991;6635;1615;2393;1577;1050;5813;1228;2140;1458;987;822;387;253;119;63;;;;;
1407;35;1992;7169;1817;2577;1784;991;6265;1401;2277;1661;926;904;416;300;123;65;;;;;
1408;35;1993;7519;1902;2768;1803;1046;6532;1453;2452;1645;982;987;449;316;158;64;;;;;
1409;35;1994;8058;1999;2986;1965;1108;6942;1494;2626;1802;1020;1116;505;360;163;88;;;;;
1410;35;1995;8111;2138;3170;1868;935;6923;1605;2772;1690;856;1188;533;398;178;79;61.0;39.0;8.0;8.0;6.0
1411;35;1996;8520;2292;3273;1992;963;7105;1620;2826;1796;863;1415;672;447;196;100;71.0;35.0;19.0;9.0;8.0
1412;35;1997;8984;2328;3529;2090;1037;7378;1622;2962;1875;919;1606;706;567;215;118;63.0;34.0;12.0;11.0;6.0
1413;35;1998;9671;2698;3872;2155;946;7825;1800;3226;1943;856;1846;898;646;212;90;52.0;27.0;16.0;8.0;1.0
1414;35;1999;10171;2763;4156;2232;1020;8104;1816;3420;1957;911;2067;947;736;275;109;72.0;37.0;22.0;8.0;5.0
1415;35;2000;10744;2962;4388;2374;1020;8308;1874;3476;2059;899;2436;1088;912;315;121;66.0;20.0;20.0;16.0;10.0
1416;35;2001;10692;2883;4561;2304;944;8168;1757;3605;1980;826;2524;1126;956;324;118;75.0;35.0;20.0;12.0;8.0
1417;35;2002;10856;3013;4599;2307;937;8115;1806;3525;1976;808;2741;1207;1074;331;129;60.0;27.0;16.0;12.0;5.0
1418;35;2003;11201;3087;4750;2396;968;8171;1766;3542;2013;850;3030;1321;1208;383;118;66.0;25.0;17.0;14.0;10.0
1419;35;2004;11311;3223;4763;2423;902;8065;1824;3452;2025;764;3246;1399;1311;398;138;59.0;27.0;14.0;13.0;5.0
1420;35;2005;11673;3423;4953;2342;955;7972;1839;3450;1870;813;3701;1584;1503;472;142;60.0;28.0;15.0;11.0;6.0
1421;35;2006;11086;3162;4764;2292;868;7348;1619;3173;1826;730;3738;1543;1591;466;138;55.0;14.0;24.0;14.0;3.0
1422;35;2007;10871;2974;4723;2297;877;7051;1490;3034;1801;726;3820;1484;1689;496;151;46.0;20.0;16.0;5.0;5.0
1423;35;2008;10577;2982;4533;2243;819;6540;1417;2794;1662;667;4037;1565;1739;581;152;57.0;16.0;17.0;17.0;7.0
1424;35;2009;9829;2811;4142;2113;763;5913;1273;2476;1565;599;3916;1538;1666;548;164;29.0;13.0;10.0;3.0;3.0
1425;35;2010;9913;2896;4162;2025;830;6205;1429;2600;1488;688;3708;1467;1562;537;142;31.0;12.0;9.0;6.0;4.0
1426;35;2011;9331;2687;3967;1958;719;5710;1280;2427;1430;573;3621;1407;1540;528;146;30.0;11.0;11.0;4.0;4.0
1427;35;2012;9015;2598;3860;1848;709;5458;1232;2322;1321;583;3557;1366;1538;527;126;21.0;7.0;9.0;4.0;1.0
1428;35;2013;9092;2651;3925;1840;676;5456;1275;2368;1291;522;3636;1376;1557;549;154;25.0;6.0;10.0;5.0;4.0
1429;35;2014;9103;2677;3909;1788;729;5350;1246;2272;1257;575;3753;1431;1637;531;154;27.0;8.0;12.0;5.0;2.0
1430;36;1950;9094;694;1280;1590;5530;9042;685;1269;1583;5505;52;9;11;7;25;;;;;
1431;36;1951;8710;621;1183;1607;5299;8675;607;1175;1604;5289;35;14;8;3;10;;;;;
1432;36;1952;8275;619;1074;1507;5075;8223;602;1066;1503;5052;52;17;8;4;23;;;;;
1433;36;1953;7969;584;1072;1449;4864;7905;559;1062;1440;4844;64;25;10;9;20;;;;;
1434;36;1954;7730;558;1031;1401;4740;7680;543;1022;1394;4721;50;15;9;7;19;;;;;
1435;36;1955;7281;493;952;1394;4442;7221;474;947;1384;4416;60;19;5;10;26;;;;;
1436;36;1956;8374;581;1135;1564;5094;8324;569;1130;1558;5067;50;12;5;6;27;;;;;
1437;36;1957;8253;610;1164;1589;4890;8205;597;1159;1584;4865;48;13;5;5;25;;;;;
1438;36;1958;8192;582;1215;1606;4789;8160;574;1210;1603;4773;32;8;5;3;16;;;;;
1439;36;1959;8226;626;1224;1663;4713;8162;603;1217;1653;4689;64;23;7;10;24;;;;;
1440;36;1960;7776;548;1158;1517;4553;7718;532;1147;1510;4529;58;16;11;7;24;;;;;
1441;36;1961;7811;588;1187;1614;4422;7767;574;1179;1612;4402;44;14;8;2;20;;;;;
1442;36;1962;7234;510;987;1553;4184;7183;493;980;1549;4161;51;17;7;4;23;;;;;
1443;36;1963;7094;478;1031;1548;4037;7028;458;1023;1539;4008;66;20;8;9;29;;;;;
1444;36;1964;6927;477;1031;1544;3875;6868;457;1022;1537;3852;59;20;9;7;23;;;;;
1445;36;1965;6389;433;989;1456;3511;6332;414;981;1448;3489;57;19;8;8;22;;;;;
1446;36;1966;5806;429;929;1377;3071;5750;407;920;1370;3053;56;22;9;7;18;;;;;
1447;36;1967;5394;441;875;1352;2726;5337;420;866;1346;2705;57;21;9;6;21;;;;;
1448;36;1968;5031;411;879;1216;2525;4968;395;867;1207;2499;63;16;12;9;26;;;;;
1449;36;1969;4816;378;893;1224;2321;4762;363;885;1212;2302;54;15;8;12;19;;;;;
1450;36;1970;4304;368;799;1119;2018;4257;359;792;1112;1994;47;9;7;7;24;;;;;
1451;36;1971;3603;333;734;961;1575;3555;317;729;948;1561;48;16;5;13;14;;;;;
1452;36;1972;2966;350;633;745;1238;2909;334;622;740;1213;57;16;11;5;25;;;;;
1453;36;1973;2387;322;558;588;919;2341;309;552;582;898;46;13;6;6;21;;;;;
1454;36;1974;2084;301;506;525;752;2047;289;501;520;737;37;12;5;5;15;;;;;
1455;36;1975;1864;321;480;457;606;1824;313;473;452;586;40;8;7;5;20;;;;;
1456;36;1976;1806;287;488;405;626;1758;275;478;400;605;48;12;10;5;21;;;;;
1457;36;1977;1712;266;443;458;545;1668;258;437;450;523;44;8;6;8;22;;;;;
1458;36;1978;1638;253;434;407;544;1572;231;424;393;524;66;22;10;14;20;;;;;
1459;36;1979;1766;275;476;456;559;1701;253;465;444;539;65;22;11;12;20;;;;;
1460;36;1980;2011;292;524;552;643;1917;267;498;534;618;94;25;26;18;25;;;;;
1461;36;1981;1974;285;547;514;628;1853;252;514;492;595;121;33;33;22;33;;;;;
1462;36;1982;2317;375;598;636;708;2170;309;575;607;679;147;66;23;29;29;;;;;
1463;36;1983;2599;429;732;705;733;2411;347;679;679;706;188;82;53;26;27;;;;;
1464;36;1984;2685;471;731;732;751;2460;377;673;691;719;225;94;58;41;32;;;;;
1465;36;1985;2808;486;811;756;755;2552;390;750;704;708;256;96;61;52;47;;;;;
1466;36;1986;3127;631;936;798;762;2796;489;842;742;723;331;142;94;56;39;;;;;
1467;36;1987;3359;734;980;813;832;2987;567;871;754;795;372;167;109;59;37;;;;;
1468;36;1988;3545;824;1103;824;794;3088;624;979;749;736;457;200;124;75;58;;;;;
1469;36;1989;3923;890;1298;913;822;3405;677;1122;836;770;518;213;176;77;52;;;;;
1470;36;1990;4408;1106;1394;1046;862;3857;858;1235;952;812;551;248;159;94;50;;;;;
1471;36;1991;4841;1179;1609;1179;874;4170;898;1389;1068;815;671;281;220;111;59;;;;;
1472;36;1992;5053;1179;1764;1184;926;4309;851;1539;1067;852;744;328;225;117;74;;;;;
1473;36;1993;5543;1351;1960;1323;909;4709;989;1670;1197;853;834;362;290;126;56;;;;;
1474;36;1994;5791;1391;2130;1337;933;4871;1018;1800;1209;844;920;373;330;128;89;;;;;
1475;36;1995;6053;1563;2316;1296;878;5105;1173;1975;1152;805;948;390;341;144;73;31.0;24.0;2.0;3.0;2.0
1476;36;1996;6169;1553;2282;1433;901;5062;1047;1907;1288;820;1107;506;375;145;81;34.0;23.0;8.0;0.0;3.0
1477;36;1997;6570;1722;2517;1469;862;5265;1147;2056;1296;766;1305;575;461;173;96;37.0;19.0;6.0;7.0;5.0
1478;36;1998;7215;1948;2713;1617;937;5745;1265;2224;1423;833;1470;683;489;194;104;52.0;24.0;15.0;10.0;3.0
1479;36;1999;7471;1965;2941;1656;909;5847;1241;2347;1462;797;1624;724;594;194;112;58.0;21.0;17.0;6.0;14.0
1480;36;2000;8079;2107;3230;1767;975;6171;1269;2517;1539;846;1908;838;713;228;129;51.0;19.0;17.0;9.0;6.0
1481;36;2001;8352;2149;3428;1818;957;6274;1301;2604;1537;832;2078;848;824;281;125;39.0;15.0;12.0;7.0;5.0
1482;36;2002;8209;2152;3305;1890;862;6005;1263;2440;1572;730;2204;889;865;318;132;50.0;28.0;12.0;8.0;2.0
1483;36;2003;8717;2259;3584;1999;875;6194;1254;2561;1653;726;2523;1005;1023;346;149;54.0;24.0;19.0;5.0;6.0
1484;36;2004;8749;2324;3615;1962;848;6115;1297;2541;1568;709;2634;1027;1074;394;139;51.0;19.0;14.0;12.0;6.0
1485;36;2005;8912;2400;3721;1972;819;5945;1221;2468;1565;691;2967;1179;1253;407;128;70.0;24.0;31.0;10.0;5.0
1486;36;2006;9160;2511;3809;1998;842;5952;1254;2462;1527;709;3208;1257;1347;471;133;29.0;8.0;10.0;6.0;5.0
1487;36;2007;8938;2418;3673;2029;818;5649;1154;2281;1535;679;3289;1264;1392;494;139;50.0;19.0;20.0;7.0;4.0
1488;36;2008;8845;2372;3652;1951;870;5511;1143;2238;1419;711;3334;1229;1414;532;159;37.0;11.0;16.0;9.0;1.0
1489;36;2009;8701;2428;3559;1910;804;5216;1090;2132;1341;653;3485;1338;1427;569;151;23.0;11.0;4.0;5.0;3.0
1490;36;2010;8135;2208;3331;1855;741;5034;1054;2037;1343;600;3101;1154;1294;512;141;29.0;8.0;8.0;3.0;10.0
1491;36;2011;7683;2215;3140;1602;726;4649;1028;1890;1157;574;3034;1187;1250;445;152;34.0;11.0;13.0;8.0;2.0
1492;36;2012;7284;2039;3016;1550;679;4328;923;1767;1105;533;2956;1116;1249;445;146;31.0;10.0;9.0;7.0;5.0
1493;36;2013;7109;2054;2949;1493;613;4223;957;1735;1037;494;2886;1097;1214;456;119;22.0;8.0;8.0;2.0;4.0
1494;36;2014;7560;2101;3122;1633;704;4373;921;1777;1127;548;3187;1180;1345;506;156;22.0;9.0;3.0;2.0;8.0
1495;37;1950;8186;505;1088;1377;5216;8134;497;1076;1366;5195;52;8;12;11;21;;;;;
1496;37;1951;7851;516;891;1323;5121;7805;499;886;1319;5101;46;17;5;4;20;;;;;
1497;37;1952;7695;542;885;1225;5043;7643;524;877;1220;5022;52;18;8;5;21;;;;;
1498;37;1953;7224;442;872;1219;4691;7182;431;867;1211;4673;42;11;5;8;18;;;;;
1499;37;1954;6934;421;878;1139;4496;6887;404;868;1133;4482;47;17;10;6;14;;;;;
1500;37;1955;6663;429;831;1134;4269;6629;420;823;1129;4257;34;9;8;5;12;;;;;
1501;37;1956;6265;380;730;1069;4086;6222;365;724;1062;4071;43;15;6;7;15;;;;;
1502;37;1957;7117;409;952;1250;4506;7063;394;946;1245;4478;54;15;6;5;28;;;;;
1503;37;1958;7122;480;895;1243;4504;7069;466;888;1239;4476;53;14;7;4;28;;;;;
1504;37;1959;7142;484;946;1235;4477;7090;463;944;1228;4455;52;21;2;7;22;;;;;
1505;37;1960;6999;399;1000;1299;4301;6951;392;984;1296;4279;48;7;16;3;22;;;;;
1506;37;1961;6809;434;922;1236;4217;6758;424;913;1230;4191;51;10;9;6;26;;;;;
1507;37;1962;6426;423;806;1318;3879;6370;409;802;1308;3851;56;14;4;10;28;;;;;
1508;37;1963;6137;384;813;1223;3717;6091;373;806;1215;3697;46;11;7;8;20;;;;;
1509;37;1964;5968;392;808;1219;3549;5920;381;799;1212;3528;48;11;9;7;21;;;;;
1510;37;1965;5539;366;781;1161;3231;5472;352;769;1150;3201;67;14;12;11;30;;;;;
1511;37;1966;4788;348;698;1049;2693;4740;337;688;1042;2673;48;11;10;7;20;;;;;
1512;37;1967;4602;374;677;1068;2483;4549;362;668;1061;2458;53;12;9;7;25;;;;;
1513;37;1968;4259;349;671;952;2287;4207;338;661;945;2263;52;11;10;7;24;;;;;
1514;37;1969;4092;351;676;923;2142;4025;332;668;912;2113;67;19;8;11;29;;;;;
1515;37;1970;3625;295;588;838;1904;3580;286;581;831;1882;45;9;7;7;22;;;;;
1516;37;1971;3043;273;545;716;1509;2975;256;534;703;1482;68;17;11;13;27;;;;;
1517;37;1972;2422;254;447;597;1124;2382;243;445;593;1101;40;11;2;4;23;;;;;
1518;37;1973;1986;242;416;425;903;1939;231;410;417;881;47;11;6;8;22;;;;;
1519;37;1974;1657;178;377;409;693;1608;170;369;401;668;49;8;8;8;25;;;;;
1520;37;1975;1518;197;376;381;564;1475;188;368;373;546;43;9;8;8;18;;;;;
1521;37;1976;1337;187;374;312;464;1287;178;366;302;441;50;9;8;10;23;;;;;
1522;37;1977;1394;227;339;300;528;1354;219;331;292;512;40;8;8;8;16;;;;;
1523;37;1978;1262;189;331;305;437;1219;178;324;294;423;43;11;7;11;14;;;;;
1524;37;1979;1262;214;334;279;435;1208;203;320;268;417;54;11;14;11;18;;;;;
1525;37;1980;1406;201;332;317;556;1325;178;315;301;531;81;23;17;16;25;;;;;
1526;37;1981;1460;197;373;335;555;1369;173;348;318;530;91;24;25;17;25;;;;;
1527;37;1982;1482;222;370;363;527;1390;193;347;346;504;92;29;23;17;23;;;;;
1528;37;1983;1644;287;397;426;534;1510;236;369;398;507;134;51;28;28;27;;;;;
1529;37;1984;2001;337;518;495;651;1827;266;479;465;617;174;71;39;30;34;;;;;
1530;37;1985;2092;361;573;520;638;1861;281;512;473;595;231;80;61;47;43;;;;;
1531;37;1986;2194;406;588;549;651;1975;313;533;507;622;219;93;55;42;29;;;;;
1532;37;1987;2406;470;671;583;682;2125;347;596;534;648;281;123;75;49;34;;;;;
1533;37;1988;2494;566;737;531;660;2145;413;625;478;629;349;153;112;53;31;;;;;
1534;37;1989;2807;632;891;571;713;2401;457;770;522;652;406;175;121;49;61;;;;;
1535;37;1990;3111;727;947;701;736;2655;530;802;636;687;456;197;145;65;49;;;;;
1536;37;1991;3389;797;1128;739;725;2859;577;951;654;677;530;220;177;85;48;;;;;
1537;37;1992;3659;843;1267;793;756;3116;628;1062;717;709;543;215;205;76;47;;;;;
1538;37;1993;3889;945;1325;891;728;3243;678;1116;775;674;646;267;209;116;54;;;;;
1539;37;1994;4068;1003;1474;856;735;3324;704;1211;736;673;744;299;263;120;62;;;;;
1540;37;1995;4283;978;1608;969;728;3539;698;1352;828;661;744;280;256;141;67;37.0;25.0;8.0;2.0;2.0
1541;37;1996;4592;1172;1665;1016;739;3730;797;1360;893;680;862;375;305;123;59;51.0;18.0;13.0;10.0;10.0
1542;37;1997;4784;1295;1683;1062;744;3776;838;1364;902;672;1008;457;319;160;72;34.0;18.0;4.0;7.0;5.0
1543;37;1998;5098;1285;1865;1187;761;4017;810;1500;1019;688;1081;475;365;168;73;34.0;15.0;5.0;7.0;7.0
1544;37;1999;5435;1417;2014;1210;794;4147;867;1558;1024;698;1288;550;456;186;96;38.0;21.0;10.0;5.0;2.0
1545;37;2000;5934;1493;2232;1369;840;4447;887;1688;1151;721;1487;606;544;218;119;49.0;18.0;9.0;12.0;10.0
1546;37;2001;6080;1545;2274;1440;821;4483;892;1673;1201;717;1597;653;601;239;104;48.0;19.0;10.0;10.0;9.0
1547;37;2002;6226;1555;2436;1409;826;4462;855;1789;1122;696;1764;700;647;287;130;53.0;30.0;11.0;9.0;3.0
1548;37;2003;6429;1625;2529;1484;791;4516;917;1750;1187;662;1913;708;779;297;129;47.0;17.0;13.0;5.0;12.0
1549;37;2004;6356;1630;2556;1418;752;4376;873;1737;1139;627;1980;757;819;279;125;46.0;15.0;15.0;10.0;6.0
1550;37;2005;6370;1697;2579;1394;700;4209;859;1705;1061;584;2161;838;874;333;116;49.0;28.0;8.0;5.0;8.0
1551;37;2006;6778;1748;2706;1511;813;4440;896;1693;1173;678;2338;852;1013;338;135;47.0;18.0;17.0;6.0;6.0
1552;37;2007;7160;1916;2879;1592;773;4458;883;1786;1149;640;2702;1033;1093;443;133;31.0;12.0;10.0;5.0;4.0
1553;37;2008;7020;1858;2886;1503;773;4253;876;1714;1054;609;2767;982;1172;449;164;21.0;6.0;8.0;5.0;2.0
1554;37;2009;6980;1895;2716;1586;783;3984;806;1527;1066;585;2996;1089;1189;520;198;31.0;10.0;11.0;7.0;3.0
1555;37;2010;6533;1754;2563;1498;718;3940;834;1436;1075;595;2593;920;1127;423;123;38.0;14.0;10.0;12.0;2.0
1556;37;2011;6166;1728;2372;1344;722;3706;800;1396;937;573;2460;928;976;407;149;22.0;9.0;8.0;3.0;2.0
1557;37;2012;5944;1628;2432;1199;685;3504;738;1401;826;539;2440;890;1031;373;146;19.0;5.0;7.0;4.0;3.0
1558;37;2013;5623;1620;2236;1186;581;3217;696;1255;826;440;2406;924;981;360;141;25.0;8.0;7.0;6.0;4.0
1559;37;2014;5853;1542;2444;1226;641;3331;657;1363;821;490;2522;885;1081;405;151;19.0;3.0;10.0;4.0;2.0
1560;38;1950;6898;455;801;1058;4584;6848;442;796;1052;4558;50;13;5;6;26;;;;;
1561;38;1951;7033;436;759;1035;4803;6975;422;751;1026;4776;58;14;8;9;27;;;;;
1562;38;1952;6912;392;792;1027;4701;6871;379;784;1023;4685;41;13;8;4;16;;;;;
1563;38;1953;6622;342;722;1022;4536;6587;333;719;1018;4517;35;9;3;4;19;;;;;
1564;38;1954;6101;321;646;943;4191;6065;313;641;936;4175;36;8;5;7;16;;;;;
1565;38;1955;5951;358;605;929;4059;5905;349;600;920;4036;46;9;5;9;23;;;;;
1566;38;1956;5699;292;617;864;3926;5663;285;611;854;3913;36;7;6;10;13;;;;;
1567;38;1957;5371;288;533;822;3728;5337;281;531;816;3709;34;7;2;6;19;;;;;
1568;38;1958;6165;349;631;976;4209;6124;339;624;971;4190;41;10;7;5;19;;;;;
1569;38;1959;6147;333;688;996;4130;6093;321;681;991;4100;54;12;7;5;30;;;;;
1570;38;1960;6029;382;702;979;3966;5988;371;692;978;3947;41;11;10;1;19;;;;;
1571;38;1961;5983;359;672;1012;3940;5925;348;665;1006;3906;58;11;7;6;34;;;;;
1572;38;1962;5581;323;632;924;3702;5548;318;627;916;3687;33;5;5;8;15;;;;;
1573;38;1963;5275;315;615;911;3434;5221;303;609;904;3405;54;12;6;7;29;;;;;
1574;38;1964;5045;319;611;889;3226;4990;307;602;883;3198;55;12;9;6;28;;;;;
1575;38;1965;4516;289;574;818;2835;4471;279;568;812;2812;45;10;6;6;23;;;;;
1576;38;1966;4043;287;539;769;2448;4008;278;533;765;2432;35;9;6;4;16;;;;;
1577;38;1967;3792;302;513;769;2208;3756;294;507;765;2190;36;8;6;4;18;;;;;
1578;38;1968;3442;280;499;677;1986;3398;270;491;671;1966;44;10;8;6;20;;;;;
1579;38;1969;3375;269;492;698;1916;3324;259;482;692;1891;51;10;10;6;25;;;;;
1580;38;1970;3099;257;506;682;1654;3046;244;500;676;1626;53;13;6;6;28;;;;;
1581;38;1971;2534;239;375;569;1351;2493;229;366;564;1334;41;10;9;5;17;;;;;
1582;38;1972;1958;205;320;426;1007;1921;199;315;420;987;37;6;5;6;20;;;;;
1583;38;1973;1712;188;354;366;804;1663;180;342;362;779;49;8;12;4;25;;;;;
1584;38;1974;1317;158;277;269;613;1282;148;272;258;604;35;10;5;11;9;;;;;
1585;38;1975;1141;142;277;247;475;1106;137;274;239;456;35;5;3;8;19;;;;;
1586;38;1976;1085;162;230;217;476;1039;148;227;207;457;46;14;3;10;19;;;;;
1587;38;1977;992;130;228;188;446;952;117;218;184;433;40;13;10;4;13;;;;;
1588;38;1978;1007;154;222;206;425;954;142;214;194;404;53;12;8;12;21;;;;;
1589;38;1979;962;143;234;190;395;921;132;225;181;383;41;11;9;9;12;;;;;
1590;38;1980;987;129;220;219;419;936;111;210;213;402;51;18;10;6;17;;;;;
1591;38;1981;986;147;201;201;437;924;133;189;185;417;62;14;12;16;20;;;;;
1592;38;1982;1123;135;246;261;481;1045;113;229;243;460;78;22;17;18;21;;;;;
1593;38;1983;1130;168;239;267;456;1043;140;221;250;432;87;28;18;17;24;;;;;
1594;38;1984;1326;214;323;307;482;1197;157;293;290;457;129;57;30;17;25;;;;;
1595;38;1985;1546;261;369;360;556;1386;205;321;339;521;160;56;48;21;35;;;;;
1596;38;1986;1594;299;409;353;533;1380;226;348;310;496;214;73;61;43;37;;;;;
1597;38;1987;1711;350;451;369;541;1488;272;387;326;503;223;78;64;43;38;;;;;
1598;38;1988;1853;389;487;377;600;1632;288;433;338;573;221;101;54;39;27;;;;;
1599;38;1989;1955;416;582;412;545;1644;299;483;356;506;311;117;99;56;39;;;;;
1600;38;1990;2176;475;684;456;561;1848;328;594;400;526;328;147;90;56;35;;;;;
1601;38;1991;2442;552;776;490;624;2038;376;650;434;578;404;176;126;56;46;;;;;
1602;38;1992;2619;624;816;557;622;2183;442;690;477;574;436;182;126;80;48;;;;;
1603;38;1993;2708;654;899;560;595;2256;482;752;487;535;452;172;147;73;60;;;;;
1604;38;1994;2816;645;955;593;623;2302;441;795;503;563;514;204;160;90;60;;;;;
1605;38;1995;3057;719;1102;665;571;2451;494;912;555;490;606;225;190;110;81;21.0;10.0;5.0;4.0;2.0
1606;38;1996;3101;741;1091;677;592;2449;488;881;562;518;652;253;210;115;74;41.0;16.0;12.0;7.0;6.0
1607;38;1997;3379;843;1248;678;610;2589;530;956;569;534;790;313;292;109;76;34.0;16.0;9.0;2.0;7.0
1608;38;1998;3582;901;1243;806;632;2663;506;928;671;558;919;395;315;135;74;24.0;8.0;5.0;6.0;5.0
1609;38;1999;3790;926;1372;863;629;2835;560;1040;711;524;955;366;332;152;105;37.0;12.0;14.0;2.0;9.0
1610;38;2000;4194;1027;1488;950;729;3088;586;1095;772;635;1106;441;393;178;94;25.0;9.0;11.0;2.0;3.0
1611;38;2001;4401;1092;1647;990;672;3145;597;1201;782;565;1256;495;446;208;107;35.0;12.0;9.0;7.0;7.0
1612;38;2002;4584;1085;1724;1088;687;3194;604;1205;833;552;1390;481;519;255;135;29.0;16.0;8.0;3.0;2.0
1613;38;2003;4612;1184;1736;1040;652;3220;649;1209;812;550;1392;535;527;228;102;41.0;12.0;13.0;8.0;8.0
1614;38;2004;4719;1259;1744;1040;676;3123;645;1116;797;565;1596;614;628;243;111;26.0;7.0;7.0;6.0;6.0
1615;38;2005;4661;1141;1849;1049;622;3029;555;1183;785;506;1632;586;666;264;116;27.0;10.0;9.0;2.0;6.0
1616;38;2006;4799;1244;1887;1011;657;3038;579;1199;740;520;1761;665;688;271;137;23.0;5.0;9.0;6.0;3.0
