ID;LeeftijdMoeder;Perioden;TotaalLevendgeborenen_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKinderen_5;TotaalUitGehuwdeMoeders_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKinderen_10;TotaalUitNietGehuwdeMoeders_11;k_1eKind_12;k_2eKind_13;k_3eKind_14;k_4eOfVolgendeKinderen_15;TotaalDoodgeborenen24_16;k_1eKind_17;k_2eKind_18;k_3eKind_19;k_4eOfVolgendeKinderen_20
1617;38;2007;4990;1269;2018;1068;635;3062;580;1235;746;501;1928;689;783;322;134;33.0;10.0;9.0;11.0;3.0
1618;38;2008;5325;1339;2102;1169;715;3173;556;1258;788;571;2152;783;844;381;144;24.0;11.0;8.0;3.0;2.0
1619;38;2009;5384;1420;2038;1228;698;3097;607;1118;834;538;2287;813;920;394;160;29.0;10.0;7.0;6.0;6.0
1620;38;2010;5201;1432;1979;1155;635;3107;679;1138;796;494;2094;753;841;359;141;20.0;5.0;5.0;7.0;3.0
1621;38;2011;4879;1352;1890;1000;637;2853;605;1042;697;509;2026;747;848;303;128;22.0;12.0;3.0;3.0;4.0
1622;38;2012;4486;1250;1758;928;550;2552;569;982;584;417;1934;681;776;344;133;21.0;8.0;4.0;7.0;2.0
1623;38;2013;4314;1194;1723;864;533;2503;520;972;601;410;1811;674;751;263;123;19.0;5.0;4.0;7.0;3.0
1624;38;2014;4381;1199;1725;903;554;2428;520;913;588;407;1953;679;812;315;147;16.0;9.0;2.0;4.0;1.0
1625;39;1950;5890;334;662;841;4053;5854;324;659;838;4033;36;10;3;3;20;;;;;
1626;39;1951;5830;343;568;752;4167;5776;334;558;746;4138;54;9;10;6;29;;;;;
1627;39;1952;5924;329;550;761;4284;5880;315;543;757;4265;44;14;7;4;19;;;;;
1628;39;1953;5712;301;498;818;4095;5682;294;495;813;4080;30;7;3;5;15;;;;;
1629;39;1954;5671;258;501;822;4090;5639;252;496;819;4072;32;6;5;3;18;;;;;
1630;39;1955;5241;246;495;700;3800;5203;240;489;696;3778;38;6;6;4;22;;;;;
1631;39;1956;5054;249;447;677;3681;5029;246;443;671;3669;25;3;4;6;12;;;;;
1632;39;1957;4800;263;438;645;3454;4759;257;430;640;3432;41;6;8;5;22;;;;;
1633;39;1958;4443;226;408;605;3204;4413;216;404;602;3191;30;10;4;3;13;;;;;
1634;39;1959;5235;256;495;785;3699;5200;246;491;778;3685;35;10;4;7;14;;;;;
1635;39;1960;5038;237;547;764;3490;4991;227;542;756;3466;47;10;5;8;24;;;;;
1636;39;1961;5019;239;490;750;3540;4988;227;486;745;3530;31;12;4;5;10;;;;;
1637;39;1962;4814;271;442;755;3346;4764;263;435;744;3322;50;8;7;11;24;;;;;
1638;39;1963;4576;232;442;732;3170;4525;223;437;723;3142;51;9;5;9;28;;;;;
1639;39;1964;4249;229;425;697;2898;4206;221;419;690;2876;43;8;6;7;22;;;;;
1640;39;1965;3755;207;394;632;2522;3715;201;389;626;2499;40;6;5;6;23;;;;;
1641;39;1966;3405;213;377;604;2211;3353;205;369;597;2182;52;8;8;7;29;;;;;
1642;39;1967;3040;215;343;574;1908;3004;210;339;570;1885;36;5;4;4;23;;;;;
1643;39;1968;2783;201;341;507;1734;2754;198;337;503;1716;29;3;4;4;18;;;;;
1644;39;1969;2762;189;354;542;1677;2720;183;349;535;1653;42;6;5;7;24;;;;;
1645;39;1970;2434;189;337;475;1433;2389;182;333;468;1406;45;7;4;7;27;;;;;
1646;39;1971;2024;164;276;387;1197;1992;158;271;383;1180;32;6;5;4;17;;;;;
1647;39;1972;1682;171;275;317;919;1652;163;274;314;901;30;8;1;3;18;;;;;
1648;39;1973;1311;131;233;235;712;1279;123;228;228;700;32;8;5;7;12;;;;;
1649;39;1974;1031;113;182;214;522;1000;106;176;208;510;31;7;6;6;12;;;;;
1650;39;1975;899;114;182;167;436;875;110;178;163;424;24;4;4;4;12;;;;;
1651;39;1976;791;109;175;139;368;759;104;170;133;352;32;5;5;6;16;;;;;
1652;39;1977;752;105;157;142;348;730;101;154;137;338;22;4;3;5;10;;;;;
1653;39;1978;682;94;156;130;302;647;88;150;123;286;35;6;6;7;16;;;;;
1654;39;1979;790;102;141;174;373;755;99;133;167;356;35;3;8;7;17;;;;;
1655;39;1980;728;100;147;129;352;683;91;139;121;332;45;9;8;8;20;;;;;
1656;39;1981;777;103;139;148;387;724;83;131;140;370;53;20;8;8;17;;;;;
1657;39;1982;775;105;139;152;379;716;90;128;136;362;59;15;11;16;17;;;;;
1658;39;1983;796;113;161;168;354;729;88;147;159;335;67;25;14;9;19;;;;;
1659;39;1984;814;119;166;174;355;737;93;153;160;331;77;26;13;14;24;;;;;
1660;39;1985;960;147;173;222;418;868;126;152;200;390;92;21;21;22;28;;;;;
1661;39;1986;1201;238;254;254;455;1053;177;224;221;431;148;61;30;33;24;;;;;
1662;39;1987;1168;238;262;205;463;1026;188;227;176;435;142;50;35;29;28;;;;;
1663;39;1988;1216;258;299;235;424;1055;196;257;206;396;161;62;42;29;28;;;;;
1664;39;1989;1407;314;337;256;500;1192;226;282;219;465;215;88;55;37;35;;;;;
1665;39;1990;1450;312;440;264;434;1195;201;367;224;403;255;111;73;40;31;;;;;
1666;39;1991;1580;365;453;314;448;1312;259;373;270;410;268;106;80;44;38;;;;;
1667;39;1992;1817;404;542;359;512;1484;286;436;299;463;333;118;106;60;49;;;;;
1668;39;1993;1876;459;582;378;457;1535;326;473;313;423;341;133;109;65;34;;;;;
1669;39;1994;1917;475;591;377;474;1533;315;477;313;428;384;160;114;64;46;;;;;
1670;39;1995;1988;492;673;370;453;1551;326;524;307;394;437;166;149;63;59;15.0;8.0;5.0;0.0;2.0
1671;39;1996;2124;531;708;444;441;1649;345;552;373;379;475;186;156;71;62;20.0;10.0;6.0;3.0;1.0
1672;39;1997;2253;553;767;482;451;1682;336;581;388;377;571;217;186;94;74;26.0;11.0;3.0;10.0;2.0
1673;39;1998;2414;650;830;493;441;1768;370;616;408;374;646;280;214;85;67;20.0;5.0;7.0;3.0;5.0
1674;39;1999;2598;679;901;527;491;1892;360;685;425;422;706;319;216;102;69;24.0;11.0;4.0;2.0;7.0
1675;39;2000;2858;709;986;591;572;2058;383;727;469;479;800;326;259;122;93;35.0;12.0;11.0;4.0;8.0
1676;39;2001;2964;742;1071;614;537;2053;423;740;449;441;911;319;331;165;96;34.0;11.0;11.0;6.0;6.0
1677;39;2002;3116;779;1136;648;553;2115;412;762;485;456;1001;367;374;163;97;29.0;15.0;6.0;2.0;6.0
1678;39;2003;3316;818;1222;748;528;2229;449;806;554;420;1087;369;416;194;108;27.0;7.0;9.0;7.0;4.0
1679;39;2004;3306;827;1255;709;515;2215;429;835;532;419;1091;398;420;177;96;20.0;4.0;11.0;4.0;1.0
1680;39;2005;3326;841;1251;664;570;2142;420;796;472;454;1184;421;455;192;116;23.0;8.0;6.0;4.0;5.0
1681;39;2006;3413;867;1272;731;543;2110;412;769;503;426;1303;455;503;228;117;23.0;8.0;7.0;4.0;4.0
1682;39;2007;3419;829;1301;772;517;2044;376;749;509;410;1375;453;552;263;107;19.0;8.0;4.0;4.0;3.0
1683;39;2008;3717;969;1434;773;541;2176;419;836;516;405;1541;550;598;257;136;23.0;7.0;9.0;4.0;3.0
1684;39;2009;3882;998;1468;830;586;2182;419;782;543;438;1700;579;686;287;148;22.0;10.0;6.0;2.0;4.0
1685;39;2010;3918;1090;1424;856;548;2319;486;843;584;406;1599;604;581;272;142;20.0;5.0;8.0;4.0;3.0
1686;39;2011;3674;972;1340;799;563;2106;409;737;516;444;1568;563;603;283;119;16.0;4.0;4.0;3.0;5.0
1687;39;2012;3466;963;1338;712;453;1933;392;721;473;347;1533;571;617;239;106;17.0;6.0;7.0;3.0;1.0
1688;39;2013;3380;955;1343;654;428;1894;414;744;416;320;1486;541;599;238;108;14.0;6.0;5.0;3.0;0.0
1689;39;2014;3221;872;1188;672;489;1801;381;630;419;371;1420;491;558;253;118;9.0;3.0;3.0;2.0;1.0
1690;40;1950;5023;240;451;654;3678;4993;233;448;653;3659;30;7;3;1;19;;;;;
1691;40;1951;4793;238;433;609;3513;4762;233;431;601;3497;31;5;2;8;16;;;;;
1692;40;1952;4825;221;418;571;3615;4802;218;414;566;3604;23;3;4;5;11;;;;;
1693;40;1953;4825;214;408;592;3611;4799;208;404;589;3598;26;6;4;3;13;;;;;
1694;40;1954;4642;195;377;536;3534;4611;189;373;530;3519;31;6;4;6;15;;;;;
1695;40;1955;4425;211;328;550;3336;4393;204;324;547;3318;32;7;4;3;18;;;;;
1696;40;1956;4209;203;315;554;3137;4176;200;312;549;3115;33;3;3;5;22;;;;;
1697;40;1957;4029;168;318;495;3048;3992;160;308;491;3033;37;8;10;4;15;;;;;
1698;40;1958;3859;153;287;490;2929;3832;147;285;485;2915;27;6;2;5;14;;;;;
1699;40;1959;3598;163;284;470;2681;3566;155;281;461;2669;32;8;3;9;12;;;;;
1700;40;1960;4074;208;310;539;3017;4033;198;302;535;2998;41;10;8;4;19;;;;;
1701;40;1961;3972;165;357;519;2931;3932;156;348;516;2912;40;9;9;3;19;;;;;
1702;40;1962;3818;193;317;500;2808;3772;187;312;494;2779;46;6;5;6;29;;;;;
1703;40;1963;3691;183;323;492;2693;3657;177;320;486;2674;34;6;3;6;19;;;;;
1704;40;1964;3447;181;345;473;2448;3415;175;339;468;2433;32;6;6;5;15;;;;;
1705;40;1965;3020;162;285;452;2121;2998;158;282;449;2109;22;4;3;3;12;;;;;
1706;40;1966;2776;168;301;429;1878;2733;159;297;424;1853;43;9;4;5;25;;;;;
1707;40;1967;2539;149;284;414;1692;2486;137;276;409;1664;53;12;8;5;28;;;;;
1708;40;1968;2163;158;244;350;1411;2130;152;238;345;1395;33;6;6;5;16;;;;;
1709;40;1969;2057;143;242;362;1310;2023;138;239;354;1292;34;5;3;8;18;;;;;
1710;40;1970;1861;143;214;307;1197;1827;133;211;303;1180;34;10;3;4;17;;;;;
1711;40;1971;1650;124;202;320;1004;1616;119;199;315;983;34;5;3;5;21;;;;;
1712;40;1972;1251;115;195;237;704;1239;112;194;235;698;12;3;1;2;6;;;;;
1713;40;1973;980;106;141;166;567;959;104;139;163;553;21;2;2;3;14;;;;;
1714;40;1974;767;91;126;132;418;753;88;125;130;410;14;3;1;2;8;;;;;
1715;40;1975;644;75;124;101;344;622;72;120;98;332;22;3;4;3;12;;;;;
1716;40;1976;583;79;110;116;278;563;76;105;113;269;20;3;5;3;9;;;;;
1717;40;1977;577;59;101;90;327;549;57;98;85;309;28;2;3;5;18;;;;;
1718;40;1978;505;62;81;89;273;487;58;79;85;265;18;4;2;4;8;;;;;
1719;40;1979;482;66;86;78;252;458;60;83;75;240;24;6;3;3;12;;;;;
1720;40;1980;580;71;99;91;319;547;59;96;83;309;33;12;3;8;10;;;;;
1721;40;1981;502;53;96;94;259;467;45;91;87;244;35;8;5;7;15;;;;;
1722;40;1982;530;57;107;81;285;488;46;93;75;274;42;11;14;6;11;;;;;
1723;40;1983;486;63;75;89;259;444;53;71;78;242;42;10;4;11;17;;;;;
1724;40;1984;530;75;96;90;269;462;57;83;72;250;68;18;13;18;19;;;;;
1725;40;1985;565;71;102;135;257;494;50;90;115;239;71;21;12;20;18;;;;;
1726;40;1986;687;102;183;135;267;609;81;157;117;254;78;21;26;18;13;;;;;
1727;40;1987;808;174;180;141;313;690;130;146;122;292;118;44;34;19;21;;;;;
1728;40;1988;829;161;183;163;322;702;115;155;133;299;127;46;28;30;23;;;;;
1729;40;1989;877;181;192;157;347;739;125;157;131;326;138;56;35;26;21;;;;;
1730;40;1990;937;178;228;165;366;798;124;192;140;342;139;54;36;25;24;;;;;
1731;40;1991;1055;214;295;163;383;877;159;233;138;347;178;55;62;25;36;;;;;
1732;40;1992;1119;282;322;196;319;892;178;261;157;296;227;104;61;39;23;;;;;
1733;40;1993;1201;280;330;218;373;985;197;271;184;333;216;83;59;34;40;;;;;
1734;40;1994;1276;327;359;243;347;989;202;276;192;319;287;125;83;51;28;;;;;
1735;40;1995;1323;300;422;245;356;1012;188;319;187;318;311;112;103;58;38;6.0;3.0;2.0;0.0;1.0
1736;40;1996;1274;327;416;221;310;962;199;308;175;280;312;128;108;46;30;6.0;4.0;2.0;0.0;0.0
1737;40;1997;1446;337;440;343;326;1041;181;332;260;268;405;156;108;83;58;17.0;7.0;2.0;2.0;6.0
1738;40;1998;1601;433;534;292;342;1153;237;393;227;296;448;196;141;65;46;18.0;9.0;5.0;4.0;0.0
1739;40;1999;1767;487;560;339;381;1262;272;402;270;318;505;215;158;69;63;17.0;7.0;4.0;3.0;3.0
1740;40;2000;1871;454;646;373;398;1279;236;448;269;326;592;218;198;104;72;13.0;2.0;3.0;0.0;8.0
1741;40;2001;1859;496;631;354;378;1269;260;441;263;305;590;236;190;91;73;18.0;5.0;3.0;3.0;7.0
1742;40;2002;2033;519;722;397;395;1364;277;492;284;311;669;242;230;113;84;13.0;8.0;1.0;1.0;3.0
1743;40;2003;2012;536;667;409;400;1323;284;437;275;327;689;252;230;134;73;22.0;6.0;9.0;4.0;3.0
1744;40;2004;2225;567;796;454;408;1420;276;517;313;314;805;291;279;141;94;24.0;10.0;7.0;3.0;4.0
1745;40;2005;2247;593;779;445;430;1381;299;469;289;324;866;294;310;156;106;14.0;3.0;4.0;2.0;5.0
1746;40;2006;2163;575;749;451;388;1334;251;460;304;319;829;324;289;147;69;16.0;8.0;5.0;1.0;2.0
1747;40;2007;2259;598;805;427;429;1298;257;445;265;331;961;341;360;162;98;12.0;5.0;2.0;1.0;4.0
1748;40;2008;2326;580;848;485;413;1362;241;490;310;321;964;339;358;175;92;13.0;4.0;3.0;2.0;4.0
1749;40;2009;2495;698;871;512;414;1389;296;461;306;326;1106;402;410;206;88;13.0;4.0;2.0;3.0;4.0
1750;40;2010;2706;778;917;581;430;1570;358;500;377;335;1136;420;417;204;95;8.0;2.0;4.0;1.0;1.0
1751;40;2011;2628;740;976;510;402;1476;310;548;304;314;1152;430;428;206;88;14.0;6.0;3.0;1.0;4.0
1752;40;2012;2493;694;881;480;438;1434;282;522;295;335;1059;412;359;185;103;20.0;6.0;6.0;6.0;2.0
1753;40;2013;2267;687;769;448;363;1282;307;408;280;287;985;380;361;168;76;16.0;8.0;2.0;1.0;5.0
1754;40;2014;2337;655;821;478;383;1288;285;447;277;279;1049;370;374;201;104;8.0;6.0;1.0;0.0;1.0
1755;41;1950;4031;185;355;405;3086;4004;180;354;403;3067;27;5;1;2;19;;;;;
1756;41;1951;3808;159;304;435;2910;3782;152;302;430;2898;26;7;2;5;12;;;;;
1757;41;1952;3807;169;277;443;2918;3772;164;270;436;2902;35;5;7;7;16;;;;;
1758;41;1953;3727;146;303;410;2868;3696;142;293;407;2854;31;4;10;3;14;;;;;
1759;41;1954;3660;151;283;376;2850;3633;147;280;371;2835;27;4;3;5;15;;;;;
1760;41;1955;3590;130;239;360;2861;3567;124;236;357;2850;23;6;3;3;11;;;;;
1761;41;1956;3424;136;196;362;2730;3399;129;194;360;2716;25;7;2;2;14;;;;;
1762;41;1957;3247;115;244;360;2528;3228;111;238;358;2521;19;4;6;2;7;;;;;
1763;41;1958;2993;112;208;334;2339;2968;110;203;327;2328;25;2;5;7;11;;;;;
1764;41;1959;2971;122;201;381;2267;2960;120;200;378;2262;11;2;1;3;5;;;;;
1765;41;1960;2675;121;165;328;2061;2659;118;164;326;2051;16;3;1;2;10;;;;;
1766;41;1961;3139;136;229;359;2415;3107;131;228;355;2393;32;5;1;4;22;;;;;
1767;41;1962;3021;104;223;395;2299;2987;102;219;390;2276;34;2;4;5;23;;;;;
1768;41;1963;2899;127;209;358;2205;2863;119;207;352;2185;36;8;2;6;20;;;;;
1769;41;1964;2739;124;224;349;2042;2711;118;221;343;2029;28;6;3;6;13;;;;;
1770;41;1965;2408;115;187;332;1774;2381;107;185;327;1762;27;8;2;5;12;;;;;
1771;41;1966;2026;110;182;288;1446;1993;99;180;284;1430;33;11;2;4;16;;;;;
1772;41;1967;1894;99;175;284;1336;1868;89;173;281;1325;26;10;2;3;11;;;;;
1773;41;1968;1630;110;153;241;1126;1603;101;151;237;1114;27;9;2;4;12;;;;;
1774;41;1969;1592;110;131;248;1103;1559;101;127;246;1085;33;9;4;2;18;;;;;
1775;41;1970;1386;108;163;215;900;1361;97;163;212;889;25;11;0;3;11;;;;;
1776;41;1971;1207;96;133;195;783;1187;91;133;192;771;20;5;0;3;12;;;;;
1777;41;1972;979;85;137;167;590;954;82;136;166;570;25;3;1;1;20;;;;;
1778;41;1973;716;67;117;124;408;690;61;114;119;396;26;6;3;5;12;;;;;
1779;41;1974;611;72;80;98;361;590;65;77;98;350;21;7;3;0;11;;;;;
1780;41;1975;461;47;85;79;250;452;46;84;77;245;9;1;1;2;5;;;;;
1781;41;1976;478;67;74;77;260;459;62;71;76;250;19;5;3;1;10;;;;;
1782;41;1977;382;46;58;55;223;366;42;55;53;216;16;4;3;2;7;;;;;
1783;41;1978;356;58;43;42;213;342;55;43;42;202;14;3;0;0;11;;;;;
1784;41;1979;320;40;37;56;187;309;38;36;54;181;11;2;1;2;6;;;;;
1785;41;1980;340;28;59;56;197;315;24;54;50;187;25;4;5;6;10;;;;;
1786;41;1981;399;45;51;51;252;378;38;48;48;244;21;7;3;3;8;;;;;
1787;41;1982;394;47;64;51;232;360;41;53;48;218;34;6;11;3;14;;;;;
1788;41;1983;339;47;50;63;179;313;40;44;58;171;26;7;6;5;8;;;;;
1789;41;1984;381;61;49;64;207;351;54;40;59;198;30;7;9;5;9;;;;;
1790;41;1985;397;51;76;74;196;356;40;67;63;186;41;11;9;11;10;;;;;
1791;41;1986;392;65;55;61;211;342;45;47;51;199;50;20;8;10;12;;;;;
1792;41;1987;484;90;83;72;239;419;69;66;64;220;65;21;17;8;19;;;;;
1793;41;1988;479;85;97;85;212;409;53;85;71;200;70;32;12;14;12;;;;;
1794;41;1989;583;118;143;88;234;491;85;120;74;212;92;33;23;14;22;;;;;
1795;41;1990;558;109;145;90;214;472;78;122;76;196;86;31;23;14;18;;;;;
1796;41;1991;666;156;157;113;240;558;110;126;96;226;108;46;31;17;14;;;;;
1797;41;1992;645;132;170;119;224;523;84;138;95;206;122;48;32;24;18;;;;;
1798;41;1993;704;148;206;140;210;543;93;151;108;191;161;55;55;32;19;;;;;
1799;41;1994;740;152;229;132;227;583;95;183;102;203;157;57;46;30;24;;;;;
1800;41;1995;746;148;238;133;227;561;90;181;91;199;185;58;57;42;28;3.0;2.0;0.0;1.0;0.0
1801;41;1996;793;191;241;143;218;590;118;180;109;183;203;73;61;34;35;7.0;3.0;2.0;0.0;2.0
1802;41;1997;857;191;242;155;269;621;111;167;114;229;236;80;75;41;40;12.0;6.0;1.0;2.0;3.0
1803;41;1998;913;220;268;171;254;657;119;198;132;208;256;101;70;39;46;5.0;4.0;0.0;0.0;1.0
1804;41;1999;995;250;315;188;242;671;128;207;142;194;324;122;108;46;48;12.0;4.0;3.0;1.0;4.0
1805;41;2000;1059;241;351;196;271;712;127;234;130;221;347;114;117;66;50;9.0;6.0;1.0;1.0;1.0
1806;41;2001;1213;290;402;236;285;788;143;263;158;224;425;147;139;78;61;13.0;3.0;5.0;2.0;3.0
1807;41;2002;1167;310;381;229;247;757;147;255;158;197;410;163;126;71;50;9.0;6.0;1.0;1.0;1.0
1808;41;2003;1165;273;390;224;278;733;128;237;155;213;432;145;153;69;65;14.0;4.0;8.0;1.0;1.0
1809;41;2004;1334;367;414;262;291;839;188;250;159;242;495;179;164;103;49;8.0;2.0;1.0;0.0;5.0
1810;41;2005;1384;345;439;278;322;818;149;267;163;239;566;196;172;115;83;14.0;6.0;3.0;2.0;3.0
1811;41;2006;1393;351;444;260;338;848;170;255;155;268;545;181;189;105;70;7.0;2.0;0.0;2.0;3.0
1812;41;2007;1416;367;464;295;290;862;173;283;187;219;554;194;181;108;71;15.0;4.0;5.0;1.0;5.0
1813;41;2008;1407;384;466;278;279;783;160;246;180;197;624;224;220;98;82;14.0;5.0;3.0;2.0;4.0
1814;41;2009;1488;377;492;319;300;844;167;272;185;220;644;210;220;134;80;10.0;2.0;3.0;2.0;3.0
1815;41;2010;1569;429;536;277;327;887;180;301;164;242;682;249;235;113;85;10.0;2.0;2.0;3.0;3.0
1816;41;2011;1590;442;561;302;285;867;178;307;167;215;723;264;254;135;70;11.0;3.0;4.0;2.0;2.0
1817;41;2012;1532;445;522;297;268;840;188;272;179;201;692;257;250;118;67;9.0;2.0;1.0;4.0;2.0
1818;41;2013;1524;431;515;312;266;838;179;288;187;184;686;252;227;125;82;2.0;1.0;1.0;0.0;0.0
1819;41;2014;1569;453;497;309;310;843;192;223;181;247;726;261;274;128;63;12.0;5.0;4.0;1.0;2.0
1820;42;1950;3023;128;238;320;2337;3004;124;237;314;2329;19;4;1;6;8;;;;;
1821;42;1951;2867;120;182;265;2300;2845;112;182;263;2288;22;8;0;2;12;;;;;
1822;42;1952;2819;105;181;268;2265;2804;101;178;265;2260;15;4;3;3;5;;;;;
1823;42;1953;2737;137;168;257;2175;2716;128;166;256;2166;21;9;2;1;9;;;;;
1824;42;1954;2589;97;155;244;2093;2575;95;154;241;2085;14;2;1;3;8;;;;;
1825;42;1955;2633;96;160;283;2094;2613;91;156;281;2085;20;5;4;2;9;;;;;
1826;42;1956;2561;83;169;244;2065;2545;82;166;243;2054;16;1;3;1;11;;;;;
1827;42;1957;2464;90;136;226;2012;2455;89;132;226;2008;9;1;4;0;4;;;;;
1828;42;1958;2197;64;132;198;1803;2182;59;132;194;1797;15;5;0;4;6;;;;;
1829;42;1959;2305;83;150;228;1844;2284;79;148;223;1834;21;4;2;5;10;;;;;
1830;42;1960;2063;91;124;219;1629;2044;87;121;215;1621;19;4;3;4;8;;;;;
1831;42;1961;1960;61;130;175;1594;1936;59;127;170;1580;24;2;3;5;14;;;;;
1832;42;1962;2179;82;139;239;1719;2162;79;136;236;1711;17;3;3;3;8;;;;;
1833;42;1963;2113;80;134;227;1672;2091;78;132;223;1658;22;2;2;4;14;;;;;
1834;42;1964;1908;77;137;214;1480;1888;75;133;211;1469;20;2;4;3;11;;;;;
1835;42;1965;1837;78;125;230;1404;1815;75;121;225;1394;22;3;4;5;10;;;;;
1836;42;1966;1583;76;124;205;1178;1566;73;122;203;1168;17;3;2;2;10;;;;;
1837;42;1967;1348;63;111;185;989;1325;59;106;182;978;23;4;5;3;11;;;;;
1838;42;1968;1138;70;96;154;818;1123;68;93;151;811;15;2;3;3;7;;;;;
1839;42;1969;1140;61;101;154;824;1121;60;98;152;811;19;1;3;2;13;;;;;
1840;42;1970;1015;76;90;149;700;995;72;88;148;687;20;4;2;1;13;;;;;
1841;42;1971;837;72;90;113;562;821;71;89;110;551;16;1;1;3;11;;;;;
1842;42;1972;653;58;93;79;423;637;56;92;78;411;16;2;1;1;12;;;;;
1843;42;1973;529;60;61;68;340;512;56;60;68;328;17;4;1;0;12;;;;;
1844;42;1974;427;40;60;63;264;416;36;58;62;260;11;4;2;1;4;;;;;
1845;42;1975;366;23;56;41;246;354;22;55;38;239;12;1;1;3;7;;;;;
1846;42;1976;285;25;29;34;197;274;24;28;33;189;11;1;1;1;8;;;;;
1847;42;1977;248;33;43;33;139;233;31;41;30;131;15;2;2;3;8;;;;;
1848;42;1978;218;15;32;30;141;208;14;30;28;136;10;1;2;2;5;;;;;
1849;42;1979;220;25;23;30;142;205;22;22;28;133;15;3;1;2;9;;;;;
1850;42;1980;244;32;29;37;146;226;29;28;35;134;18;3;1;2;12;;;;;
1851;42;1981;256;22;42;31;161;245;20;38;29;158;11;2;4;2;3;;;;;
1852;42;1982;263;22;32;42;167;249;18;30;39;162;14;4;2;3;5;;;;;
1853;42;1983;220;20;26;38;136;207;17;25;34;131;13;3;1;4;5;;;;;
1854;42;1984;235;33;33;38;131;215;26;31;36;122;20;7;2;2;9;;;;;
1855;42;1985;234;35;31;22;146;205;28;23;20;134;29;7;8;2;12;;;;;
1856;42;1986;266;32;38;43;153;239;26;32;39;142;27;6;6;4;11;;;;;
1857;42;1987;250;32;35;34;149;218;19;29;25;145;32;13;6;9;4;;;;;
1858;42;1988;301;46;43;44;168;258;31;38;36;153;43;15;5;8;15;;;;;
1859;42;1989;340;70;66;54;150;286;48;51;45;142;54;22;15;9;8;;;;;
1860;42;1990;323;62;44;54;163;275;46;37;46;146;48;16;7;8;17;;;;;
1861;42;1991;328;70;70;54;134;270;49;53;45;123;58;21;17;9;11;;;;;
1862;42;1992;379;75;71;48;185;313;56;49;35;173;66;19;22;13;12;;;;;
1863;42;1993;407;86;99;77;145;315;54;72;56;133;92;32;27;21;12;;;;;
1864;42;1994;424;83;120;75;146;332;49;90;62;131;92;34;30;13;15;;;;;
1865;42;1995;401;94;101;70;136;319;69;81;51;118;82;25;20;19;18;4.0;1.0;1.0;0.0;2.0
1866;42;1996;473;100;132;90;151;351;62;97;62;130;122;38;35;28;21;3.0;2.0;0.0;1.0;0.0
1867;42;1997;474;107;133;84;150;350;70;95;57;128;124;37;38;27;22;10.0;6.0;2.0;1.0;1.0
1868;42;1998;523;141;147;79;156;366;72;102;62;130;157;69;45;17;26;7.0;1.0;5.0;0.0;1.0
1869;42;1999;536;122;155;106;153;364;66;98;78;122;172;56;57;28;31;7.0;4.0;1.0;1.0;1.0
1870;42;2000;611;129;175;115;192;403;59;113;78;153;208;70;62;37;39;12.0;6.0;3.0;0.0;3.0
