ID;LeeftijdMoeder;Perioden;TotaalLevendgeborenen_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKinderen_5;TotaalUitGehuwdeMoeders_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKinderen_10;TotaalUitNietGehuwdeMoeders_11;k_1eKind_12;k_2eKind_13;k_3eKind_14;k_4eOfVolgendeKinderen_15;TotaalDoodgeborenen24_16;k_1eKind_17;k_2eKind_18;k_3eKind_19;k_4eOfVolgendeKinderen_20
2480;20 tot 25 jaar;1960;47668;29766;13272;3480;1150;46579;28854;13157;3433;1135;1089;912;115;47;15;;;;;
2481;20 tot 25 jaar;1961;51375;32314;13998;3832;1231;50211;31369;13839;3786;1217;1164;945;159;46;14;;;;;
2482;20 tot 25 jaar;1962;54042;33927;14994;3847;1274;52799;32882;14844;3813;1260;1243;1045;150;34;14;;;;;
2483;20 tot 25 jaar;1963;57229;35495;16153;4229;1352;55874;34392;15986;4171;1325;1355;1103;167;58;27;;;;;
2484;20 tot 25 jaar;1964;60135;37089;17363;4376;1307;58609;35856;17153;4313;1287;1526;1233;210;63;20;;;;;
2485;20 tot 25 jaar;1965;62193;39215;17431;4365;1182;60599;37916;17232;4291;1160;1594;1299;199;74;22;;;;;
2486;20 tot 25 jaar;1966;65182;41981;18189;4024;988;63531;40639;17968;3964;960;1651;1342;221;60;28;;;;;
2487;20 tot 25 jaar;1967;71661;46614;20211;3913;923;69830;45100;19972;3852;906;1831;1514;239;61;17;;;;;
2488;20 tot 25 jaar;1968;75599;48866;21865;4022;846;73784;47373;21629;3957;825;1815;1493;236;65;21;;;;;
2489;20 tot 25 jaar;1969;81046;51020;24616;4486;924;79034;49369;24366;4409;890;2012;1651;250;77;34;;;;;
2490;20 tot 25 jaar;1970;78881;49353;24619;4163;746;77143;47939;24380;4094;730;1738;1414;239;69;16;;;;;
2491;20 tot 25 jaar;1971;76096;47449;23948;3962;737;74548;46231;23728;3884;705;1548;1218;220;78;32;;;;;
2492;20 tot 25 jaar;1972;69920;44113;22182;3058;567;68596;43069;21983;3000;544;1324;1044;199;58;23;;;;;
2493;20 tot 25 jaar;1973;62031;39275;20006;2384;366;60884;38376;19819;2336;353;1147;899;187;48;13;;;;;
2494;20 tot 25 jaar;1974;58060;37006;18781;1977;296;56843;36067;18575;1920;281;1217;939;206;57;15;;;;;
2495;20 tot 25 jaar;1975;54165;34503;17525;1856;281;52839;33553;17252;1784;250;1326;950;273;72;31;;;;;
2496;20 tot 25 jaar;1976;52827;33258;17377;1915;277;51391;32213;17082;1842;254;1436;1045;295;73;23;;;;;
2497;20 tot 25 jaar;1977;49610;31392;16069;1876;273;47968;30149;15765;1798;256;1642;1243;304;78;17;;;;;
2498;20 tot 25 jaar;1978;48720;31033;15413;1983;291;46985;29724;15074;1916;271;1735;1309;339;67;20;;;;;
2499;20 tot 25 jaar;1979;47343;30676;14319;2024;324;45373;29220;13914;1935;304;1970;1456;405;89;20;;;;;
2500;20 tot 25 jaar;1980;47220;30772;14079;2016;353;44720;28902;13583;1908;327;2500;1870;496;108;26;;;;;
2501;20 tot 25 jaar;1981;44649;29029;13217;2058;345;41805;26865;12674;1945;321;2844;2164;543;113;24;;;;;
2502;20 tot 25 jaar;1982;42088;27556;12177;2000;355;38712;24954;11539;1888;331;3376;2602;638;112;24;;;;;
2503;20 tot 25 jaar;1983;40304;26861;11256;1867;320;36435;23861;10535;1737;302;3869;3000;721;130;18;;;;;
2504;20 tot 25 jaar;1984;39795;26924;10673;1853;345;35420;23579;9810;1715;316;4375;3345;863;138;29;;;;;
2505;20 tot 25 jaar;1985;37820;25022;10690;1744;364;33242;21527;9794;1586;335;4578;3495;896;158;29;;;;;
2506;20 tot 25 jaar;1986;36252;23873;10325;1730;324;31529;20371;9316;1557;285;4723;3502;1009;173;39;;;;;
2507;20 tot 25 jaar;1987;33821;22376;9522;1623;300;29060;18844;8496;1447;273;4761;3532;1026;176;27;;;;;
2508;20 tot 25 jaar;1988;31823;21347;8700;1501;275;26699;17455;7676;1323;245;5124;3892;1024;178;30;;;;;
2509;20 tot 25 jaar;1989;30359;20610;8085;1403;261;25011;16522;7023;1240;226;5348;4088;1062;163;35;;;;;
2510;20 tot 25 jaar;1990;29863;20597;7700;1301;265;24098;16095;6647;1130;226;5765;4502;1053;171;39;;;;;
2511;20 tot 25 jaar;1991;28568;19859;7274;1201;234;22499;15165;6093;1036;205;6069;4694;1181;165;29;;;;;
2512;20 tot 25 jaar;1992;26717;18049;7269;1191;208;20744;13494;6053;1021;176;5973;4555;1216;170;32;;;;;
2513;20 tot 25 jaar;1993;24945;16828;6762;1180;175;19101;12343;5606;1001;151;5844;4485;1156;179;24;;;;;
2514;20 tot 25 jaar;1994;23811;16140;6315;1137;219;17810;11498;5173;953;186;6001;4642;1142;184;33;;;;;
2515;20 tot 25 jaar;1995;21441;14308;5902;1050;181;15423;9796;4628;860;139;6018;4512;1274;190;42;143.0;125.0;13.0;5.0;0.0
2516;20 tot 25 jaar;1996;19495;13187;5294;884;130;13577;8553;4179;738;107;5918;4634;1115;146;23;147.0;118.0;23.0;5.0;1.0
2517;20 tot 25 jaar;1997;19137;13206;4999;803;129;12806;8277;3776;646;107;6331;4929;1223;157;22;156.0;136.0;14.0;6.0;0.0
2518;20 tot 25 jaar;1998;18630;13003;4741;774;112;12136;7944;3512;590;90;6494;5059;1229;184;22;146.0;115.0;26.0;4.0;1.0
2519;20 tot 25 jaar;1999;18575;13085;4631;756;103;11563;7601;3331;559;72;7012;5484;1300;197;31;128.0;107.0;12.0;7.0;2.0
2520;20 tot 25 jaar;2000;19657;14043;4763;737;114;11710;7883;3228;522;77;7947;6160;1535;215;37;146.0;126.0;17.0;3.0;0.0
2521;20 tot 25 jaar;2001;19548;14036;4702;701;109;11198;7610;3093;439;56;8350;6426;1609;262;53;140.0;103.0;28.0;5.0;4.0
2522;20 tot 25 jaar;2002;19799;14108;4871;737;83;11273;7629;3096;497;51;8526;6479;1775;240;32;129.0;106.0;18.0;4.0;1.0
2523;20 tot 25 jaar;2003;19827;14145;4868;711;103;10899;7411;3006;427;55;8928;6734;1862;284;48;131.0;78.0;50.0;3.0;0.0
2524;20 tot 25 jaar;2004;19598;13939;4841;708;110;10503;7179;2856;417;51;9095;6760;1985;291;59;131.0;105.0;21.0;5.0;0.0
2525;20 tot 25 jaar;2005;19004;13421;4739;745;99;9638;6470;2702;411;55;9366;6951;2037;334;44;119.0;90.0;26.0;3.0;0.0
2526;20 tot 25 jaar;2006;18687;13075;4794;701;117;8927;5925;2579;364;59;9760;7150;2215;337;58;127.0;102.0;21.0;3.0;1.0
2527;20 tot 25 jaar;2007;18715;13234;4586;799;96;8348;5634;2304;375;35;10367;7600;2282;424;61;89.0;66.0;16.0;6.0;1.0
2528;20 tot 25 jaar;2008;18769;13345;4567;733;124;7870;5262;2205;360;43;10899;8083;2362;373;81;86.0;49.0;35.0;2.0;0.0
2529;20 tot 25 jaar;2009;18902;13750;4416;634;102;7643;5283;2011;297;52;11259;8467;2405;337;50;89.0;70.0;16.0;2.0;1.0
2530;20 tot 25 jaar;2010;18911;13804;4340;667;100;8136;5794;1981;317;44;10775;8010;2359;350;56;75.0;59.0;9.0;5.0;2.0
2531;20 tot 25 jaar;2011;18272;13404;4190;599;79;7721;5522;1869;290;40;10551;7882;2321;309;39;62.0;50.0;9.0;2.0;1.0
2532;20 tot 25 jaar;2012;17723;12935;4141;573;74;7431;5271;1875;248;37;10292;7664;2266;325;37;70.0;54.0;13.0;2.0;1.0
2533;20 tot 25 jaar;2013;17029;12505;3874;572;78;6988;4965;1737;250;36;10041;7540;2137;322;42;53.0;42.0;10.0;1.0;0.0
2534;20 tot 25 jaar;2014;16731;12200;3847;587;97;6699;4711;1690;257;41;10032;7489;2157;330;56;56.0;43.0;12.0;1.0;0.0
2535;25 tot 30 jaar;1950;72869;24425;24331;13789;10324;72140;23994;24193;13703;10250;729;431;138;86;74;;;;;
2536;25 tot 30 jaar;1951;71845;24927;23439;13342;10137;71210;24551;23315;13274;10070;635;376;124;68;67;;;;;
2537;25 tot 30 jaar;1952;72923;26241;23506;13050;10126;72291;25867;23373;12986;10065;632;374;133;64;61;;;;;
2538;25 tot 30 jaar;1953;71339;25409;23678;12577;9675;70798;25091;23570;12526;9611;541;318;108;51;64;;;;;
2539;25 tot 30 jaar;1954;71965;25987;24066;12528;9384;71389;25633;23978;12456;9322;576;354;88;72;62;;;;;
2540;25 tot 30 jaar;1955;72914;26892;24297;12579;9146;72406;26614;24178;12531;9083;508;278;119;48;63;;;;;
2541;25 tot 30 jaar;1956;74788;27691;25240;12560;9297;74242;27372;25141;12505;9224;546;319;99;55;73;;;;;
2542;25 tot 30 jaar;1957;77350;28938;26385;12833;9194;76819;28626;26283;12773;9137;531;312;102;60;57;;;;;
2543;25 tot 30 jaar;1958;78763;29487;27306;13044;8926;78204;29190;27207;12961;8846;559;297;99;83;80;;;;;
2544;25 tot 30 jaar;1959;80733;29080;28958;13531;9164;80151;28777;28843;13454;9077;582;303;115;77;87;;;;;
2545;25 tot 30 jaar;1960;79378;27689;29185;13704;8800;78826;27390;29076;13640;8720;552;299;109;64;80;;;;;
2546;25 tot 30 jaar;1961;81145;27447;30229;14349;9120;80582;27150;30118;14273;9041;563;297;111;76;79;;;;;
2547;25 tot 30 jaar;1962;80189;26978;29902;14583;8726;79624;26687;29767;14519;8651;565;291;135;64;75;;;;;
2548;25 tot 30 jaar;1963;81195;26755;30776;14665;8999;80559;26425;30651;14586;8897;636;330;125;79;102;;;;;
2549;25 tot 30 jaar;1964;81979;27333;31125;14996;8525;81334;26966;30987;14934;8447;645;367;138;62;78;;;;;
2550;25 tot 30 jaar;1965;81001;27849;31531;14254;7367;80320;27468;31391;14175;7286;681;381;140;79;81;;;;;
2551;25 tot 30 jaar;1966;79684;27500;32179;13664;6341;78941;27090;32025;13584;6242;743;410;154;80;99;;;;;
2552;25 tot 30 jaar;1967;78359;27227;32427;13150;5555;77606;26802;32274;13068;5462;753;425;153;82;93;;;;;
2553;25 tot 30 jaar;1968;78787;26725;33643;13188;5231;78044;26307;33503;13094;5140;743;418;140;94;91;;;;;
2554;25 tot 30 jaar;1969;83383;26887;36506;14471;5519;82574;26452;36346;14355;5421;809;435;160;116;98;;;;;
2555;25 tot 30 jaar;1970;81339;25446;36674;14212;5007;80596;25071;36528;14107;4890;743;375;146;105;117;;;;;
2556;25 tot 30 jaar;1971;80440;26290;36429;13389;4332;79797;25998;36262;13295;4242;643;292;167;94;90;;;;;
2557;25 tot 30 jaar;1972;83336;29445;38206;12042;3643;82646;29082;38056;11953;3555;690;363;150;89;88;;;;;
2558;25 tot 30 jaar;1973;81041;29860;38263;10088;2830;80385;29520;38121;9992;2752;656;340;142;96;78;;;;;
2559;25 tot 30 jaar;1974;80700;30018;39203;9190;2289;79985;29658;39003;9106;2218;715;360;200;84;71;;;;;
2560;25 tot 30 jaar;1975;79905;30419;38512;8748;2226;79179;30074;38308;8650;2147;726;345;204;98;79;;;;;
2561;25 tot 30 jaar;1976;80197;30492;38348;9135;2222;79281;30038;38110;9011;2122;916;454;238;124;100;;;;;
2562;25 tot 30 jaar;1977;77426;29485;36822;8981;2138;76358;28934;36526;8843;2055;1068;551;296;138;83;;;;;
2563;25 tot 30 jaar;1978;78282;30504;36261;9344;2173;76985;29811;35916;9177;2081;1297;693;345;167;92;;;;;
2564;25 tot 30 jaar;1979;77743;31386;34357;9630;2370;76225;30530;33971;9435;2289;1518;856;386;195;81;;;;;
2565;25 tot 30 jaar;1980;80222;32649;34501;10496;2576;78289;31569;33981;10253;2486;1933;1080;520;243;90;;;;;
2566;25 tot 30 jaar;1981;79416;32649;33718;10444;2605;77075;31233;33125;10199;2518;2341;1416;593;245;87;;;;;
2567;25 tot 30 jaar;1982;75938;31324;32002;9913;2699;73111;29622;31296;9599;2594;2827;1702;706;314;105;;;;;
2568;25 tot 30 jaar;1983;74862;32308;30604;9372;2578;71552;30264;29783;9040;2465;3310;2044;821;332;113;;;;;
2569;25 tot 30 jaar;1984;76868;34593;30536;9146;2593;72991;32237;29482;8795;2477;3877;2356;1054;351;116;;;;;
2570;25 tot 30 jaar;1985;78075;35355;30897;9270;2553;73714;32697;29721;8874;2422;4361;2658;1176;396;131;;;;;
2571;25 tot 30 jaar;1986;80834;36514;32215;9486;2619;75999;33577;30912;9060;2450;4835;2937;1303;426;169;;;;;
2572;25 tot 30 jaar;1987;80819;37432;31463;9276;2648;75559;34213;30099;8776;2471;5260;3219;1364;500;177;;;;;
2573;25 tot 30 jaar;1988;79262;37974;29709;8973;2606;73601;34507;28169;8493;2432;5661;3467;1540;480;174;;;;;
2574;25 tot 30 jaar;1989;78209;37721;29135;8802;2551;72377;34225;27502;8266;2384;5832;3496;1633;536;167;;;;;
2575;25 tot 30 jaar;1990;80129;40015;29090;8506;2518;73508;35775;27380;7997;2356;6621;4240;1710;509;162;;;;;
2576;25 tot 30 jaar;1991;78405;40119;27953;7964;2369;71551;35806;26166;7398;2181;6854;4313;1787;566;188;;;;;
2577;25 tot 30 jaar;1992;74731;38221;26889;7362;2259;67654;33843;24958;6797;2056;7077;4378;1931;565;203;;;;;
2578;25 tot 30 jaar;1993;72317;37581;25876;6819;2041;64684;32735;23829;6265;1855;7633;4846;2047;554;186;;;;;
2579;25 tot 30 jaar;1994;70465;37344;24408;6747;1966;62133;32016;22187;6160;1770;8332;5328;2221;587;196;;;;;
2580;25 tot 30 jaar;1995;67510;36644;23218;5946;1702;58563;30969;20775;5299;1520;8947;5675;2443;647;182;385.0;317.0;55.0;9.0;4.0
2581;25 tot 30 jaar;1996;66123;36614;22262;5615;1632;56174;29864;19786;5050;1474;9949;6750;2476;565;158;409.0;310.0;78.0;12.0;9.0
2582;25 tot 30 jaar;1997;65746;37378;21438;5378;1552;54051;29444;18511;4716;1380;11695;7934;2927;662;172;408.0;308.0;66.0;20.0;14.0
2583;25 tot 30 jaar;1998;67037;38893;21187;5383;1574;53980;29850;18046;4690;1394;13057;9043;3141;693;180;412.0;296.0;81.0;29.0;6.0
2584;25 tot 30 jaar;1999;65106;37939;20601;5158;1408;50894;28082;17133;4459;1220;14212;9857;3468;699;188;390.0;278.0;79.0;23.0;10.0
2585;25 tot 30 jaar;2000;63742;36975;20267;5107;1393;48520;26452;16568;4350;1150;15222;10523;3699;757;243;379.0;264.0;88.0;22.0;5.0
2586;25 tot 30 jaar;2001;59335;34376;18984;4640;1335;43816;23666;15192;3849;1109;15519;10710;3792;791;226;353.0;246.0;75.0;27.0;5.0
2587;25 tot 30 jaar;2002;57051;32842;18437;4613;1159;40975;21824;14403;3782;966;16076;11018;4034;831;193;309.0;212.0;65.0;22.0;10.0
2588;25 tot 30 jaar;2003;55563;31807;18139;4512;1105;39028;20659;13849;3644;876;16535;11148;4290;868;229;269.0;172.0;72.0;16.0;9.0
2589;25 tot 30 jaar;2004;53489;30758;17519;4130;1082;36633;19340;13136;3300;857;16856;11418;4383;830;225;257.0;167.0;59.0;22.0;9.0
2590;25 tot 30 jaar;2005;52494;29800;17469;4218;1007;34829;18066;12693;3289;781;17665;11734;4776;929;226;232.0;157.0;61.0;12.0;2.0
2591;25 tot 30 jaar;2006;52967;29669;17887;4367;1044;33939;17188;12615;3344;792;19028;12481;5272;1023;252;217.0;138.0;55.0;20.0;4.0
2592;25 tot 30 jaar;2007;52427;29633;17407;4320;1067;32105;16308;11743;3265;789;20322;13325;5664;1055;278;190.0;112.0;55.0;17.0;6.0
2593;25 tot 30 jaar;2008;54553;30607;18347;4561;1038;32637;16377;12183;3334;743;21916;14230;6164;1227;295;210.0;117.0;80.0;9.0;4.0
2594;25 tot 30 jaar;2009;55302;31382;18311;4558;1051;32146;16611;11528;3289;718;23156;14771;6783;1269;333;177.0;98.0;52.0;20.0;7.0
2595;25 tot 30 jaar;2010;55577;31515;18476;4490;1096;33574;17495;12122;3188;769;22003;14020;6354;1302;327;172.0;108.0;45.0;15.0;4.0
2596;25 tot 30 jaar;2011;54389;30769;18121;4413;1086;32676;17088;11804;3050;734;21713;13681;6317;1363;352;159.0;103.0;41.0;11.0;4.0
2597;25 tot 30 jaar;2012;54046;30676;17856;4363;1151;31662;16512;11384;3008;758;22384;14164;6472;1355;393;152.0;93.0;39.0;15.0;5.0
2598;25 tot 30 jaar;2013;52894;30004;17623;4197;1070;30533;15940;11066;2826;701;22361;14064;6557;1371;369;148.0;101.0;32.0;13.0;2.0
2599;25 tot 30 jaar;2014;54087;30798;17908;4291;1090;30924;16245;11218;2764;697;23163;14553;6690;1527;393;142.0;96.0;29.0;12.0;5.0
2600;30 tot 35 jaar;1950;58077;8403;13771;13308;22595;57666;8247;13702;13239;22478;411;156;69;69;117;;;;;
2601;30 tot 35 jaar;1951;58281;8542;13867;13372;22500;57905;8411;13790;13311;22393;376;131;77;61;107;;;;;
2602;30 tot 35 jaar;1952;60083;9215;14475;13694;22699;59682;9057;14394;13638;22593;401;158;81;56;106;;;;;
2603;30 tot 35 jaar;1953;60879;9014;14905;13967;22993;60499;8875;14826;13913;22885;380;139;79;54;108;;;;;
2604;30 tot 35 jaar;1954;61941;9092;15571;14094;23184;61591;8970;15506;14036;23079;350;122;65;58;105;;;;;
2605;30 tot 35 jaar;1955;61558;9276;15326;14202;22754;61208;9129;15266;14151;22662;350;147;60;51;92;;;;;
2606;30 tot 35 jaar;1956;61047;9145;15542;14075;22285;60698;9013;15476;14013;22196;349;132;66;62;89;;;;;
2607;30 tot 35 jaar;1957;59666;8899;15431;14005;21331;59328;8779;15369;13956;21224;338;120;62;49;107;;;;;
2608;30 tot 35 jaar;1958;59436;8734;15567;13942;21193;59119;8606;15517;13899;21097;317;128;50;43;96;;;;;
2609;30 tot 35 jaar;1959;59806;8766;16273;14226;20541;59460;8649;16199;14182;20430;346;117;74;44;111;;;;;
2610;30 tot 35 jaar;1960;58006;7997;15524;14626;19859;57677;7858;15457;14596;19766;329;139;67;30;93;;;;;
2611;30 tot 35 jaar;1961;60177;7974;16241;15632;20330;59812;7848;16189;15566;20209;365;126;52;66;121;;;;;
2612;30 tot 35 jaar;1962;58693;7715;15851;15109;20018;58326;7587;15782;15060;19897;367;128;69;49;121;;;;;
2613;30 tot 35 jaar;1963;58270;7241;15755;15543;19731;57896;7102;15691;15489;19614;374;139;64;54;117;;;;;
2614;30 tot 35 jaar;1964;56716;7116;15101;15640;18859;56311;6960;15045;15562;18744;405;156;56;78;115;;;;;
2615;30 tot 35 jaar;1965;52339;6769;14460;14502;16608;51904;6628;14392;14434;16450;435;141;68;68;158;;;;;
2616;30 tot 35 jaar;1966;48220;6576;13858;13601;14185;47832;6407;13785;13558;14082;388;169;73;43;103;;;;;
2617;30 tot 35 jaar;1967;45223;6331;13675;12690;12527;44791;6172;13599;12614;12406;432;159;76;76;121;;;;;
2618;30 tot 35 jaar;1968;43055;6124;13252;12405;11274;42671;5984;13181;12347;11159;384;140;71;58;115;;;;;
2619;30 tot 35 jaar;1969;44003;5948;13666;13230;11159;43566;5787;13594;13155;11030;437;161;72;75;129;;;;;
2620;30 tot 35 jaar;1970;42218;5543;13602;13049;10024;41827;5418;13538;12987;9884;391;125;64;62;140;;;;;
2621;30 tot 35 jaar;1971;38081;5485;12681;11448;8467;37677;5359;12610;11381;8327;404;126;71;67;140;;;;;
2622;30 tot 35 jaar;1972;33538;5367;11969;9665;6537;33182;5241;11912;9596;6433;356;126;57;69;104;;;;;
2623;30 tot 35 jaar;1973;28985;5155;10837;7996;4997;28641;5040;10769;7928;4904;344;115;68;68;93;;;;;
2624;30 tot 35 jaar;1974;27596;5160;11233;7204;3999;27252;5039;11163;7143;3907;344;121;70;61;92;;;;;
2625;30 tot 35 jaar;1975;26795;5412;11140;6679;3564;26379;5273;11036;6593;3477;416;139;104;86;87;;;;;
2626;30 tot 35 jaar;1976;28390;5655;11992;7084;3659;27886;5479;11882;6977;3548;504;176;110;107;111;;;;;
2627;30 tot 35 jaar;1977;31655;6608;13685;7705;3657;31094;6385;13555;7591;3563;561;223;130;114;94;;;;;
2628;30 tot 35 jaar;1978;34515;7249;14873;8614;3779;33780;6951;14702;8474;3653;735;298;171;140;126;;;;;
2629;30 tot 35 jaar;1979;35815;7816;15051;9002;3946;34931;7410;14854;8851;3816;884;406;197;151;130;;;;;
2630;30 tot 35 jaar;1980;38893;8426;15734;10257;4476;37759;7894;15460;10060;4345;1134;532;274;197;131;;;;;
2631;30 tot 35 jaar;1981;39107;8430;15458;10380;4839;37626;7703;15056;10192;4675;1481;727;402;188;164;;;;;
2632;30 tot 35 jaar;1982;38200;8613;15002;9794;4791;36514;7772;14565;9560;4617;1686;841;437;234;174;;;;;
2633;30 tot 35 jaar;1983;39263;9641;15375;9386;4861;37025;8447;14842;9057;4679;2238;1194;533;329;182;;;;;
2634;30 tot 35 jaar;1984;41301;10636;15907;9882;4876;38805;9337;15223;9570;4675;2496;1299;684;312;201;;;;;
2635;30 tot 35 jaar;1985;45309;12211;17733;10324;5041;42271;10605;16890;9953;4823;3038;1606;843;371;218;;;;;
2636;30 tot 35 jaar;1986;49219;13724;19354;10982;5159;45650;11851;18316;10571;4912;3569;1873;1038;411;247;;;;;
2637;30 tot 35 jaar;1987;52800;15245;20949;11371;5235;48756;13063;19834;10867;4992;4044;2182;1115;504;243;;;;;
2638;30 tot 35 jaar;1988;55170;16643;21652;11593;5282;50708;14275;20366;11044;5023;4462;2368;1286;549;259;;;;;
2639;30 tot 35 jaar;1989;58300;17536;23238;12227;5299;53420;15042;21791;11598;4989;4880;2494;1447;629;310;;;;;
2640;30 tot 35 jaar;1990;63735;20098;24847;13265;5525;58100;17052;23224;12595;5229;5635;3046;1623;670;296;;;;;
2641;30 tot 35 jaar;1991;66089;21322;26301;13096;5370;59986;18112;24490;12362;5022;6103;3210;1811;734;348;;;;;
2642;30 tot 35 jaar;1992;68569;22161;27519;13307;5582;62089;18770;25473;12589;5257;6480;3391;2046;718;325;;;;;
2643;30 tot 35 jaar;1993;70777;23602;28983;12918;5274;63815;19877;26860;12138;4940;6962;3725;2123;780;334;;;;;
2644;30 tot 35 jaar;1994;72592;24557;29822;13078;5135;64774;20242;27541;12240;4751;7818;4315;2281;838;384;;;;;
2645;30 tot 35 jaar;1995;72513;25256;30484;12163;4610;63916;20756;27795;11171;4194;8597;4500;2689;992;416;375.0;243.0;89.0;25.0;18.0
2646;30 tot 35 jaar;1996;73821;26700;30639;12029;4453;64303;21303;27753;11158;4089;9518;5397;2886;871;364;401.0;238.0;100.0;47.0;16.0
2647;30 tot 35 jaar;1997;75609;28767;30853;11611;4378;64599;22346;27615;10646;3992;11010;6421;3238;965;386;455.0;270.0;118.0;51.0;16.0
2648;30 tot 35 jaar;1998;79384;30992;32154;11933;4305;66285;23254;28274;10879;3878;13099;7738;3880;1054;427;463.0;254.0;125.0;59.0;25.0
2649;30 tot 35 jaar;1999;80387;31258;33293;11700;4136;65932;22747;28872;10580;3733;14455;8511;4421;1120;403;445.0;239.0;139.0;42.0;25.0
2650;30 tot 35 jaar;2000;83919;32657;35068;11993;4201;67071;22982;29702;10684;3703;16848;9675;5366;1309;498;433.0;225.0;132.0;55.0;21.0
2651;30 tot 35 jaar;2001;83318;32556;35194;11538;4030;64596;21945;29005;10107;3539;18722;10611;6189;1431;491;450.0;217.0;146.0;55.0;32.0
2652;30 tot 35 jaar;2002;84226;32375;36135;11741;3975;63724;21106;29064;10104;3450;20502;11269;7071;1637;525;454.0;270.0;114.0;48.0;22.0
2653;30 tot 35 jaar;2003;82697;32023;35378;11510;3786;60905;20189;27572;9877;3267;21792;11834;7806;1633;519;419.0;208.0;131.0;59.0;21.0
2654;30 tot 35 jaar;2004;78530;30528;33276;11141;3585;56197;18537;25277;9335;3048;22333;11991;7999;1806;537;367.0;177.0;124.0;43.0;23.0
2655;30 tot 35 jaar;2005;73643;28380;31269;10602;3392;50967;16435;22975;8697;2860;22676;11945;8294;1905;532;348.0;157.0;110.0;60.0;21.0
