ID;Leeftijd;Geslacht;Perioden;WWUitkeringen_1;WWUitkeringenDuur0Tot6Maanden_2;WWUitkeringenDuur6Tot12Maanden_3;WWUitkeringenDuur12MaandenOfLanger_4
0;0;Mannen en vrouwen;1998;287040;90320;38010;158720
1;0;Mannen en vrouwen;1999;222990;64690;29040;129260
2;0;Mannen en vrouwen;2000;189350;58180;28490;102670
3;0;Mannen en vrouwen;2001;166010;53120;26570;86330
4;0;Mannen en vrouwen;2002;204000;78940;39940;85120
5;0;Mannen en vrouwen;2003;286630;107010;62350;117270
6;0;Mannen en vrouwen;2004;323400;105180;65170;153040
7;0;Mannen en vrouwen;2005;305140;90150;58770;156220
8;0;Mannen en vrouwen;2006;249140;69520;44760;134860
9;0;Mannen en vrouwen;2007;191970;65590;31950;94440
10;0;Mannen en vrouwen;2008;170830;71910;27940;70970
11;0;Mannen en vrouwen;2009;269860;144780;65750;59330
12;0;Mannen en vrouwen;2010;263740;128500;59190;76050
13;0;Mannen en vrouwen;2011;269900;135280;58130;76490
14;0;Mannen en vrouwen;2012;340170;179460;76690;84020
15;0;Mannen en vrouwen;2013;437730;225380;100250;112100
16;0;Mannen en vrouwen;2014;440830;212600;93620;134610
17;0;Mannen en vrouwen;2015;445880;258770;74110;113000
18;0;Mannen;1998;161790;54920;18330;88540
19;0;Mannen;1999;123770;36690;14240;72840
20;0;Mannen;2000;107500;32080;14390;61020
21;0;Mannen;2001;94060;30000;13800;50260
22;0;Mannen;2002;119950;46730;22910;50310
23;0;Mannen;2003;168420;61300;36330;70800
24;0;Mannen;2004;184590;57390;35420;91790
25;0;Mannen;2005;167530;46570;29820;91140
26;0;Mannen;2006;134050;35040;21640;77380
27;0;Mannen;2007;100550;32870;15180;52500
28;0;Mannen;2008;91320;39090;13800;38430
29;0;Mannen;2009;157110;85590;38700;32810
30;0;Mannen;2010;151110;73910;33060;44130
31;0;Mannen;2011;149410;75380;30220;43810
32;0;Mannen;2012;189600;101790;41250;46570
33;0;Mannen;2013;238960;123930;53030;62000
34;0;Mannen;2014;233690;114810;46640;72250
35;0;Mannen;2015;229040;137210;34260;57570
36;0;Vrouwen;1998;125140;35330;19670;70140
37;0;Vrouwen;1999;99130;27940;14790;56400
38;0;Vrouwen;2000;81840;26100;14100;41640
39;0;Vrouwen;2001;71940;23120;12760;36060
40;0;Vrouwen;2002;84040;32210;17030;34800
41;0;Vrouwen;2003;118190;45710;26020;46460
42;0;Vrouwen;2004;138790;47790;29750;61250
43;0;Vrouwen;2005;137600;43580;28950;65080
44;0;Vrouwen;2006;115060;34470;23120;57480
45;0;Vrouwen;2007;91030;32390;16720;41920
46;0;Vrouwen;2008;79500;32810;14150;32550
47;0;Vrouwen;2009;112750;59180;27050;26520
48;0;Vrouwen;2010;112590;54540;26130;31920
49;0;Vrouwen;2011;120470;59880;27910;32680
50;0;Vrouwen;2012;150570;77670;35440;37460
51;0;Vrouwen;2013;198770;101450;47220;50110
52;0;Vrouwen;2014;207140;97790;46980;62360
53;0;Vrouwen;2015;216830;121560;39850;55430
54;1;Mannen en vrouwen;1998;16870;11980;2360;2520
55;1;Mannen en vrouwen;1999;10030;6870;1570;1590
56;1;Mannen en vrouwen;2000;7550;5340;1220;980
57;1;Mannen en vrouwen;2001;6820;5240;1030;550
58;1;Mannen en vrouwen;2002;10730;8240;1710;780
59;1;Mannen en vrouwen;2003;18310;12710;3250;2350
60;1;Mannen en vrouwen;2004;17770;12430;2830;2500
61;1;Mannen en vrouwen;2005;12770;9360;2270;1150
62;1;Mannen en vrouwen;2006;7310;5310;1130;880
63;1;Mannen en vrouwen;2007;4260;4020;230;10
64;1;Mannen en vrouwen;2008;5510;5220;280;10
65;1;Mannen en vrouwen;2009;12570;12230;340;0
66;1;Mannen en vrouwen;2010;9450;9310;140;0
67;1;Mannen en vrouwen;2011;10440;10310;130;0
68;1;Mannen en vrouwen;2012;16120;15920;200;0
69;1;Mannen en vrouwen;2013;20690;20250;440;0
70;1;Mannen en vrouwen;2014;17510;17180;330;0
71;1;Mannen en vrouwen;2015;19210;19170;30;0
72;1;Mannen;1998;8840;7040;860;950
73;1;Mannen;1999;4780;3470;610;700
74;1;Mannen;2000;3670;2650;520;500
75;1;Mannen;2001;3200;2600;410;190
76;1;Mannen;2002;5660;4510;800;350
77;1;Mannen;2003;9590;6700;1650;1240
78;1;Mannen;2004;8950;6290;1310;1350
79;1;Mannen;2005;6110;4570;980;560
80;1;Mannen;2006;3280;2340;440;500
81;1;Mannen;2007;1940;1830;100;10
82;1;Mannen;2008;2960;2830;130;0
83;1;Mannen;2009;7410;7220;190;0
84;1;Mannen;2010;5520;5450;70;0
85;1;Mannen;2011;5820;5760;60;0
86;1;Mannen;2012;9250;9140;110;0
87;1;Mannen;2013;11040;10810;220;0
88;1;Mannen;2014;9210;9070;140;0
89;1;Mannen;2015;9950;9930;10;0
90;1;Vrouwen;1998;8030;4950;1510;1580
91;1;Vrouwen;1999;5250;3400;970;890
92;1;Vrouwen;2000;3880;2700;700;480
93;1;Vrouwen;2001;3630;2650;620;360
94;1;Vrouwen;2002;5070;3720;920;440
95;1;Vrouwen;2003;8720;6010;1600;1110
96;1;Vrouwen;2004;8820;6140;1530;1150
97;1;Vrouwen;2005;6660;4790;1290;590
98;1;Vrouwen;2006;4030;2970;690;380
99;1;Vrouwen;2007;2290;2150;130;10
100;1;Vrouwen;2008;2550;2400;150;10
101;1;Vrouwen;2009;5160;5010;150;0
102;1;Vrouwen;2010;3930;3870;70;0
103;1;Vrouwen;2011;4620;4550;70;0
104;1;Vrouwen;2012;6870;6780;100;0
105;1;Vrouwen;2013;9650;9430;220;0
106;1;Vrouwen;2014;8300;8110;200;0
107;1;Vrouwen;2015;9260;9240;20;0
108;2;Mannen en vrouwen;1998;63840;30160;10890;22800
109;2;Mannen en vrouwen;1999;44900;20550;8520;15840
110;2;Mannen en vrouwen;2000;35180;17520;7180;10490
111;2;Mannen en vrouwen;2001;29970;15530;6290;8150
112;2;Mannen en vrouwen;2002;43210;23400;10130;9690
113;2;Mannen en vrouwen;2003;65830;31870;16380;17590
114;2;Mannen en vrouwen;2004;67580;30290;16050;21250
115;2;Mannen en vrouwen;2005;50210;24620;13130;12460
116;2;Mannen en vrouwen;2006;30020;16090;7640;6290
117;2;Mannen en vrouwen;2007;20250;14430;4240;1580
118;2;Mannen en vrouwen;2008;21710;16900;3910;890
119;2;Mannen en vrouwen;2009;49630;38090;10920;620
120;2;Mannen en vrouwen;2010;41090;32300;8190;600
121;2;Mannen en vrouwen;2011;43570;35140;8030;400
122;2;Mannen en vrouwen;2012;59590;47800;11230;560
123;2;Mannen en vrouwen;2013;76930;60650;15300;980
124;2;Mannen en vrouwen;2014;70490;56650;12760;1080
125;2;Mannen en vrouwen;2015;73550;66360;6900;300
126;2;Mannen;1998;29370;17600;4140;7630
127;2;Mannen;1999;19440;10770;3360;5310
128;2;Mannen;2000;15440;8780;2770;3890
129;2;Mannen;2001;13110;8000;2510;2600
130;2;Mannen;2002;21700;12850;4890;3960
131;2;Mannen;2003;34020;17050;8320;8650
132;2;Mannen;2004;33430;15380;7560;10490
133;2;Mannen;2005;22840;11590;5510;5740
134;2;Mannen;2006;13110;7300;3050;2770
135;2;Mannen;2007;8690;6610;1660;420
136;2;Mannen;2008;10400;8520;1620;260
137;2;Mannen;2009;27730;21340;6110;280
138;2;Mannen;2010;21760;17280;4180;300
139;2;Mannen;2011;22190;18290;3710;200
140;2;Mannen;2012;31380;25550;5540;290
141;2;Mannen;2013;39380;31410;7440;530
142;2;Mannen;2014;34460;28380;5610;480
143;2;Mannen;2015;36150;33330;2710;110
144;2;Vrouwen;1998;34480;12560;6750;15170
145;2;Vrouwen;1999;25460;9780;5160;10530
146;2;Vrouwen;2000;19740;8740;4400;6600
147;2;Vrouwen;2001;16870;7520;3790;5560
148;2;Vrouwen;2002;21510;10540;5240;5730
149;2;Vrouwen;2003;31820;14820;8060;8930
150;2;Vrouwen;2004;34150;14900;8490;10760
151;2;Vrouwen;2005;27370;13030;7620;6720
152;2;Vrouwen;2006;16900;8790;4600;3510
153;2;Vrouwen;2007;11440;7710;2570;1160
154;2;Vrouwen;2008;11310;8380;2300;630
155;2;Vrouwen;2009;21900;16750;4810;340
156;2;Vrouwen;2010;19330;15020;4010;300
157;2;Vrouwen;2011;21380;16850;4330;210
158;2;Vrouwen;2012;28210;22260;5690;270
159;2;Vrouwen;2013;37550;29240;7860;450
160;2;Vrouwen;2014;36030;28270;7150;600
161;2;Vrouwen;2015;37400;33030;4190;180
162;3;Mannen en vrouwen;1998;60260;22690;9360;28210
163;3;Mannen en vrouwen;1999;44970;16770;7550;20650
164;3;Mannen en vrouwen;2000;37330;15310;7210;14810
165;3;Mannen en vrouwen;2001;34060;14570;6860;12640
166;3;Mannen en vrouwen;2002;47270;21700;10930;14640
167;3;Mannen en vrouwen;2003;72580;29290;18140;25150
168;3;Mannen en vrouwen;2004;87360;29760;19800;37800
169;3;Mannen en vrouwen;2005;82690;27040;18410;37240
170;3;Mannen en vrouwen;2006;59950;20950;14260;24740
171;3;Mannen en vrouwen;2007;42270;20250;10000;12020
172;3;Mannen en vrouwen;2008;39160;21430;8400;9330
173;3;Mannen en vrouwen;2009;72690;41090;21660;9930
174;3;Mannen en vrouwen;2010;67960;35480;18130;14350
175;3;Mannen en vrouwen;2011;64590;36210;17600;10780
176;3;Mannen en vrouwen;2012;80150;45210;22280;12670
177;3;Mannen en vrouwen;2013;100860;55060;27830;17970
178;3;Mannen en vrouwen;2014;92500;49850;24070;18570
179;3;Mannen en vrouwen;2015;85110;57420;17450;10240
180;3;Mannen;1998;29730;13730;4260;11740
181;3;Mannen;1999;21550;9520;3570;8460
182;3;Mannen;2000;18140;8390;3390;6360
183;3;Mannen;2001;16620;8120;3300;5200
184;3;Mannen;2002;25500;12780;5970;6750
185;3;Mannen;2003;40360;16740;10170;13450
186;3;Mannen;2004;46420;15950;10210;20260
187;3;Mannen;2005;41070;13640;8780;18650
188;3;Mannen;2006;28040;10270;6300;11460
189;3;Mannen;2007;18550;9720;4260;4570
190;3;Mannen;2008;18660;11360;3860;3440
191;3;Mannen;2009;40600;23580;12240;4770
192;3;Mannen;2010;36770;19880;9510;7370
193;3;Mannen;2011;33480;19750;8480;5250
194;3;Mannen;2012;42650;25070;11340;6240
195;3;Mannen;2013;52450;29630;13880;8940
196;3;Mannen;2014;45880;26470;11050;8360
197;3;Mannen;2015;41580;29970;7380;4230
198;3;Vrouwen;1998;30530;8960;5100;16470
199;3;Vrouwen;1999;23420;7250;3980;12190
200;3;Vrouwen;2000;19190;6910;3830;8450
201;3;Vrouwen;2001;17440;6450;3560;7430
202;3;Vrouwen;2002;21770;8930;4960;7890
203;3;Vrouwen;2003;32220;12550;7960;11700
204;3;Vrouwen;2004;40940;13810;9590;17540
205;3;Vrouwen;2005;41610;13390;9630;18590
206;3;Vrouwen;2006;31910;10680;7960;13270
207;3;Vrouwen;2007;23610;10450;5730;7440
208;3;Vrouwen;2008;20500;10070;4550;5880
209;3;Vrouwen;2009;32090;17510;9420;5160
210;3;Vrouwen;2010;31200;15600;8620;6980
211;3;Vrouwen;2011;31110;16460;9120;5530
212;3;Vrouwen;2012;37510;20140;10940;6430
213;3;Vrouwen;2013;48410;25430;13950;9040
214;3;Vrouwen;2014;46620;23390;13020;10220
215;3;Vrouwen;2015;43530;27440;10070;6020
216;4;Mannen en vrouwen;1998;60680;17660;8760;34260
217;4;Mannen en vrouwen;1999;48200;13250;6610;28340
218;4;Mannen en vrouwen;2000;39340;12590;6570;20190
219;4;Mannen en vrouwen;2001;32970;11060;6150;15760
220;4;Mannen en vrouwen;2002;41370;16560;9310;15510
221;4;Mannen en vrouwen;2003;60170;21480;14190;24500
222;4;Mannen en vrouwen;2004;74860;22300;16170;36390
223;4;Mannen en vrouwen;2005;79630;19790;15160;44680
224;4;Mannen en vrouwen;2006;70950;17890;13160;39890
225;4;Mannen en vrouwen;2007;51760;17680;10500;23590
226;4;Mannen en vrouwen;2008;45590;18690;9040;17850
227;4;Mannen en vrouwen;2009;72870;34760;20210;17900
228;4;Mannen en vrouwen;2010;79910;32830;18750;28340
229;4;Mannen en vrouwen;2011;80310;34050;18630;27620
230;4;Mannen en vrouwen;2012;97970;43860;24480;29640
231;4;Mannen en vrouwen;2013;126320;54000;31470;40860
232;4;Mannen en vrouwen;2014;130990;52870;30270;47860
233;4;Mannen en vrouwen;2015;127010;65220;24560;37230
234;4;Mannen;1998;30960;10840;4360;15770
235;4;Mannen;1999;23760;7750;3360;12640
236;4;Mannen;2000;19900;7110;3350;9440
237;4;Mannen;2001;17150;6520;3280;7340
238;4;Mannen;2002;23910;10150;5670;8100
239;4;Mannen;2003;35600;12660;8740;14200
240;4;Mannen;2004;43170;12680;9090;21410
241;4;Mannen;2005;43780;10730;8110;24940
242;4;Mannen;2006;36920;9200;6620;21110
243;4;Mannen;2007;25390;9110;5040;11240
244;4;Mannen;2008;22900;10370;4420;8110
245;4;Mannen;2009;41920;21000;11940;8980
246;4;Mannen;2010;45570;19170;10490;15910
247;4;Mannen;2011;43910;19310;9660;14940
248;4;Mannen;2012;53510;25110;13030;15370
249;4;Mannen;2013;68070;30000;16470;21600
250;4;Mannen;2014;67660;28930;14800;23940
251;4;Mannen;2015;62800;34750;11010;17040
252;4;Vrouwen;1998;29720;6830;4400;18490
253;4;Vrouwen;1999;24440;5490;3250;15700
254;4;Vrouwen;2000;19440;5470;3220;10750
255;4;Vrouwen;2001;15820;4540;2870;8410
256;4;Vrouwen;2002;17470;6410;3650;7410
257;4;Vrouwen;2003;24570;8820;5450;10300
258;4;Vrouwen;2004;31690;9620;7080;14990
259;4;Vrouwen;2005;35850;9060;7040;19740
260;4;Vrouwen;2006;34020;8690;6540;18790
261;4;Vrouwen;2007;26280;8490;5440;12340
262;4;Vrouwen;2008;22690;8330;4620;9750
263;4;Vrouwen;2009;30940;13760;8270;8910
264;4;Vrouwen;2010;34350;13660;8260;12430
265;4;Vrouwen;2011;36390;14730;8980;12690
266;4;Vrouwen;2012;44460;18740;11450;14270
267;4;Vrouwen;2013;58260;24000;15000;19260
268;4;Vrouwen;2014;63330;23950;15470;23920
269;4;Vrouwen;2015;64220;30470;13560;20190
270;5;Mannen en vrouwen;1998;85160;7760;6630;70780
271;5;Mannen en vrouwen;1999;74640;7190;4780;62670
272;5;Mannen en vrouwen;2000;69780;7430;6310;56040
273;5;Mannen en vrouwen;2001;62050;6720;6230;49100
274;5;Mannen en vrouwen;2002;61310;9050;7850;44420
275;5;Mannen en vrouwen;2003;69660;11660;10400;47600
276;5;Mannen en vrouwen;2004;75740;10410;10320;55020
277;5;Mannen en vrouwen;2005;79710;9340;9800;60560
278;5;Mannen en vrouwen;2006;80820;9280;8570;62970
279;5;Mannen en vrouwen;2007;73380;9210;6970;57200
280;5;Mannen en vrouwen;2008;58780;9660;6310;42820
281;5;Mannen en vrouwen;2009;62090;18600;12620;30870
282;5;Mannen en vrouwen;2010;65260;18530;13980;32760
283;5;Mannen en vrouwen;2011;70960;19560;13730;37670
284;5;Mannen en vrouwen;2012;86250;26670;18490;41090
285;5;Mannen en vrouwen;2013;112500;35360;25130;52010
286;5;Mannen en vrouwen;2014;128390;35920;26030;66440
287;5;Mannen en vrouwen;2015;138320;50060;24610;63650
288;5;Mannen;1998;62790;5720;4710;52360
289;5;Mannen;1999;54110;5170;3340;45590
290;5;Mannen;2000;50230;5150;4370;40720
291;5;Mannen;2001;43890;4760;4310;34830
292;5;Mannen;2002;43120;6440;5580;31090
293;5;Mannen;2003;48800;8150;7450;33200
294;5;Mannen;2004;52560;7080;7260;38230
295;5;Mannen;2005;53620;6040;6440;41150
296;5;Mannen;2006;52640;5930;5240;41480
297;5;Mannen;2007;45960;5600;4120;36230
298;5;Mannen;2008;36350;6020;3770;26560
299;5;Mannen;2009;39440;12450;8220;18760
300;5;Mannen;2010;41490;12120;8810;20550
301;5;Mannen;2011;44000;12280;8310;23420
302;5;Mannen;2012;52760;16910;11230;24620
303;5;Mannen;2013;67750;22030;14970;30750
304;5;Mannen;2014;75900;21890;14950;39060
305;5;Mannen;2015;76980;28930;12830;35220
306;5;Vrouwen;1998;22370;2030;1920;18420
307;5;Vrouwen;1999;20530;2020;1440;17070
308;5;Vrouwen;2000;19540;2280;1940;15320
309;5;Vrouwen;2001;18160;1960;1920;14270
310;5;Vrouwen;2002;18200;2610;2260;13320
311;5;Vrouwen;2003;20860;3510;2950;14400
312;5;Vrouwen;2004;23170;3330;3060;16790
313;5;Vrouwen;2005;26080;3310;3370;19410
314;5;Vrouwen;2006;28180;3350;3340;21500
315;5;Vrouwen;2007;27400;3590;2850;20960
316;5;Vrouwen;2008;22430;3640;2540;16260
317;5;Vrouwen;2009;22650;6150;4400;12110
318;5;Vrouwen;2010;23770;6400;5170;12200
319;5;Vrouwen;2011;26960;7290;5420;14250
320;5;Vrouwen;2012;33490;9760;7260;16470
321;5;Vrouwen;2013;44760;13330;10160;21270
322;5;Vrouwen;2014;52490;14040;11090;27370
323;5;Vrouwen;2015;61340;21140;11780;28430
324;7;Mannen en vrouwen;1998;2130;1830;200;110
325;7;Mannen en vrouwen;1999;1260;1050;130;70
326;7;Mannen en vrouwen;2000;940;810;90;40
327;7;Mannen en vrouwen;2001;820;750;60;10
328;7;Mannen en vrouwen;2002;1470;1350;120;10
329;7;Mannen en vrouwen;2003;2280;1920;200;170
330;7;Mannen en vrouwen;2004;2100;1730;240;130
331;7;Mannen en vrouwen;2005;1370;1130;160;80
332;7;Mannen en vrouwen;2006;710;540;80;90
333;7;Mannen en vrouwen;2007;400;380;10;0
334;7;Mannen en vrouwen;2008;470;460;10;0
335;7;Mannen en vrouwen;2009;1060;1060;0;0
336;7;Mannen en vrouwen;2010;690;690;0;0
337;7;Mannen en vrouwen;2011;640;640;0;0
338;7;Mannen en vrouwen;2012;990;990;0;0
339;7;Mannen en vrouwen;2013;1210;1210;0;0
340;7;Mannen en vrouwen;2014;940;940;0;0
341;7;Mannen en vrouwen;2015;1230;1230;0;0
342;7;Mannen;1998;1250;1110;90;60
343;7;Mannen;1999;650;550;60;50
344;7;Mannen;2000;480;400;50;30
345;7;Mannen;2001;420;390;20;10
346;7;Mannen;2002;790;730;60;10
347;7;Mannen;2003;1240;1040;100;100
348;7;Mannen;2004;1140;920;110;110
349;7;Mannen;2005;720;600;80;50
350;7;Mannen;2006;340;240;30;70
351;7;Mannen;2007;210;200;10;0
352;7;Mannen;2008;300;290;10;0
353;7;Mannen;2009;730;730;0;0
354;7;Mannen;2010;500;500;0;0
355;7;Mannen;2011;440;440;0;0
356;7;Mannen;2012;690;690;0;0
357;7;Mannen;2013;740;740;0;0
358;7;Mannen;2014;560;560;0;0
359;7;Mannen;2015;690;690;0;0
360;7;Vrouwen;1998;880;720;110;50
361;7;Vrouwen;1999;610;510;80;30
362;7;Vrouwen;2000;460;410;40;10
363;7;Vrouwen;2001;400;360;40;10
364;7;Vrouwen;2002;680;620;60;10
365;7;Vrouwen;2003;1050;890;100;60
366;7;Vrouwen;2004;960;810;130;30
367;7;Vrouwen;2005;650;530;80;30
368;7;Vrouwen;2006;370;300;50;20
369;7;Vrouwen;2007;190;190;10;0
370;7;Vrouwen;2008;170;170;0;0
371;7;Vrouwen;2009;320;320;0;0
372;7;Vrouwen;2010;190;190;0;0
373;7;Vrouwen;2011;190;190;0;0
374;7;Vrouwen;2012;300;300;0;0
375;7;Vrouwen;2013;470;470;0;0
376;7;Vrouwen;2014;380;380;0;0
377;7;Vrouwen;2015;540;540;0;0
378;8;Mannen en vrouwen;1998;14740;10160;2170;2410
379;8;Mannen en vrouwen;1999;8770;5810;1440;1520
380;8;Mannen en vrouwen;2000;6610;4540;1130;940
381;8;Mannen en vrouwen;2001;6000;4490;980;540
382;8;Mannen en vrouwen;2002;9260;6890;1600;770
383;8;Mannen en vrouwen;2003;16030;10790;3050;2180
384;8;Mannen en vrouwen;2004;15670;10700;2600;2370
385;8;Mannen en vrouwen;2005;11410;8230;2110;1070
386;8;Mannen en vrouwen;2006;6600;4770;1050;790
387;8;Mannen en vrouwen;2007;3860;3640;220;10
388;8;Mannen en vrouwen;2008;5040;4760;270;10
389;8;Mannen en vrouwen;2009;11520;11180;340;0
390;8;Mannen en vrouwen;2010;8760;8620;140;0
391;8;Mannen en vrouwen;2011;9810;9680;130;0
392;8;Mannen en vrouwen;2012;15130;14930;200;0
393;8;Mannen en vrouwen;2013;19480;19030;440;0
394;8;Mannen en vrouwen;2014;16570;16240;330;0
395;8;Mannen en vrouwen;2015;17980;17940;30;0
396;8;Mannen;1998;7590;5930;770;890
397;8;Mannen;1999;4130;2920;550;660
398;8;Mannen;2000;3190;2250;460;480
399;8;Mannen;2001;2780;2200;390;190
400;8;Mannen;2002;4870;3780;740;340
401;8;Mannen;2003;8350;5670;1550;1140
402;8;Mannen;2004;7810;5370;1190;1240
403;8;Mannen;2005;5390;3970;900;510
404;8;Mannen;2006;2930;2100;410;430
405;8;Mannen;2007;1730;1630;90;0
406;8;Mannen;2008;2660;2530;120;0
407;8;Mannen;2009;6680;6490;190;0
408;8;Mannen;2010;5020;4950;70;0
409;8;Mannen;2011;5380;5320;60;0
410;8;Mannen;2012;8550;8450;110;0
411;8;Mannen;2013;10300;10070;220;0
412;8;Mannen;2014;8650;8510;140;0
413;8;Mannen;2015;9260;9240;10;0
414;8;Vrouwen;1998;7150;4230;1400;1520
415;8;Vrouwen;1999;4640;2890;890;860
416;8;Vrouwen;2000;3420;2290;660;470
417;8;Vrouwen;2001;3220;2290;590;350
418;8;Vrouwen;2002;4390;3110;860;430
419;8;Vrouwen;2003;7670;5120;1500;1050
420;8;Vrouwen;2004;7860;5330;1400;1130
421;8;Vrouwen;2005;6010;4260;1200;560
422;8;Vrouwen;2006;3670;2670;640;360
423;8;Vrouwen;2007;2100;1970;120;10
424;8;Vrouwen;2008;2380;2230;150;10
425;8;Vrouwen;2009;4840;4690;150;0
426;8;Vrouwen;2010;3740;3680;70;0
427;8;Vrouwen;2011;4430;4360;70;0
428;8;Vrouwen;2012;6570;6480;100;0
429;8;Vrouwen;2013;9180;8960;220;0
430;8;Vrouwen;2014;7920;7730;200;0
431;8;Vrouwen;2015;8720;8700;20;0
432;9;Mannen en vrouwen;1998;30860;15830;5200;9830
433;9;Mannen en vrouwen;1999;20530;10130;3890;6510
434;9;Mannen en vrouwen;2000;15330;8120;3110;4090
435;9;Mannen en vrouwen;2001;12310;6910;2530;2870
436;9;Mannen en vrouwen;2002;17830;10340;4010;3480
437;9;Mannen en vrouwen;2003;27810;14590;6660;6560
438;9;Mannen en vrouwen;2004;27730;14160;6060;7500
439;9;Mannen en vrouwen;2005;20120;11330;4890;3900
440;9;Mannen en vrouwen;2006;11810;7300;2580;1930
441;9;Mannen en vrouwen;2007;7920;6500;1200;220
442;9;Mannen en vrouwen;2008;9150;7840;1210;90
443;9;Mannen en vrouwen;2009;22360;18880;3470;10
444;9;Mannen en vrouwen;2010;18080;15670;2410;0
445;9;Mannen en vrouwen;2011;20060;17540;2520;0
446;9;Mannen en vrouwen;2012;28420;24720;3680;10
447;9;Mannen en vrouwen;2013;37040;31840;5190;20
448;9;Mannen en vrouwen;2014;33590;29430;4140;20
449;9;Mannen en vrouwen;2015;35700;34080;1610;0
450;9;Mannen;1998;14270;9140;1910;3230
451;9;Mannen;1999;8870;5240;1520;2110
452;9;Mannen;2000;6690;3990;1170;1530
453;9;Mannen;2001;5300;3440;980;880
454;9;Mannen;2002;9010;5670;1900;1440
455;9;Mannen;2003;14370;7730;3380;3260
456;9;Mannen;2004;13800;7230;2840;3730
457;9;Mannen;2005;9310;5350;2140;1830
458;9;Mannen;2006;5240;3310;1030;900
459;9;Mannen;2007;3420;2900;480;50
460;9;Mannen;2008;4520;4010;490;20
461;9;Mannen;2009;12590;10580;2000;10
462;9;Mannen;2010;9570;8330;1240;0
463;9;Mannen;2011;10190;9070;1120;0
464;9;Mannen;2012;14860;13030;1830;10
465;9;Mannen;2013;18640;16130;2500;10
466;9;Mannen;2014;16230;14450;1770;10
467;9;Mannen;2015;17390;16750;640;0
468;9;Vrouwen;1998;16590;6690;3290;6610
469;9;Vrouwen;1999;11670;4890;2370;4410
470;9;Vrouwen;2000;8640;4130;1940;2570
471;9;Vrouwen;2001;7010;3470;1550;1990
472;9;Vrouwen;2002;8820;4670;2120;2030
473;9;Vrouwen;2003;13440;6850;3290;3300
474;9;Vrouwen;2004;13930;6930;3230;3770
475;9;Vrouwen;2005;10810;5980;2750;2070
476;9;Vrouwen;2006;6560;3990;1550;1020
477;9;Vrouwen;2007;4430;3530;720;170
478;9;Vrouwen;2008;4620;3830;720;70
479;9;Vrouwen;2009;9780;8300;1470;10
480;9;Vrouwen;2010;8510;7340;1170;0
481;9;Vrouwen;2011;9870;8470;1400;0
482;9;Vrouwen;2012;13560;11690;1850;10
483;9;Vrouwen;2013;18400;15710;2690;0
484;9;Vrouwen;2014;17360;14980;2370;10
485;9;Vrouwen;2015;18310;17330;970;0
486;30 tot 35 jaar;Mannen en vrouwen;1998;32990;14330;5690;12970
487;30 tot 35 jaar;Mannen en vrouwen;1999;24370;10410;4630;9330
488;30 tot 35 jaar;Mannen en vrouwen;2000;19860;9400;4070;6400
489;30 tot 35 jaar;Mannen en vrouwen;2001;17670;8610;3770;5290
490;30 tot 35 jaar;Mannen en vrouwen;2002;25380;13050;6120;6210
