ID;NederlandEnHerkomstgroeperingen;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratiesaldo_7;MigratieSaldoMannen_8;MigratieSaldoVrouwen_9
455;Turkije;2045;3211;1605;1606;1135;742;393;2076;863;1213
456;Turkije;2046;3174;1589;1585;1117;729;388;2057;860;1197
457;Turkije;2047;3130;1563;1567;1100;716;384;2030;847;1183
458;Turkije;2048;3084;1543;1541;1083;703;379;2001;840;1162
459;Turkije;2049;3042;1520;1522;1066;691;375;1976;829;1147
460;Totaal westers;2004;35750;17422;18328;30000;16152;13848;5750;1270;4480
461;Totaal westers;2005;36386;17768;18618;29757;15993;13765;6629;1775;4853
462;Totaal westers;2006;38087;18679;19408;29642;15907;13735;8445;2772;5673
463;Totaal westers;2007;40593;20025;20568;29724;15933;13791;10869;4092;6777
464;Totaal westers;2008;43578;21642;21936;30038;16091;13947;13540;5551;7989
465;Totaal westers;2009;46805;23377;23428;30579;16380;14199;16226;6997;9229
466;Totaal westers;2010;49949;25068;24881;31319;16783;14536;18630;8285;10345
467;Totaal westers;2011;52747;26578;26169;32201;17269;14931;20546;9309;11238
468;Totaal westers;2012;54890;27725;27165;33155;17797;15357;21735;9928;11808
469;Totaal westers;2013;56138;28396;27742;34098;18319;15779;22040;10077;11963
470;Totaal westers;2014;56645;28652;27993;34959;18791;16168;21686;9861;11825
471;Totaal westers;2015;56841;28742;28099;35702;19193;16509;21139;9549;11590
472;Totaal westers;2016;56897;28763;28134;36321;19522;16799;20576;9241;11335
473;Totaal westers;2017;56945;28782;28163;36826;19785;17041;20119;8997;11122
474;Totaal westers;2018;56979;28797;28182;37231;19992;17239;19748;8805;10943
475;Totaal westers;2019;56998;28803;28195;37550;20150;17400;19448;8653;10795
476;Totaal westers;2020;57007;28807;28200;37793;20267;17527;19214;8540;10673
477;Totaal westers;2021;57007;28807;28200;37971;20347;17624;19036;8460;10576
478;Totaal westers;2022;57007;28807;28200;38087;20394;17693;18920;8413;10507
479;Totaal westers;2023;57007;28807;28200;38150;20413;17737;18857;8394;10463
480;Totaal westers;2024;57007;28807;28200;38163;20407;17756;18844;8400;10444
481;Totaal westers;2025;57007;28807;28200;38129;20377;17753;18878;8430;10447
482;Totaal westers;2026;57007;28807;28200;38051;20325;17726;18956;8482;10474
483;Totaal westers;2027;57007;28807;28200;37934;20253;17681;19073;8554;10519
484;Totaal westers;2028;57007;28807;28200;37777;20162;17615;19230;8645;10585
485;Totaal westers;2029;57007;28807;28200;37584;20054;17530;19423;8753;10670
486;Totaal westers;2030;57007;28807;28200;37358;19930;17428;19649;8877;10772
487;Totaal westers;2031;57007;28807;28200;37100;19791;17310;19907;9016;10890
488;Totaal westers;2032;57007;28807;28200;36816;19639;17178;20191;9168;11022
489;Totaal westers;2033;57007;28807;28200;36507;19476;17031;20500;9331;11169
490;Totaal westers;2034;57007;28807;28200;36179;19304;16875;20828;9503;11325
491;Totaal westers;2035;57007;28807;28200;35835;19126;16709;21172;9681;11491
492;Totaal westers;2036;57007;28807;28200;35479;18943;16537;21528;9864;11663
493;Totaal westers;2037;57007;28807;28200;35117;18758;16359;21890;10049;11841
494;Totaal westers;2038;57007;28807;28200;34752;18573;16179;22255;10234;12021
495;Totaal westers;2039;57007;28807;28200;34391;18392;15999;22616;10415;12201
496;Totaal westers;2040;57007;28807;28200;34037;18217;15821;22970;10590;12379
497;Totaal westers;2041;57007;28807;28200;33699;18050;15649;23308;10757;12551
498;Totaal westers;2042;57007;28807;28200;33380;17895;15485;23627;10912;12715
499;Totaal westers;2043;57007;28807;28200;33089;17755;15334;23918;11052;12866
500;Totaal westers;2044;57007;28807;28200;32828;17633;15195;24179;11174;13005
501;Totaal westers;2045;57007;28807;28200;32608;17532;15076;24399;11275;13124
502;Totaal westers;2046;57007;28807;28200;32431;17456;14975;24576;11351;13225
503;Totaal westers;2047;57007;28807;28200;32308;17408;14900;24699;11399;13300
504;Totaal westers;2048;57007;28807;28200;32241;17392;14849;24766;11415;13351
505;Totaal westers;2049;57007;28807;28200;32241;17411;14830;24766;11396;13370
506;24 EU-landen;2004;22599;11501;11098;18702;10309;8394;3897;1192;2704
507;24 EU-landen;2005;23018;11720;11298;18673;10256;8416;4345;1464;2882
508;24 EU-landen;2006;24163;12319;11844;18694;10236;8457;5469;2083;3387
509;24 EU-landen;2007;25817;13184;12633;18816;10277;8538;7001;2907;4095
510;24 EU-landen;2008;27767;14206;13561;19063;10393;8670;8704;3813;4891
511;24 EU-landen;2009;29829;15289;14540;19431;10582;8849;10398;4707;5691
512;24 EU-landen;2010;31784;16315;15469;19895;10830;9065;11889;5485;6404
513;24 EU-landen;2011;33435;17180;16255;20412;11113;9299;13023;6067;6956
514;24 EU-landen;2012;34569;17776;16793;20929;11400;9529;13640;6376;7264
515;24 EU-landen;2013;35007;18006;17001;21385;11657;9728;13622;6349;7273
516;24 EU-landen;2014;35007;18006;17001;21734;11855;9880;13273;6151;7121
517;24 EU-landen;2015;35007;18006;17001;21972;11990;9982;13035;6016;7019
518;24 EU-landen;2016;35007;18006;17001;22113;12072;10041;12894;5934;6960
519;24 EU-landen;2017;35007;18006;17001;22173;12108;10064;12834;5898;6937
520;24 EU-landen;2018;35007;18006;17001;22161;12106;10055;12846;5900;6946
521;24 EU-landen;2019;35007;18006;17001;22091;12072;10018;12916;5934;6983
522;24 EU-landen;2020;35007;18006;17001;21970;12011;9958;13037;5995;7043
523;24 EU-landen;2021;35007;18006;17001;21807;11928;9879;13200;6078;7122
524;24 EU-landen;2022;35007;18006;17001;21606;11825;9781;13401;6181;7220
525;24 EU-landen;2023;35007;18006;17001;21374;11706;9668;13633;6300;7333
526;24 EU-landen;2024;35007;18006;17001;21113;11573;9540;13894;6433;7461
527;24 EU-landen;2025;35007;18006;17001;20826;11427;9399;14181;6579;7602
528;24 EU-landen;2026;35007;18006;17001;20514;11269;9246;14493;6737;7756
529;24 EU-landen;2027;35007;18006;17001;20183;11101;9082;14824;6905;7919
530;24 EU-landen;2028;35007;18006;17001;19831;10923;8908;15176;7083;8093
531;24 EU-landen;2029;35007;18006;17001;19462;10738;8724;15545;7268;8277
532;24 EU-landen;2030;35007;18006;17001;19078;10545;8533;15929;7461;8468
533;24 EU-landen;2031;35007;18006;17001;18681;10346;8335;16326;7660;8666
534;24 EU-landen;2032;35007;18006;17001;18275;10143;8132;16732;7863;8869
535;24 EU-landen;2033;35007;18006;17001;17861;9936;7924;17146;8070;9077
536;24 EU-landen;2034;35007;18006;17001;17444;9729;7716;17563;8277;9285
537;24 EU-landen;2035;35007;18006;17001;17026;9520;7506;17981;8486;9495
538;24 EU-landen;2036;35007;18006;17001;16611;9314;7296;18396;8692;9705
539;24 EU-landen;2037;35007;18006;17001;16202;9112;7090;18805;8894;9911
540;24 EU-landen;2038;35007;18006;17001;15804;8915;6888;19203;9091;10113
541;24 EU-landen;2039;35007;18006;17001;15420;8727;6693;19587;9279;10308
542;24 EU-landen;2040;35007;18006;17001;15056;8549;6507;19951;9457;10494
543;24 EU-landen;2041;35007;18006;17001;14717;8383;6333;20290;9623;10668
544;24 EU-landen;2042;35007;18006;17001;14407;8233;6173;20600;9773;10828
545;24 EU-landen;2043;35007;18006;17001;14132;8102;6030;20875;9904;10971
546;24 EU-landen;2044;35007;18006;17001;13897;7991;5905;21110;10015;11096
547;24 EU-landen;2045;35007;18006;17001;13710;7905;5805;21297;10101;11196
548;24 EU-landen;2046;35007;18006;17001;13572;7846;5726;21435;10160;11275
549;24 EU-landen;2047;35007;18006;17001;13495;7818;5678;21512;10188;11323
550;24 EU-landen;2048;35007;18006;17001;13481;7823;5659;21526;10183;11342
551;24 EU-landen;2049;35007;18006;17001;13540;7865;5675;21467;10141;11326
552;Overig Europa;2004;8049;3399;4650;6402;3360;3042;1647;39;1608
553;Overig Europa;2005;8111;3448;4663;6328;3317;3012;1783;131;1651
554;Overig Europa;2006;8250;3562;4688;6276;3289;2987;1974;274;1701
555;Overig Europa;2007;8465;3743;4722;6247;3277;2969;2218;466;1753
556;Overig Europa;2008;8733;3965;4768;6242;3285;2958;2491;680;1810
557;Overig Europa;2009;9029;4202;4827;6260;3309;2951;2769;893;1876
558;Overig Europa;2010;9311;4434;4877;6296;3347;2948;3015;1087;1929
559;Overig Europa;2011;9577;4654;4923;6345;3397;2948;3232;1257;1975
560;Overig Europa;2012;9796;4832;4964;6403;3454;2949;3393;1378;2015
561;Overig Europa;2013;9949;4956;4993;6466;3515;2951;3483;1442;2042
562;Overig Europa;2014;9996;4998;4998;6527;3572;2955;3469;1426;2043
563;Overig Europa;2015;9996;4998;4998;6584;3623;2960;3413;1375;2038
564;Overig Europa;2016;9996;4998;4998;6635;3667;2968;3361;1331;2030
565;Overig Europa;2017;9996;4998;4998;6685;3707;2978;3311;1291;2020
566;Overig Europa;2018;9996;4998;4998;6732;3741;2991;3264;1257;2007
567;Overig Europa;2019;9996;4998;4998;6779;3773;3006;3217;1225;1992
568;Overig Europa;2020;9996;4998;4998;6826;3802;3024;3170;1196;1974
569;Overig Europa;2021;9996;4998;4998;6873;3829;3045;3123;1169;1954
570;Overig Europa;2022;9996;4998;4998;6921;3854;3067;3075;1144;1931
571;Overig Europa;2023;9996;4998;4998;6969;3878;3091;3027;1120;1907
572;Overig Europa;2024;9996;4998;4998;7017;3900;3117;2979;1098;1881
573;Overig Europa;2025;9996;4998;4998;7066;3922;3145;2930;1076;1853
574;Overig Europa;2026;9996;4998;4998;7115;3942;3172;2881;1056;1826
575;Overig Europa;2027;9996;4998;4998;7163;3962;3201;2833;1036;1797
576;Overig Europa;2028;9996;4998;4998;7211;3981;3231;2785;1017;1767
577;Overig Europa;2029;9996;4998;4998;7259;3998;3261;2737;1000;1737
578;Overig Europa;2030;9996;4998;4998;7305;4015;3290;2691;983;1708
579;Overig Europa;2031;9996;4998;4998;7351;4030;3320;2645;968;1678
580;Overig Europa;2032;9996;4998;4998;7395;4045;3350;2601;953;1648
581;Overig Europa;2033;9996;4998;4998;7437;4058;3380;2559;940;1618
582;Overig Europa;2034;9996;4998;4998;7478;4070;3408;2518;928;1590
583;Overig Europa;2035;9996;4998;4998;7517;4081;3436;2479;917;1562
584;Overig Europa;2036;9996;4998;4998;7554;4092;3462;2442;906;1536
585;Overig Europa;2037;9996;4998;4998;7589;4101;3487;2407;897;1511
586;Overig Europa;2038;9996;4998;4998;7621;4110;3511;2375;888;1487
587;Overig Europa;2039;9996;4998;4998;7651;4119;3532;2345;879;1466
588;Overig Europa;2040;9996;4998;4998;7679;4127;3552;2317;871;1446
589;Overig Europa;2041;9996;4998;4998;7703;4134;3570;2293;864;1428
590;Overig Europa;2042;9996;4998;4998;7725;4140;3585;2271;858;1413
591;Overig Europa;2043;9996;4998;4998;7745;4146;3599;2251;852;1399
592;Overig Europa;2044;9996;4998;4998;7762;4152;3610;2234;846;1388
593;Overig Europa;2045;9996;4998;4998;7776;4157;3619;2220;841;1379
594;Overig Europa;2046;9996;4998;4998;7788;4162;3625;2208;836;1373
595;Overig Europa;2047;9996;4998;4998;7797;4167;3630;2199;831;1368
596;Overig Europa;2048;9996;4998;4998;7803;4172;3631;2193;827;1367
597;Overig Europa;2049;9996;4998;4998;7807;4176;3631;2190;822;1367
598;Indonesië;2004;1304;523;781;1313;672;641;-9;-149;140
599;Indonesië;2005;1309;525;784;1237;634;603;72;-109;181
600;Indonesië;2006;1334;538;796;1170;600;571;164;-62;225
601;Indonesië;2007;1376;552;824;1114;570;544;262;-18;280
602;Indonesië;2008;1418;574;844;1067;544;523;351;30;321
603;Indonesië;2009;1469;592;877;1028;522;507;441;70;370
604;Indonesië;2010;1528;613;915;998;503;495;530;110;420
605;Indonesië;2011;1592;640;952;976;489;487;616;151;465
606;Indonesië;2012;1658;663;995;960;478;482;698;186;513
607;Indonesië;2013;1719;692;1027;949;469;480;770;223;547
608;Indonesië;2014;1784;717;1067;942;463;479;842;254;588
609;Indonesië;2015;1835;736;1099;939;459;479;896;277;620
610;Indonesië;2016;1891;757;1134;937;456;481;954;301;654
611;Indonesië;2017;1939;776;1163;936;454;482;1003;322;681
612;Indonesië;2018;1973;791;1182;936;453;483;1037;338;699
613;Indonesië;2019;1992;797;1195;936;452;483;1056;345;712
614;Indonesië;2020;2001;801;1200;934;451;483;1067;350;717
615;Indonesië;2021;2001;801;1200;931;449;482;1070;352;718
616;Indonesië;2022;2001;801;1200;927;447;480;1074;354;720
617;Indonesië;2023;2001;801;1200;922;445;477;1079;356;723
618;Indonesië;2024;2001;801;1200;916;442;473;1085;359;727
619;Indonesië;2025;2001;801;1200;909;440;469;1092;361;731
620;Indonesië;2026;2001;801;1200;904;438;466;1097;363;734
621;Indonesië;2027;2001;801;1200;899;436;463;1102;365;737
622;Indonesië;2028;2001;801;1200;894;434;460;1107;367;740
623;Indonesië;2029;2001;801;1200;891;432;458;1110;369;742
624;Indonesië;2030;2001;801;1200;888;431;457;1113;370;743
625;Indonesië;2031;2001;801;1200;887;431;456;1114;370;744
626;Indonesië;2032;2001;801;1200;885;430;455;1116;371;745
627;Indonesië;2033;2001;801;1200;885;430;455;1116;371;745
628;Indonesië;2034;2001;801;1200;885;429;455;1116;372;745
629;Indonesië;2035;2001;801;1200;885;429;456;1116;372;744
630;Indonesië;2036;2001;801;1200;886;429;456;1115;372;744
631;Indonesië;2037;2001;801;1200;886;430;457;1115;371;743
632;Indonesië;2038;2001;801;1200;887;430;458;1114;371;742
633;Indonesië;2039;2001;801;1200;889;430;458;1112;371;742
634;Indonesië;2040;2001;801;1200;890;430;459;1111;371;741
635;Indonesië;2041;2001;801;1200;891;431;460;1110;370;740
636;Indonesië;2042;2001;801;1200;892;431;461;1109;370;739
637;Indonesië;2043;2001;801;1200;893;431;462;1108;370;738
638;Indonesië;2044;2001;801;1200;894;432;463;1107;369;737
639;Indonesië;2045;2001;801;1200;895;432;464;1106;369;737
640;Indonesië;2046;2001;801;1200;896;432;464;1105;369;736
641;Indonesië;2047;2001;801;1200;897;433;465;1104;368;735
642;Indonesië;2048;2001;801;1200;898;433;465;1103;368;735
643;Indonesië;2049;2001;801;1200;899;433;466;1102;368;734
644;Overig buiten Europa;2004;3798;1999;1799;3583;1812;1771;215;187;28
645;Overig buiten Europa;2005;3948;2075;1873;3520;1786;1734;428;289;139
646;Overig buiten Europa;2006;4340;2260;2080;3502;1782;1720;838;478;360
647;Overig buiten Europa;2007;4935;2546;2389;3547;1808;1739;1388;738;650
648;Overig buiten Europa;2008;5660;2897;2763;3665;1869;1796;1995;1028;967
649;Overig buiten Europa;2009;6478;3294;3184;3860;1968;1892;2618;1326;1292
650;Overig buiten Europa;2010;7326;3706;3620;4130;2103;2027;3196;1603;1593
651;Overig buiten Europa;2011;8143;4104;4039;4468;2271;2198;3675;1833;1841
652;Overig buiten Europa;2012;8867;4454;4413;4863;2465;2398;4004;1989;2016
653;Overig buiten Europa;2013;9463;4742;4721;5298;2679;2619;4165;2063;2102
654;Overig buiten Europa;2014;9858;4931;4927;5755;2901;2854;4103;2030;2073
655;Overig buiten Europa;2015;10003;5002;5001;6208;3121;3087;3795;1882;1914
656;Overig buiten Europa;2016;10003;5002;5001;6635;3326;3309;3368;1676;1692
657;Overig buiten Europa;2017;10003;5002;5001;7033;3516;3517;2970;1486;1484
658;Overig buiten Europa;2018;10003;5002;5001;7402;3691;3711;2601;1311;1290
659;Overig buiten Europa;2019;10003;5002;5001;7745;3853;3892;2258;1149;1109
660;Overig buiten Europa;2020;10003;5002;5001;8063;4002;4061;1940;1000;940
661;Overig buiten Europa;2021;10003;5002;5001;8359;4140;4219;1644;862;782
662;Overig buiten Europa;2022;10003;5002;5001;8633;4268;4365;1370;734;636
663;Overig buiten Europa;2023;10003;5002;5001;8885;4384;4501;1118;618;500
664;Overig buiten Europa;2024;10003;5002;5001;9117;4491;4626;886;511;375
665;Overig buiten Europa;2025;10003;5002;5001;9328;4588;4740;675;414;261
666;Overig buiten Europa;2026;10003;5002;5001;9519;4676;4843;484;326;158
667;Overig buiten Europa;2027;10003;5002;5001;9689;4755;4935;314;247;66
668;Overig buiten Europa;2028;10003;5002;5001;9841;4824;5016;162;178;-15
669;Overig buiten Europa;2029;10003;5002;5001;9973;4886;5087;30;116;-86
670;Overig buiten Europa;2030;10003;5002;5001;10086;4939;5148;-83;64;-147
671;Overig buiten Europa;2031;10003;5002;5001;10182;4984;5198;-179;18;-197
672;Overig buiten Europa;2032;10003;5002;5001;10261;5021;5240;-258;-19;-239
673;Overig buiten Europa;2033;10003;5002;5001;10324;5052;5272;-321;-50;-271
674;Overig buiten Europa;2034;10003;5002;5001;10372;5076;5296;-369;-74;-295
675;Overig buiten Europa;2035;10003;5002;5001;10407;5095;5312;-404;-93;-311
676;Overig buiten Europa;2036;10003;5002;5001;10429;5107;5322;-426;-105;-321
677;Overig buiten Europa;2037;10003;5002;5001;10439;5115;5325;-436;-113;-324
678;Overig buiten Europa;2038;10003;5002;5001;10440;5117;5322;-437;-115;-321
679;Overig buiten Europa;2039;10003;5002;5001;10431;5116;5314;-428;-114;-313
680;Overig buiten Europa;2040;10003;5002;5001;10413;5111;5302;-410;-109;-301
681;Overig buiten Europa;2041;10003;5002;5001;10388;5102;5286;-385;-100;-285
682;Overig buiten Europa;2042;10003;5002;5001;10356;5090;5266;-353;-88;-265
683;Overig buiten Europa;2043;10003;5002;5001;10318;5075;5243;-315;-73;-242
684;Overig buiten Europa;2044;10003;5002;5001;10275;5058;5217;-272;-56;-216
685;Overig buiten Europa;2045;10003;5002;5001;10227;5038;5190;-224;-36;-189
686;Overig buiten Europa;2046;10003;5002;5001;10175;5016;5159;-172;-14;-158
687;Overig buiten Europa;2047;10003;5002;5001;10119;4991;5127;-116;11;-126
688;Overig buiten Europa;2048;10003;5002;5001;10059;4965;5094;-56;37;-93
689;Overig buiten Europa;2049;10003;5002;5001;9995;4937;5059;8;65;-58
