ID;RegioS;Perioden;TotaleOppervlakteGrasland_1;TotaleGemaaideOppervlakteGrasland_2;Kuilgras_3;Hooi_4;Zomerstalvoedering_5;Overig_6;TotaleOogstKuilgras_7;MetDrogeStofgehalte35Procent_8;MetDrogeStofgehalte35Procent_9;TotaleOogstHooi_10;VoorraadKuilgras_11;VoorraadHooi_12
0;Nederland;1985;1083.0;1790.0;75.0;7.0;18.0;1.0;4288.0;10.0;90.0;433.0;4537.0;546.0
1;Nederland;1986;1058.0;1708.0;76.0;9.0;14.0;1.0;3997.0;6.0;94.0;557.0;4251.0;652.0
2;Nederland;1987;1037.0;1789.0;80.0;8.0;12.0;1.0;4574.0;21.0;79.0;476.0;4947.0;585.0
3;Nederland;1988;1018.0;1892.0;81.0;7.0;9.0;1.0;4601.0;7.0;93.0;448.0;5261.0;598.0
4;Nederland;1989;1007.0;1966.0;82.0;7.0;9.0;2.0;4076.0;4.0;96.0;306.0;4914.0;469.0
5;Nederland;1990;1004.0;1857.0;79.0;9.0;10.0;2.0;4336.0;10.0;90.0;445.0;4942.0;534.0
6;Nederland;1991;995.0;1760.0;82.0;8.0;9.0;2.0;4225.0;15.0;85.0;375.0;4551.0;420.0
7;Nederland;1992;978.0;1865.0;84.0;7.0;7.0;2.0;4343.0;10.0;90.0;362.0;4814.0;389.0
8;Nederland;1993;965.0;1960.0;85.0;6.0;2.0;5.0;4432.0;15.0;85.0;334.0;4705.0;433.0
9;Nederland;1994;956.0;1860.0;81.0;7.0;8.0;4.0;3627.0;22.0;78.0;321.0;4024.0;393.0
10;Nederland;1995;953.0;1891.0;82.0;9.0;8.0;2.0;3663.0;15.0;85.0;398.0;3837.0;384.0
11;Nederland;1996;958.0;1789.0;84.0;6.0;8.0;2.0;3417.0;14.0;86.0;251.0;3686.0;435.0
12;Nederland;1997;931.0;1960.0;83.0;7.0;9.0;1.0;4145.0;16.0;84.0;351.0;4243.0;304.0
13;Nederland;1998;927.0;1926.0;84.0;5.0;9.0;2.0;4438.0;25.0;75.0;252.0;4335.0;315.0
14;Nederland;1999;913.0;1928.0;87.0;6.0;7.0;1.0;3948.0;13.0;87.0;315.0;4136.0;337.0
15;Nederland;2000;905.0;1943.0;88.0;5.0;6.0;1.0;4252.0;17.0;83.0;299.0;4124.0;241.0
16;Nederland;2001;903.0;1866.0;85.0;6.0;7.0;2.0;4004.0;11.0;89.0;303.0;4040.0;228.0
17;Nederland;2002;929.0;1979.0;87.0;6.0;5.0;2.0;4765.0;13.0;87.0;367.0;4644.0;321.0
18;Nederland;2003;975.0;1778.0;81.0;9.0;9.0;1.0;4081.0;15.0;85.0;473.0;4038.0;456.0
19;Nederland;2004;983.0;1958.0;86.0;8.0;5.0;1.0;5084.0;18.0;82.0;518.0;4667.0;489.0
20;Nederland;2005;980.0;1965.0;86.0;6.0;6.0;2.0;4323.0;17.0;83.0;392.0;4075.0;408.0
21;Nederland;2006;997.0;2613.0;87.0;8.0;4.0;1.0;4320.0;16.0;84.0;362.0;4204.0;302.0
22;Nederland;2007;990.0;;88.0;5.0;3.0;4.0;4803.0;;;355.0;4020.0;309.0
23;Nederland;2008;982.0;2358.0;93.0;4.0;1.0;2.0;4878.0;;;146.0;3431.0;97.0
24;Nederland;2009;975.0;2359.0;88.0;5.0;4.0;3.0;5114.0;;;218.0;3404.0;129.0
25;Nederland;2010;951.0;2423.0;90.0;3.0;4.0;3.0;5139.0;;;183.0;3406.0;98.0
26;Nederland;2011;939.0;2617.0;88.0;3.0;6.0;3.0;5346.0;;;179.0;3584.0;100.0
27;Nederland;2012;938.0;2436.0;88.0;4.0;5.0;3.0;5789.0;;;223.0;3639.0;131.0
28;Nederland;2013;932.0;2482.0;86.0;5.0;5.0;4.0;5496.0;;;208.0;3487.0;123.0
29;Nederland;2014;941.0;2760.0;87.0;5.0;4.0;4.0;6405.0;;;170.0;4378.0;102.0
30;Nederland;2015;956.0;2714.0;90.0;3.0;4.0;3.0;6397.0;;;204.0;4287.0;113.0
31;Nederland;2016;936.0;2671.0;89.0;3.0;4.0;4.0;6587.0;;;225.0;4392.0;140.0
32;Nederland;2017;928.0;2645.0;89.0;3.0;4.0;4.0;6407.0;;;146.0;4380.0;102.0
33;Nederland;2018;987.0;2499.0;87.0;5.0;4.0;4.0;5362.0;;;143.0;4468.0;98.0
34;Nederland;2019;983.0;;;;;;6270.0;;;168.0;4413.0;100.0
35;Nederland;2020;978.0;;;;;;5416.0;;;193.0;3783.0;121.0
36;Nederland;2021;984.0;;;;;;7001.0;;;204.0;4812.0;132.0
37;Nederland;2022;970.0;;;;;;5466.0;;;229.0;3565.0;130.0
38;Nederland;2023;958.0;;;;;;6233.0;;;271.0;3805.0;141.0
39;Noordelijk weidegebied;1985;;;;;;;;;;;;
40;Noordelijk weidegebied;1986;;;;;;;;;;;;
41;Noordelijk weidegebied;1987;;;;;;;;;;;;
42;Noordelijk weidegebied;1988;;;;;;;;;;;;
43;Noordelijk weidegebied;1989;;;;;;;;;;;;
44;Noordelijk weidegebied;1990;;;;;;;;;;;;
45;Noordelijk weidegebied;1991;;;;;;;;;;;;
46;Noordelijk weidegebied;1992;;;;;;;;;;;;
47;Noordelijk weidegebied;1993;271.0;611.0;82.0;5.0;3.0;8.0;1267.0;15.0;85.0;82.0;1329.0;143.0
48;Noordelijk weidegebied;1994;252.0;548.0;78.0;5.0;12.0;4.0;985.0;23.0;77.0;79.0;1075.0;86.0
49;Noordelijk weidegebied;1995;265.0;539.0;81.0;9.0;8.0;2.0;1095.0;15.0;85.0;111.0;1128.0;102.0
50;Noordelijk weidegebied;1996;275.0;563.0;81.0;5.0;12.0;2.0;994.0;11.0;89.0;61.0;1061.0;65.0
51;Noordelijk weidegebied;1997;262.0;601.0;80.0;5.0;12.0;2.0;1172.0;13.0;87.0;79.0;1213.0;69.0
52;Noordelijk weidegebied;1998;265.0;574.0;84.0;3.0;11.0;2.0;1294.0;24.0;76.0;45.0;1191.0;49.0
53;Noordelijk weidegebied;1999;262.0;608.0;84.0;5.0;9.0;1.0;1145.0;10.0;90.0;73.0;1144.0;78.0
54;Noordelijk weidegebied;2000;255.0;590.0;87.0;3.0;8.0;2.0;1286.0;15.0;85.0;54.0;1215.0;40.0
55;Noordelijk weidegebied;2001;244.0;577.0;82.0;6.0;8.0;4.0;1212.0;9.0;91.0;63.0;1212.0;43.0
56;Noordelijk weidegebied;2002;262.0;603.0;84.0;4.0;9.0;3.0;1369.0;13.0;87.0;55.0;1308.0;44.0
57;Noordelijk weidegebied;2003;270.0;498.0;77.0;7.0;14.0;2.0;1075.0;10.0;90.0;112.0;1070.0;111.0
58;Noordelijk weidegebied;2004;268.0;569.0;83.0;7.0;8.0;2.0;1408.0;17.0;83.0;118.0;1258.0;106.0
59;Noordelijk weidegebied;2005;273.0;588.0;84.0;4.0;10.0;2.0;1231.0;16.0;84.0;79.0;1144.0;106.0
60;Noordelijk weidegebied;2006;268.0;720.0;88.0;5.0;6.0;1.0;1239.0;14.0;86.0;50.0;1158.0;45.0
61;Noordelijk weidegebied;2007;265.0;;85.0;3.0;7.0;5.0;1260.0;;;66.0;1085.0;47.0
62;Noordelijk weidegebied;2008;263.0;631.0;92.0;4.0;2.0;2.0;1396.0;;;29.0;975.0;19.0
63;Noordelijk weidegebied;2009;261.0;678.0;83.0;5.0;9.0;3.0;1469.0;;;47.0;958.0;26.0
64;Noordelijk weidegebied;2010;253.0;679.0;86.0;3.0;8.0;3.0;1449.0;;;48.0;941.0;25.0
65;Noordelijk weidegebied;2011;249.0;738.0;84.0;2.0;12.0;2.0;1532.0;;;33.0;1006.0;19.0
66;Noordelijk weidegebied;2012;251.0;708.0;84.0;4.0;10.0;2.0;1554.0;;;54.0;940.0;32.0
67;Noordelijk weidegebied;2013;251.0;698.0;83.0;4.0;10.0;3.0;1520.0;;;48.0;972.0;18.0
68;Noordelijk weidegebied;2014;253.0;793.0;84.0;3.0;9.0;4.0;1697.0;;;37.0;1114.0;23.0
69;Noordelijk weidegebied;2015;254.0;740.0;89.0;3.0;6.0;2.0;1739.0;;;42.0;1172.0;24.0
70;Noordelijk weidegebied;2016;250.0;738.0;88.0;3.0;5.0;4.0;1920.0;;;49.0;1304.0;24.0
71;Noordelijk weidegebied;2017;247.0;730.0;88.0;3.0;5.0;4.0;1762.0;;;29.0;1231.0;17.0
72;Noordelijk weidegebied;2018;259.0;698.0;86.0;5.0;5.0;4.0;1428.0;;;22.0;1225.0;19.0
73;Noordelijk weidegebied;2019;251.0;;;;;;1721.0;;;32.0;1205.0;19.0
74;Noordelijk weidegebied;2020;250.0;;;;;;1563.0;;;37.0;1054.0;20.0
75;Noordelijk weidegebied;2021;251.0;;;;;;1940.0;;;34.0;1298.0;24.0
76;Noordelijk weidegebied;2022;249.0;;;;;;1524.0;;;37.0;988.0;21.0
77;Noordelijk weidegebied;2023;247.0;;;;;;1689.0;;;63.0;1016.0;30.0
78;Oostelijk en centraal veehouderijgebied;1985;;;;;;;;;;;;
79;Oostelijk en centraal veehouderijgebied;1986;;;;;;;;;;;;
80;Oostelijk en centraal veehouderijgebied;1987;;;;;;;;;;;;
81;Oostelijk en centraal veehouderijgebied;1988;;;;;;;;;;;;
82;Oostelijk en centraal veehouderijgebied;1989;;;;;;;;;;;;
83;Oostelijk en centraal veehouderijgebied;1990;;;;;;;;;;;;
84;Oostelijk en centraal veehouderijgebied;1991;;;;;;;;;;;;
85;Oostelijk en centraal veehouderijgebied;1992;;;;;;;;;;;;
86;Oostelijk en centraal veehouderijgebied;1993;228.0;493.0;88.0;4.0;4.0;3.0;1182.0;18.0;82.0;53.0;1251.0;64.0
87;Oostelijk en centraal veehouderijgebied;1994;228.0;484.0;83.0;5.0;7.0;5.0;866.0;20.0;80.0;52.0;1020.0;64.0
88;Oostelijk en centraal veehouderijgebied;1995;229.0;480.0;85.0;8.0;6.0;1.0;864.0;14.0;86.0;69.0;929.0;67.0
89;Oostelijk en centraal veehouderijgebied;1996;233.0;470.0;87.0;5.0;6.0;2.0;890.0;16.0;84.0;46.0;989.0;84.0
90;Oostelijk en centraal veehouderijgebied;1997;221.0;497.0;85.0;5.0;9.0;1.0;1021.0;16.0;84.0;65.0;1058.0;59.0
91;Oostelijk en centraal veehouderijgebied;1998;225.0;515.0;82.0;4.0;13.0;1.0;1147.0;32.0;68.0;50.0;1101.0;52.0
92;Oostelijk en centraal veehouderijgebied;1999;221.0;471.0;89.0;5.0;6.0;0.0;1018.0;14.0;86.0;56.0;1123.0;57.0
93;Oostelijk en centraal veehouderijgebied;2000;218.0;507.0;88.0;5.0;6.0;1.0;1069.0;14.0;86.0;79.0;1103.0;42.0
94;Oostelijk en centraal veehouderijgebied;2001;235.0;495.0;89.0;5.0;4.0;1.0;1028.0;11.0;89.0;67.0;1059.0;46.0
95;Oostelijk en centraal veehouderijgebied;2002;223.0;520.0;92.0;4.0;3.0;1.0;1265.0;12.0;88.0;69.0;1225.0;67.0
96;Oostelijk en centraal veehouderijgebied;2003;237.0;492.0;81.0;8.0;10.0;1.0;1113.0;17.0;83.0;105.0;1125.0;99.0
97;Oostelijk en centraal veehouderijgebied;2004;237.0;504.0;88.0;8.0;3.0;1.0;1295.0;20.0;80.0;118.0;1229.0;105.0
98;Oostelijk en centraal veehouderijgebied;2005;235.0;491.0;89.0;7.0;3.0;1.0;1058.0;15.0;85.0;109.0;1066.0;102.0
99;Oostelijk en centraal veehouderijgebied;2006;244.0;710.0;89.0;7.0;3.0;1.0;1171.0;17.0;83.0;70.0;1271.0;63.0
100;Oostelijk en centraal veehouderijgebied;2007;243.0;;91.0;4.0;2.0;3.0;1367.0;;;64.0;1187.0;69.0
101;Oostelijk en centraal veehouderijgebied;2008;240.0;629.0;93.0;3.0;1.0;3.0;1252.0;;;30.0;903.0;19.0
102;Oostelijk en centraal veehouderijgebied;2009;238.0;628.0;91.0;4.0;3.0;2.0;1294.0;;;46.0;914.0;28.0
103;Oostelijk en centraal veehouderijgebied;2010;236.0;609.0;91.0;3.0;3.0;3.0;1290.0;;;42.0;865.0;24.0
104;Oostelijk en centraal veehouderijgebied;2011;234.0;675.0;90.0;3.0;4.0;3.0;1350.0;;;41.0;949.0;21.0
105;Oostelijk en centraal veehouderijgebied;2012;233.0;643.0;91.0;3.0;3.0;3.0;1568.0;;;39.0;990.0;26.0
106;Oostelijk en centraal veehouderijgebied;2013;230.0;620.0;87.0;4.0;3.0;6.0;1421.0;;;43.0;944.0;30.0
107;Oostelijk en centraal veehouderijgebied;2014;234.0;725.0;87.0;3.0;4.0;6.0;1812.0;;;31.0;1302.0;21.0
108;Oostelijk en centraal veehouderijgebied;2015;240.0;716.0;90.0;3.0;3.0;4.0;1716.0;;;37.0;1254.0;20.0
109;Oostelijk en centraal veehouderijgebied;2016;236.0;744.0;89.0;3.0;4.0;4.0;1815.0;;;44.0;1227.0;37.0
110;Oostelijk en centraal veehouderijgebied;2017;234.0;738.0;89.0;3.0;4.0;4.0;1701.0;;;26.0;1200.0;19.0
111;Oostelijk en centraal veehouderijgebied;2018;239.0;663.0;88.0;4.0;5.0;3.0;1362.0;;;48.0;1282.0;23.0
112;Oostelijk en centraal veehouderijgebied;2019;239.0;;;;;;1519.0;;;29.0;1127.0;18.0
113;Oostelijk en centraal veehouderijgebied;2020;237.0;;;;;;1310.0;;;42.0;962.0;23.0
114;Oostelijk en centraal veehouderijgebied;2021;239.0;;;;;;1915.0;;;52.0;1392.0;31.0
115;Oostelijk en centraal veehouderijgebied;2022;235.0;;;;;;1345.0;;;68.0;925.0;38.0
116;Oostelijk en centraal veehouderijgebied;2023;233.0;;;;;;1635.0;;;53.0;1052.0;26.0
117;Westelijk weidegebied;1985;;;;;;;;;;;;
118;Westelijk weidegebied;1986;;;;;;;;;;;;
119;Westelijk weidegebied;1987;;;;;;;;;;;;
120;Westelijk weidegebied;1988;;;;;;;;;;;;
121;Westelijk weidegebied;1989;;;;;;;;;;;;
122;Westelijk weidegebied;1990;;;;;;;;;;;;
123;Westelijk weidegebied;1991;;;;;;;;;;;;
124;Westelijk weidegebied;1992;;;;;;;;;;;;
125;Westelijk weidegebied;1993;172.0;275.0;86.0;11.0;0.0;2.0;722.0;12.0;88.0;88.0;767.0;100.0
126;Westelijk weidegebied;1994;170.0;262.0;78.0;11.0;7.0;4.0;652.0;28.0;72.0;87.0;676.0;111.0
127;Westelijk weidegebied;1995;169.0;269.0;79.0;14.0;6.0;2.0;645.0;16.0;84.0;107.0;671.0;111.0
128;Westelijk weidegebied;1996;169.0;264.0;84.0;9.0;5.0;2.0;604.0;15.0;85.0;63.0;631.0;63.0
129;Westelijk weidegebied;1997;166.0;267.0;87.0;10.0;3.0;1.0;676.0;18.0;82.0;81.0;695.0;61.0
130;Westelijk weidegebied;1998;167.0;291.0;83.0;7.0;6.0;4.0;756.0;15.0;85.0;55.0;808.0;45.0
131;Westelijk weidegebied;1999;165.0;287.0;86.0;9.0;4.0;0.0;665.0;14.0;86.0;71.0;704.0;73.0
132;Westelijk weidegebied;2000;155.0;275.0;89.0;6.0;4.0;1.0;610.0;17.0;83.0;52.0;625.0;42.0
133;Westelijk weidegebied;2001;159.0;265.0;82.0;9.0;6.0;2.0;582.0;13.0;87.0;86.0;582.0;69.0
134;Westelijk weidegebied;2002;168.0;287.0;87.0;10.0;3.0;0.0;750.0;16.0;84.0;96.0;789.0;88.0
135;Westelijk weidegebied;2003;175.0;253.0;85.0;11.0;3.0;2.0;659.0;19.0;81.0;87.0;663.0;84.0
136;Westelijk weidegebied;2004;176.0;294.0;86.0;10.0;4.0;1.0;823.0;21.0;79.0;99.0;764.0;129.0
137;Westelijk weidegebied;2005;176.0;279.0;88.0;7.0;4.0;1.0;715.0;17.0;83.0;68.0;658.0;65.0
138;Westelijk weidegebied;2006;178.0;371.0;88.0;8.0;3.0;1.0;674.0;16.0;84.0;69.0;642.0;73.0
139;Westelijk weidegebied;2007;177.0;;89.0;6.0;2.0;3.0;775.0;;;53.0;613.0;49.0
140;Westelijk weidegebied;2008;177.0;351.0;93.0;6.0;0.0;1.0;874.0;;;31.0;596.0;20.0
141;Westelijk weidegebied;2009;176.0;343.0;90.0;7.0;2.0;1.0;908.0;;;61.0;577.0;37.0
142;Westelijk weidegebied;2010;167.0;356.0;92.0;5.0;1.0;2.0;893.0;;;39.0;563.0;22.0
143;Westelijk weidegebied;2011;164.0;366.0;89.0;5.0;2.0;4.0;910.0;;;48.0;600.0;27.0
144;Westelijk weidegebied;2012;159.0;334.0;91.0;5.0;1.0;3.0;919.0;;;50.0;553.0;26.0
145;Westelijk weidegebied;2013;159.0;332.0;91.0;6.0;1.0;2.0;910.0;;;50.0;562.0;30.0
146;Westelijk weidegebied;2014;160.0;344.0;90.0;6.0;2.0;2.0;990.0;;;50.0;670.0;27.0
147;Westelijk weidegebied;2015;161.0;348.0;88.0;7.0;3.0;2.0;896.0;;;55.0;566.0;32.0
148;Westelijk weidegebied;2016;155.0;360.0;89.0;6.0;2.0;3.0;1036.0;;;53.0;659.0;32.0
149;Westelijk weidegebied;2017;153.0;354.0;89.0;6.0;2.0;3.0;1052.0;;;51.0;694.0;37.0
150;Westelijk weidegebied;2018;162.0;319.0;86.0;7.0;2.0;5.0;834.0;;;33.0;623.0;26.0
151;Westelijk weidegebied;2019;162.0;;;;;;1051.0;;;46.0;692.0;27.0
152;Westelijk weidegebied;2020;161.0;;;;;;914.0;;;61.0;624.0;41.0
153;Westelijk weidegebied;2021;162.0;;;;;;1099.0;;;52.0;722.0;34.0
154;Westelijk weidegebied;2022;161.0;;;;;;876.0;;;47.0;539.0;27.0
155;Westelijk weidegebied;2023;160.0;;;;;;1027.0;;;67.0;628.0;35.0
156;Zuidelijk weidegebied;1985;;;;;;;;;;;;
157;Zuidelijk weidegebied;1986;;;;;;;;;;;;
158;Zuidelijk weidegebied;1987;;;;;;;;;;;;
159;Zuidelijk weidegebied;1988;;;;;;;;;;;;
160;Zuidelijk weidegebied;1989;;;;;;;;;;;;
161;Zuidelijk weidegebied;1990;;;;;;;;;;;;
162;Zuidelijk weidegebied;1991;;;;;;;;;;;;
163;Zuidelijk weidegebied;1992;;;;;;;;;;;;
164;Zuidelijk weidegebied;1993;116.0;225.0;88.0;6.0;1.0;4.0;498.0;17.0;83.0;41.0;541.0;48.0
165;Zuidelijk weidegebied;1994;115.0;214.0;87.0;6.0;6.0;1.0;450.0;21.0;79.0;25.0;507.0;52.0
166;Zuidelijk weidegebied;1995;114.0;274.0;88.0;8.0;4.0;0.0;438.0;17.0;83.0;32.0;457.0;32.0
167;Zuidelijk weidegebied;1996;106.0;181.0;88.0;7.0;3.0;3.0;373.0;23.0;77.0;21.0;399.0;146.0
168;Zuidelijk weidegebied;1997;106.0;238.0;89.0;6.0;5.0;1.0;526.0;25.0;75.0;43.0;520.0;45.0
169;Zuidelijk weidegebied;1998;103.0;221.0;88.0;5.0;6.0;1.0;505.0;28.0;72.0;29.0;479.0;53.0
170;Zuidelijk weidegebied;1999;98.0;219.0;90.0;7.0;2.0;0.0;460.0;18.0;82.0;45.0;490.0;47.0
171;Zuidelijk weidegebied;2000;96.0;225.0;90.0;5.0;4.0;0.0;525.0;24.0;76.0;34.0;517.0;43.0
172;Zuidelijk weidegebied;2001;96.0;208.0;87.0;7.0;5.0;1.0;470.0;15.0;85.0;38.0;475.0;26.0
173;Zuidelijk weidegebied;2002;97.0;231.0;91.0;7.0;2.0;0.0;585.0;16.0;84.0;48.0;578.0;36.0
174;Zuidelijk weidegebied;2003;104.0;212.0;84.0;11.0;5.0;0.0;509.0;16.0;84.0;67.0;493.0;64.0
175;Zuidelijk weidegebied;2004;108.0;229.0;87.0;10.0;4.0;0.0;654.0;16.0;84.0;72.0;613.0;58.0
176;Zuidelijk weidegebied;2005;107.0;220.0;88.0;7.0;5.0;1.0;490.0;21.0;79.0;52.0;449.0;53.0
177;Zuidelijk weidegebied;2006;116.0;347.0;88.0;8.0;3.0;1.0;542.0;19.0;81.0;78.0;483.0;57.0
178;Zuidelijk weidegebied;2007;115.0;;93.0;5.0;0.0;2.0;623.0;;;59.0;504.0;44.0
179;Zuidelijk weidegebied;2008;112.0;309.0;94.0;4.0;0.0;2.0;555.0;;;23.0;403.0;16.0
180;Zuidelijk weidegebied;2009;108.0;266.0;92.0;3.0;1.0;4.0;520.0;;;16.0;344.0;11.0
181;Zuidelijk weidegebied;2010;106.0;276.0;92.0;3.0;3.0;2.0;533.0;;;19.0;376.0;13.0
182;Zuidelijk weidegebied;2011;105.0;314.0;93.0;4.0;1.0;2.0;594.0;;;24.0;404.0;14.0
183;Zuidelijk weidegebied;2012;104.0;284.0;91.0;4.0;3.0;2.0;670.0;;;30.0;462.0;18.0
184;Zuidelijk weidegebied;2013;100.0;295.0;89.0;6.0;3.0;2.0;584.0;;;28.0;351.0;13.0
185;Zuidelijk weidegebied;2014;100.0;332.0;91.0;2.0;2.0;5.0;726.0;;;17.0;483.0;7.0
186;Zuidelijk weidegebied;2015;100.0;333.0;91.0;4.0;2.0;3.0;698.0;;;26.0;449.0;14.0
187;Zuidelijk weidegebied;2016;99.0;276.0;91.0;3.0;3.0;3.0;588.0;;;23.0;388.0;11.0
188;Zuidelijk weidegebied;2017;98.0;274.0;91.0;3.0;3.0;3.0;694.0;;;10.0;430.0;7.0
189;Zuidelijk weidegebied;2018;109.0;276.0;90.0;5.0;1.0;4.0;584.0;;;15.0;533.0;13.0
190;Zuidelijk weidegebied;2019;107.0;;;;;;656.0;;;25.0;487.0;15.0
191;Zuidelijk weidegebied;2020;106.0;;;;;;521.0;;;18.0;386.0;14.0
192;Zuidelijk weidegebied;2021;106.0;;;;;;619.0;;;17.0;424.0;9.0
193;Zuidelijk weidegebied;2022;103.0;;;;;;554.0;;;24.0;370.0;15.0
194;Zuidelijk weidegebied;2023;101.0;;;;;;554.0;;;27.0;331.0;17.0
195;Overig Nederland;1985;;;;;;;;;;;;
196;Overig Nederland;1986;;;;;;;;;;;;
197;Overig Nederland;1987;;;;;;;;;;;;
198;Overig Nederland;1988;;;;;;;;;;;;
199;Overig Nederland;1989;;;;;;;;;;;;
200;Overig Nederland;1990;;;;;;;;;;;;
201;Overig Nederland;1991;;;;;;;;;;;;
202;Overig Nederland;1992;;;;;;;;;;;;
203;Overig Nederland;1993;178.0;356.0;82.0;7.0;3.0;6.0;763.0;15.0;85.0;70.0;817.0;78.0
204;Overig Nederland;1994;191.0;350.0;81.0;10.0;6.0;3.0;674.0;19.0;81.0;78.0;747.0;81.0
205;Overig Nederland;1995;177.0;329.0;75.0;9.0;14.0;2.0;622.0;16.0;84.0;79.0;653.0;72.0
206;Overig Nederland;1996;175.0;310.0;82.0;7.0;8.0;3.0;557.0;13.0;87.0;60.0;606.0;74.0
207;Overig Nederland;1997;176.0;356.0;81.0;8.0;10.0;1.0;749.0;13.0;87.0;82.0;756.0;71.0
208;Overig Nederland;1998;169.0;324.0;84.0;8.0;7.0;1.0;736.0;25.0;75.0;72.0;756.0;117.0
209;Overig Nederland;1999;168.0;343.0;85.0;6.0;8.0;1.0;660.0;11.0;89.0;69.0;675.0;81.0
210;Overig Nederland;2000;181.0;345.0;87.0;6.0;7.0;0.0;763.0;18.0;82.0;81.0;666.0;76.0
211;Overig Nederland;2001;169.0;320.0;85.0;5.0;8.0;2.0;712.0;12.0;88.0;49.0;712.0;44.0
212;Overig Nederland;2002;180.0;337.0;82.0;10.0;6.0;2.0;795.0;11.0;89.0;99.0;743.0;85.0
213;Overig Nederland;2003;189.0;323.0;81.0;10.0;8.0;0.0;725.0;12.0;88.0;103.0;687.0;98.0
214;Overig Nederland;2004;194.0;362.0;86.0;8.0;5.0;1.0;904.0;15.0;85.0;111.0;804.0;91.0
215;Overig Nederland;2005;189.0;387.0;85.0;7.0;7.0;1.0;829.0;20.0;80.0;84.0;758.0;82.0
216;Overig Nederland;2006;191.0;465.0;87.0;8.0;4.0;1.0;694.0;18.0;82.0;94.0;651.0;65.0
217;Overig Nederland;2007;190.0;;88.0;6.0;2.0;4.0;779.0;;;112.0;630.0;100.0
218;Overig Nederland;2008;190.0;438.0;92.0;3.0;2.0;3.0;780.0;;;34.0;553.0;23.0
219;Overig Nederland;2009;192.0;443.0;89.0;5.0;4.0;2.0;924.0;;;49.0;611.0;27.0
220;Overig Nederland;2010;189.0;502.0;92.0;3.0;3.0;2.0;974.0;;;35.0;662.0;15.0
221;Overig Nederland;2011;186.0;523.0;88.0;3.0;5.0;4.0;961.0;;;33.0;625.0;19.0
222;Overig Nederland;2012;191.0;469.0;86.0;5.0;5.0;4.0;1078.0;;;50.0;694.0;29.0
223;Overig Nederland;2013;192.0;537.0;85.0;4.0;6.0;5.0;1061.0;;;40.0;657.0;32.0
224;Overig Nederland;2014;195.0;566.0;86.0;5.0;4.0;5.0;1180.0;;;36.0;809.0;23.0
225;Overig Nederland;2015;201.0;576.0;92.0;3.0;3.0;2.0;1348.0;;;44.0;847.0;23.0
226;Overig Nederland;2016;197.0;553.0;88.0;4.0;3.0;5.0;1228.0;;;56.0;814.0;36.0
227;Overig Nederland;2017;197.0;550.0;88.0;4.0;3.0;5.0;1198.0;;;31.0;825.0;22.0
228;Overig Nederland;2018;218.0;543.0;87.0;5.0;5.0;3.0;1154.0;;;24.0;805.0;17.0
229;Overig Nederland;2019;224.0;;;;;;1323.0;;;36.0;902.0;21.0
230;Overig Nederland;2020;223.0;;;;;;1107.0;;;34.0;756.0;23.0
231;Overig Nederland;2021;226.0;;;;;;1429.0;;;49.0;976.0;34.0
232;Overig Nederland;2022;222.0;;;;;;1167.0;;;52.0;744.0;30.0
233;Overig Nederland;2023;217.0;;;;;;1328.0;;;60.0;779.0;33.0
