ID;Werksoorten;Perioden;TotaalWerkzamePersonen_1;TotaalVolledigeWeektaak_2;AandeelInTotaalPersoneelLoondienst_3;TotaalGedeeltelijkeWeektaak_4;AandeelInTotaalPersoneelLoondienst_5;FteSExclOproepkrachten_6
0;Totaal alle werksoorten;1995;83708.0;16989.0;20.0;66719.0;80.0;50201
1;Totaal alle werksoorten;1996;83429.0;15704.0;19.0;67725.0;81.0;49666
2;Totaal alle werksoorten;1997;86103.0;15686.0;18.0;70417.0;82.0;51707
3;Totaal alle werksoorten;1998;86647.0;14783.0;17.0;71864.0;83.0;52462
4;Totaal alle werksoorten;1999;89797.0;13887.0;15.0;75910.0;85.0;53893
5;Totaal alle werksoorten;2000;91163.0;13711.0;15.0;77457.0;85.0;54333
6;Totaal alle werksoorten;2001;95058.0;13973.0;15.0;81085.0;85.0;55809
7;Totaal alle werksoorten;2002;104392.0;15102.0;14.0;89290.0;86.0;61442
8;Totaal alle werksoorten;2003;108605.0;15098.0;14.0;93507.0;86.0;64217
9;Totaal alle werksoorten;2004;111529.0;14716.0;13.0;96813.0;87.0;65504
10;Totaal alle werksoorten;2005;111674.0;14361.0;13.0;97313.0;87.0;64694
11;Totaal werksoorten excl. verzorging;1995;37520.0;8463.0;23.0;29057.0;77.0;21660
12;Totaal werksoorten excl. verzorging;1996;37278.0;7969.0;21.0;29309.0;79.0;21314
13;Totaal werksoorten excl. verzorging;1997;38232.0;8053.0;21.0;30179.0;79.0;22088
14;Totaal werksoorten excl. verzorging;1998;38087.0;7613.0;20.0;30474.0;80.0;22013
15;Totaal werksoorten excl. verzorging;1999;39278.0;6936.0;18.0;32342.0;82.0;22501
16;Totaal werksoorten excl. verzorging;2000;39419.0;6904.0;18.0;32515.0;82.0;22536
17;Totaal werksoorten excl. verzorging;2001;41165.0;6923.0;17.0;34242.0;83.0;23184
18;Totaal werksoorten excl. verzorging;2002;42983.0;7335.0;17.0;35648.0;83.0;24189
19;Totaal werksoorten excl. verzorging;2003;42352.0;7340.0;17.0;35012.0;83.0;24424
20;Totaal werksoorten excl. verzorging;2004;42653.0;7133.0;17.0;35520.0;83.0;24607
21;Totaal werksoorten excl. verzorging;2005;42497.0;7001.0;16.0;35496.0;84.0;24227
22;Algemeen beheer;1995;6922.0;1814.0;26.0;5108.0;74.0;3996
23;Algemeen beheer;1996;6933.0;1759.0;25.0;5174.0;75.0;3999
24;Algemeen beheer;1997;7151.0;1808.0;25.0;5344.0;75.0;4139
25;Algemeen beheer;1998;6951.0;1716.0;25.0;5236.0;75.0;4136
26;Algemeen beheer;1999;7330.0;1673.0;23.0;5657.0;77.0;4231
27;Algemeen beheer;2000;7083.0;1629.0;23.0;5454.0;77.0;4140
28;Algemeen beheer;2001;7368.0;1629.0;22.0;5739.0;78.0;4156
29;Algemeen beheer;2002;7619.0;1755.0;23.0;5864.0;77.0;4471
30;Algemeen beheer;2003;7453.0;1766.0;24.0;5687.0;76.0;4449
31;Algemeen beheer;2004;7632.0;1889.0;25.0;5743.0;75.0;4778
32;Algemeen beheer;2005;7549.0;1848.0;24.0;5701.0;76.0;4688
33;Huishouding;1995;12955.0;1598.0;12.0;11357.0;88.0;6991
34;Huishouding;1996;12814.0;1446.0;11.0;11368.0;89.0;6834
35;Huishouding;1997;13066.0;1453.0;11.0;11613.0;89.0;7116
36;Huishouding;1998;12923.0;1364.0;11.0;11559.0;89.0;6972
37;Huishouding;1999;13167.0;1320.0;10.0;11847.0;90.0;7178
38;Huishouding;2000;13413.0;1312.0;10.0;12101.0;90.0;7296
39;Huishouding;2001;14130.0;1249.0;9.0;12881.0;91.0;7601
40;Huishouding;2002;15179.0;1293.0;9.0;13885.0;91.0;7978
41;Huishouding;2003;15170.0;1336.0;9.0;13834.0;91.0;7889
42;Huishouding;2004;14879.0;1226.0;8.0;13653.0;92.0;7636
43;Huishouding;2005;14864.0;1192.0;8.0;13672.0;92.0;7560
44;Geestelijke en culturele zorg;1995;2435.0;219.0;9.0;2216.0;91.0;1309
45;Geestelijke en culturele zorg;1996;2535.0;230.0;9.0;2305.0;91.0;1354
46;Geestelijke en culturele zorg;1997;2560.0;211.0;8.0;2350.0;92.0;1407
47;Geestelijke en culturele zorg;1998;2922.0;245.0;8.0;2677.0;92.0;1649
48;Geestelijke en culturele zorg;1999;2691.0;86.0;3.0;2605.0;97.0;1564
49;Geestelijke en culturele zorg;2000;2573.0;99.0;4.0;2474.0;96.0;1485
50;Geestelijke en culturele zorg;2001;2867.0;115.0;4.0;2752.0;96.0;1656
51;Geestelijke en culturele zorg;2002;2739.0;129.0;5.0;2610.0;95.0;1591
52;Geestelijke en culturele zorg;2003;2632.0;131.0;5.0;2501.0;95.0;1662
53;Geestelijke en culturele zorg;2004;2603.0;117.0;4.0;2486.0;96.0;1538
54;Geestelijke en culturele zorg;2005;2540.0;135.0;5.0;2405.0;95.0;1493
55;Tuin/techniek/onderhoud;1995;2003.0;1084.0;52.0;919.0;48.0;1534
56;Tuin/techniek/onderhoud;1996;1959.0;1040.0;53.0;919.0;47.0;1496
57;Tuin/techniek/onderhoud;1997;1967.0;1052.0;53.0;915.0;47.0;1515
58;Tuin/techniek/onderhoud;1998;1854.0;1068.0;58.0;786.0;42.0;1511
59;Tuin/techniek/onderhoud;1999;1810.0;959.0;53.0;851.0;47.0;1443
60;Tuin/techniek/onderhoud;2000;1851.0;983.0;53.0;868.0;47.0;1439
61;Tuin/techniek/onderhoud;2001;1991.0;1045.0;52.0;946.0;48.0;1526
62;Tuin/techniek/onderhoud;2002;1988.0;1147.0;58.0;841.0;42.0;1545
63;Tuin/techniek/onderhoud;2003;1900.0;1181.0;62.0;719.0;38.0;1590
64;Tuin/techniek/onderhoud;2004;1918.0;1126.0;59.0;792.0;41.0;1575
65;Tuin/techniek/onderhoud;2005;1868.0;1093.0;59.0;775.0;41.0;1533
66;Voedselvoorziening;1995;10780.0;3462.0;32.0;7318.0;68.0;6607
67;Voedselvoorziening;1996;10630.0;3256.0;31.0;7374.0;69.0;6439
68;Voedselvoorziening;1997;11014.0;3255.0;30.0;7760.0;70.0;6614
69;Voedselvoorziening;1998;10852.0;2931.0;27.0;7921.0;73.0;6460
70;Voedselvoorziening;1999;11251.0;2761.0;25.0;8490.0;75.0;6392
71;Voedselvoorziening;2000;11283.0;2700.0;24.0;8583.0;76.0;6351
72;Voedselvoorziening;2001;11555.0;2679.0;23.0;8876.0;77.0;6409
73;Voedselvoorziening;2002;11850.0;2741.0;23.0;9110.0;77.0;6558
74;Voedselvoorziening;2003;11349.0;2600.0;23.0;8749.0;77.0;6538
75;Voedselvoorziening;2004;11653.0;2447.0;21.0;9206.0;79.0;6757
76;Voedselvoorziening;2005;11552.0;2403.0;21.0;9149.0;79.0;6658
77;Overig personeel;1995;2426.0;287.0;12.0;2139.0;88.0;1223
78;Overig personeel;1996;2409.0;239.0;10.0;2170.0;90.0;1191
79;Overig personeel;1997;2474.0;275.0;11.0;2199.0;89.0;1296
80;Overig personeel;1998;2601.0;289.0;11.0;2312.0;89.0;1368
81;Overig personeel;1999;3029.0;137.0;5.0;2892.0;95.0;1694
82;Overig personeel;2000;3216.0;181.0;6.0;3035.0;94.0;1825
83;Overig personeel;2001;3254.0;206.0;6.0;3048.0;94.0;1836
84;Overig personeel;2002;3607.0;270.0;7.0;3337.0;93.0;2046
85;Overig personeel;2003;3848.0;326.0;8.0;3522.0;92.0;2296
86;Overig personeel;2004;3968.0;328.0;8.0;3640.0;92.0;2323
87;Overig personeel;2005;4126.0;332.0;8.0;3794.0;92.0;2294
88;Totaal werksoorten binnen verzorging;1995;46188.0;8526.0;18.0;37662.0;82.0;28541
89;Totaal werksoorten binnen verzorging;1996;46151.0;7735.0;17.0;38416.0;83.0;28352
90;Totaal werksoorten binnen verzorging;1997;47871.0;7633.0;16.0;40238.0;84.0;29619
91;Totaal werksoorten binnen verzorging;1998;48560.0;7170.0;15.0;41390.0;85.0;30449
92;Totaal werksoorten binnen verzorging;1999;50519.0;6951.0;14.0;43568.0;86.0;31392
93;Totaal werksoorten binnen verzorging;2000;51744.0;6807.0;13.0;44942.0;87.0;31797
94;Totaal werksoorten binnen verzorging;2001;53893.0;7050.0;13.0;46843.0;87.0;32625
95;Totaal werksoorten binnen verzorging;2002;61409.0;7767.0;13.0;53643.0;87.0;37252
96;Totaal werksoorten binnen verzorging;2003;66253.0;7758.0;12.0;58495.0;88.0;39792
97;Totaal werksoorten binnen verzorging;2004;68876.0;7583.0;11.0;61293.0;89.0;40897
98;Totaal werksoorten binnen verzorging;2005;69177.0;7360.0;11.0;61817.0;89.0;40467
99;Verpleegkundigen;1995;;;;;;2634
100;Verpleegkundigen;1996;;;;;;2530
101;Verpleegkundigen;1997;;;;;;2442
102;Verpleegkundigen;1998;3758.0;681.0;18.0;3077.0;82.0;2313
103;Verpleegkundigen;1999;3555.0;488.0;14.0;3067.0;86.0;2198
104;Verpleegkundigen;2000;3345.0;491.0;15.0;2854.0;85.0;2121
105;Verpleegkundigen;2001;3412.0;534.0;16.0;2878.0;84.0;2169
106;Verpleegkundigen;2002;3610.0;571.0;16.0;3038.0;84.0;2307
107;Verpleegkundigen;2003;3479.0;588.0;17.0;2891.0;83.0;2276
108;Verpleegkundigen;2004;3623.0;552.0;15.0;3071.0;85.0;2224
109;Verpleegkundigen;2005;3626.0;530.0;15.0;3096.0;85.0;2210
110;Ziekenverzorgenden;1995;;;;;;5637
111;Ziekenverzorgenden;1996;;;;;;5716
112;Ziekenverzorgenden;1997;;;;;;6077
113;Ziekenverzorgenden;1998;10784.0;1305.0;12.0;9479.0;88.0;6431
114;Ziekenverzorgenden;1999;11034.0;1311.0;12.0;9723.0;88.0;6591
115;Ziekenverzorgenden;2000;11212.0;1384.0;12.0;9828.0;88.0;6605
116;Ziekenverzorgenden;2001;11777.0;1485.0;13.0;10292.0;87.0;6884
117;Ziekenverzorgenden;2002;13717.0;1637.0;12.0;12080.0;88.0;8003
118;Ziekenverzorgenden;2003;14755.0;1599.0;11.0;13156.0;89.0;8676
119;Ziekenverzorgenden;2004;15949.0;1598.0;10.0;14351.0;90.0;9529
120;Ziekenverzorgenden;2005;15855.0;1580.0;10.0;14275.0;90.0;9324
121;Bejaardenverzorgenden;1995;;;;;;12962
122;Bejaardenverzorgenden;1996;;;;;;13152
123;Bejaardenverzorgenden;1997;;;;;;13917
124;Bejaardenverzorgenden;1998;22479.0;3519.0;16.0;18960.0;84.0;14579
125;Bejaardenverzorgenden;1999;22452.0;3589.0;16.0;18863.0;84.0;14037
126;Bejaardenverzorgenden;2000;23051.0;3319.0;14.0;19732.0;86.0;14106
127;Bejaardenverzorgenden;2001;23743.0;3364.0;14.0;20379.0;86.0;14276
128;Bejaardenverzorgenden;2002;25681.0;3592.0;14.0;22090.0;86.0;15386
129;Bejaardenverzorgenden;2003;28170.0;3478.0;12.0;24692.0;88.0;16848
130;Bejaardenverzorgenden;2004;28275.0;3327.0;12.0;24948.0;88.0;16959
131;Bejaardenverzorgenden;2005;28788.0;3294.0;11.0;25494.0;89.0;16905
132;Bejaardenhelpenden I;1995;;;;;;2422
133;Bejaardenhelpenden I;1996;;;;;;2126
134;Bejaardenhelpenden I;1997;;;;;;2101
135;Bejaardenhelpenden I;1998;3047.0;321.0;11.0;2726.0;89.0;1851
136;Bejaardenhelpenden I;1999;3634.0;353.0;10.0;3281.0;90.0;2291
137;Bejaardenhelpenden I;2000;3676.0;306.0;8.0;3370.0;92.0;2291
138;Bejaardenhelpenden I;2001;4059.0;354.0;9.0;3705.0;91.0;2493
139;Bejaardenhelpenden I;2002;5152.0;447.0;9.0;4705.0;91.0;3160
140;Bejaardenhelpenden I;2003;5375.0;560.0;10.0;4815.0;90.0;3225
141;Bejaardenhelpenden I;2004;5473.0;540.0;10.0;4933.0;90.0;3236
142;Bejaardenhelpenden I;2005;5513.0;531.0;10.0;4982.0;90.0;3195
143;Bejaardenhelpenden II;1995;;;;;;764
144;Bejaardenhelpenden II;1996;;;;;;866
145;Bejaardenhelpenden II;1997;;;;;;883
146;Bejaardenhelpenden II;1998;1305.0;129.0;10.0;1176.0;90.0;734
147;Bejaardenhelpenden II;1999;1406.0;59.0;4.0;1347.0;96.0;873
148;Bejaardenhelpenden II;2000;1433.0;77.0;5.0;1356.0;95.0;896
149;Bejaardenhelpenden II;2001;1587.0;92.0;6.0;1495.0;94.0;983
150;Bejaardenhelpenden II;2002;1724.0;103.0;6.0;1621.0;94.0;1173
151;Bejaardenhelpenden II;2003;1906.0;114.0;6.0;1792.0;94.0;1219
152;Bejaardenhelpenden II;2004;1923.0;91.0;5.0;1832.0;95.0;1126
153;Bejaardenhelpenden II;2005;1946.0;91.0;5.0;1855.0;95.0;1129
154;Verzorgingshulpen;1995;;;;;;1514
155;Verzorgingshulpen;1996;;;;;;1427
156;Verzorgingshulpen;1997;;;;;;1472
157;Verzorgingshulpen;1998;2916.0;306.0;10.0;2610.0;90.0;1659
158;Verzorgingshulpen;1999;2994.0;140.0;5.0;2854.0;95.0;1790
159;Verzorgingshulpen;2000;3082.0;151.0;5.0;2931.0;95.0;1796
160;Verzorgingshulpen;2001;3317.0;169.0;5.0;3148.0;95.0;1867
161;Verzorgingshulpen;2002;4285.0;235.0;5.0;4050.0;95.0;2405
162;Verzorgingshulpen;2003;4738.0;240.0;5.0;4498.0;95.0;2581
163;Verzorgingshulpen;2004;5136.0;248.0;5.0;4888.0;95.0;2610
164;Verzorgingshulpen;2005;5043.0;237.0;5.0;4806.0;95.0;2558
165;Personeel in opleiding;1995;;;;;;527
166;Personeel in opleiding;1996;;;;;;466
167;Personeel in opleiding;1997;;;;;;399
168;Personeel in opleiding;1998;584.0;65.0;11.0;519.0;89.0;427
169;Personeel in opleiding;1999;704.0;39.0;6.0;665.0;94.0;580
170;Personeel in opleiding;2000;842.0;44.0;5.0;798.0;95.0;659
171;Personeel in opleiding;2001;902.0;44.0;5.0;858.0;95.0;695
172;Personeel in opleiding;2002;1314.0;37.0;3.0;1277.0;97.0;995
173;Personeel in opleiding;2003;1460.0;42.0;3.0;1418.0;97.0;956
174;Personeel in opleiding;2004;1564.0;37.0;2.0;1527.0;98.0;1039
175;Personeel in opleiding;2005;1566.0;37.0;2.0;1529.0;98.0;1067
176;Overig verzorgend personeel;1995;;;;;;2081
177;Overig verzorgend personeel;1996;;;;;;2070
178;Overig verzorgend personeel;1997;;;;;;2228
179;Overig verzorgend personeel;1998;3692.0;846.0;23.0;2846.0;77.0;2461
180;Overig verzorgend personeel;1999;4740.0;972.0;21.0;3768.0;79.0;3029
181;Overig verzorgend personeel;2000;5108.0;1035.0;20.0;4073.0;80.0;3323
182;Overig verzorgend personeel;2001;5095.0;1008.0;20.0;4087.0;80.0;3259
183;Overig verzorgend personeel;2002;5928.0;1146.0;19.0;4782.0;81.0;3824
184;Overig verzorgend personeel;2003;6370.0;1137.0;18.0;5233.0;82.0;4011
185;Overig verzorgend personeel;2004;6851.0;1108.0;16.0;5743.0;84.0;4173
186;Overig verzorgend personeel;2005;6840.0;1060.0;15.0;5780.0;85.0;4079
